"objectid","crtr_yr","stdg_cd","stdg_nm","sgg_cd","sgg_nm","sigun_cd","sigun_nm","flod_dngr_idx","frst_rgtr_id","frst_reg_dt","mdfr_id","mdfcn_dt"
5643,"2016","41370107  ",금암동,"41370",오산시,"41370",오산시,0.3644325987,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5644,"2016","41370108  ",수청동,"41370",오산시,"41370",오산시,0.5184600775,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5645,"2016","41370110  ",내삼미동,"41370",오산시,"41370",오산시,0.3497148533,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5646,"2016","41370111  ",외삼미동,"41370",오산시,"41370",오산시,0.3906321060,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5647,"2016","41370113  ",세교동,"41370",오산시,"41370",오산시,0.4147565039,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5648,"2016","41370114  ",지곶동,"41370",오산시,"41370",오산시,0.2540695251,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5649,"2016","41370115  ",서랑동,"41370",오산시,"41370",오산시,0.2360890702,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5650,"2016","41370116  ",서동,"41370",오산시,"41370",오산시,0.3698713872,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5651,"2016","41550102  ",숭인동,"41550",안성시,"41550",안성시,0.9213719368,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5652,"2016","41450111  ",미사동,"41450",하남시,"41450",하남시,0.7334848417,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5653,"2016","41450112  ",선동,"41450",하남시,"41450",하남시,0.7046617372,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5654,"2016","41450113  ",감북동,"41450",하남시,"41450",하남시,0.7179499321,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5655,"2016","41390113  ",계수동,"41390",시흥시,"41390",시흥시,0.4142265060,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5656,"2016","41550122  ",옥산동,"41550",안성시,"41550",안성시,0.3138860474,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5657,"2017","41194107  ",계수동,"41194",부천시 소사구,"41190",부천시,0.8237228254,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5658,"2016","41370118  ",두곡동,"41370",오산시,"41370",오산시,0.3750048049,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5659,"2016","41450114  ",감일동,"41450",하남시,"41450",하남시,0.6948739645,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5660,"2016","41390131  ",월곶동,"41390",시흥시,"41390",시흥시,0.3459267281,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5661,"2016","41390132  ",정왕동,"41390",시흥시,"41390",시흥시,0.3666404577,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5662,"2016","41550130  ",신모산동,"41550",안성시,"41550",안성시,0.2371764631,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5663,"2016","41370120  ",누읍동,"41370",오산시,"41370",오산시,0.3918209516,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5664,"2016","41465103  ",동천동,"41465",용인시 수지구,"41460",용인시,0.3729672277,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5665,"2016","41465104  ",고기동,"41465",용인시 수지구,"41460",용인시,0.3457508562,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5666,"2016","41410101  ",당동,"41410",군포시,"41410",군포시,0.7253047299,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5667,"2016","41410105  ",금정동,"41410",군포시,"41410",군포시,0.7662209226,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5668,"2016","41465102  ",죽전동,"41465",용인시 수지구,"41460",용인시,0.4655741966,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5669,"2016","41590410  ",정남면,"41590",화성시,"41590",화성시,0.3272092872,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5670,"2016","41370121  ",가수동,"41370",오산시,"41370",오산시,0.2840960055,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5671,"2016","41550103  ",영동,"41550",안성시,"41550",안성시,0.9064691812,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5672,"2016","41450102  ",하산곡동,"41450",하남시,"41450",하남시,0.6131892431,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5673,"2016","41370122  ",고현동,"41370",오산시,"41370",오산시,0.5685915886,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5674,"2016","41450116  ",학암동,"41450",하남시,"41450",하남시,0.5142630109,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5675,"2016","41370123  ",청호동,"41370",오산시,"41370",오산시,0.6018005811,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5676,"2016","41370124  ",갈곶동,"41370",오산시,"41370",오산시,0.5230455987,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5677,"2016","41461256  ",이동읍,"41461",용인시 처인구,"41460",용인시,0.1528189905,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5678,"2016","41461259  ",남사읍,"41461",용인시 처인구,"41460",용인시,0.2079208427,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5679,"2016","41461340  ",원삼면,"41461",용인시 처인구,"41460",용인시,0.2064553804,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5680,"2016","41461350  ",백암면,"41461",용인시 처인구,"41460",용인시,0.2131087625,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5681,"2016","41461360  ",양지면,"41461",용인시 처인구,"41460",용인시,0.1895147322,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5682,"2016","41390101  ",대야동,"41390",시흥시,"41390",시흥시,0.4749851356,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5683,"2016","41390102  ",신천동,"41390",시흥시,"41390",시흥시,0.6391851257,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5684,"2016","41390103  ",방산동,"41390",시흥시,"41390",시흥시,0.3877633430,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5685,"2016","41390104  ",포동,"41390",시흥시,"41390",시흥시,0.3621039128,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5686,"2016","41390105  ",미산동,"41390",시흥시,"41390",시흥시,0.4636927329,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5687,"2016","41390106  ",은행동,"41390",시흥시,"41390",시흥시,0.4376176020,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5688,"2016","41390107  ",안현동,"41390",시흥시,"41390",시흥시,0.4038224110,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5689,"2016","41390108  ",매화동,"41390",시흥시,"41390",시흥시,0.4703387200,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5690,"2016","41390109  ",도창동,"41390",시흥시,"41390",시흥시,0.5035967230,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5691,"2016","41390110  ",금이동,"41390",시흥시,"41390",시흥시,0.4291324922,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5692,"2016","41390112  ",과림동,"41390",시흥시,"41390",시흥시,0.4464136230,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5693,"2016","41390118  ",능곡동,"41390",시흥시,"41390",시흥시,0.4702306068,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5694,"2016","41390119  ",하중동,"41390",시흥시,"41390",시흥시,0.4384359371,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5695,"2016","41390121  ",광석동,"41390",시흥시,"41390",시흥시,0.4075677789,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5696,"2016","41390122  ",물왕동,"41390",시흥시,"41390",시흥시,0.4247808078,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5697,"2016","41390123  ",산현동,"41390",시흥시,"41390",시흥시,0.3857574211,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5698,"2016","41390124  ",조남동,"41390",시흥시,"41390",시흥시,0.4194974875,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5699,"2016","41390125  ",논곡동,"41390",시흥시,"41390",시흥시,0.4798468892,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5700,"2016","41390126  ",목감동,"41390",시흥시,"41390",시흥시,0.4890652669,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5701,"2016","41390127  ",거모동,"41390",시흥시,"41390",시흥시,0.4605613510,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5702,"2016","41390128  ",군자동,"41390",시흥시,"41390",시흥시,0.3301423497,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5703,"2016","41390129  ",장현동,"41390",시흥시,"41390",시흥시,0.3365676081,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5704,"2016","41390130  ",장곡동,"41390",시흥시,"41390",시흥시,0.3683804625,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5705,"2016","41390134  ",무지내동,"41390",시흥시,"41390",시흥시,0.4891383743,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5706,"2016","41410106  ",둔대동,"41410",군포시,"41410",군포시,0.3444167938,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5707,"2016","41410107  ",속달동,"41410",군포시,"41410",군포시,0.3824907562,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5708,"2016","41410108  ",대야미동,"41410",군포시,"41410",군포시,0.4509687340,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5709,"2016","41410109  ",도마교동,"41410",군포시,"41410",군포시,0.3395603320,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5710,"2016","41430101  ",고천동,"41430",의왕시,"41430",의왕시,0.2721345628,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5711,"2016","41430102  ",이동,"41430",의왕시,"41430",의왕시,0.2538496588,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5712,"2016","41430103  ",삼동,"41430",의왕시,"41430",의왕시,0.3903702437,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5713,"2016","41430104  ",왕곡동,"41430",의왕시,"41430",의왕시,0.2472838257,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5714,"2016","41430105  ",오전동,"41430",의왕시,"41430",의왕시,0.3815955534,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5715,"2016","41430106  ",학의동,"41430",의왕시,"41430",의왕시,0.3859696103,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5716,"2016","41430107  ",내손동,"41430",의왕시,"41430",의왕시,0.5418816597,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5717,"2016","41430108  ",청계동,"41430",의왕시,"41430",의왕시,0.4715605081,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5718,"2016","41430109  ",포일동,"41430",의왕시,"41430",의왕시,0.5958660882,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5719,"2016","41430110  ",월암동,"41430",의왕시,"41430",의왕시,0.3151194207,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5720,"2016","41430111  ",초평동,"41430",의왕시,"41430",의왕시,0.3248822856,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5721,"2016","41450101  ",천현동,"41450",하남시,"41450",하남시,0.7051884163,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5722,"2016","41450103  ",창우동,"41450",하남시,"41450",하남시,0.7124347256,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5723,"2016","41450104  ",배알미동,"41450",하남시,"41450",하남시,0.6061371041,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5724,"2016","41450105  ",상산곡동,"41450",하남시,"41450",하남시,0.6018444122,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5725,"2016","41450106  ",신장동,"41450",하남시,"41450",하남시,0.8869370236,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5726,"2016","41450107  ",당정동,"41450",하남시,"41450",하남시,0.6795539944,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5727,"2016","41450108  ",덕풍동,"41450",하남시,"41450",하남시,0.9318856261,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5728,"2016","41450109  ",망월동,"41450",하남시,"41450",하남시,0.7586040210,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5729,"2016","41450110  ",풍산동,"41450",하남시,"41450",하남시,0.7442966429,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5730,"2016","41450115  ",감이동,"41450",하남시,"41450",하남시,0.6170181896,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5731,"2016","41450117  ",교산동,"41450",하남시,"41450",하남시,0.6900780818,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5732,"2016","41450118  ",춘궁동,"41450",하남시,"41450",하남시,0.6699991680,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5733,"2016","41450119  ",하사창동,"41450",하남시,"41450",하남시,0.6570181134,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5734,"2016","41450120  ",상사창동,"41450",하남시,"41450",하남시,0.6197901379,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5735,"2016","41450121  ",항동,"41450",하남시,"41450",하남시,0.6118175531,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5736,"2016","41450122  ",초일동,"41450",하남시,"41450",하남시,0.7473347103,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5737,"2016","41450123  ",초이동,"41450",하남시,"41450",하남시,0.7708913538,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5738,"2016","41450124  ",광암동,"41450",하남시,"41450",하남시,0.6368418391,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5739,"2016","41461101  ",김량장동,"41461",용인시 처인구,"41460",용인시,0.5596723836,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5740,"2016","41461102  ",역북동,"41461",용인시 처인구,"41460",용인시,0.3068489621,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5741,"2016","41461103  ",삼가동,"41461",용인시 처인구,"41460",용인시,0.2264365497,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5742,"2016","41461104  ",남동,"41461",용인시 처인구,"41460",용인시,0.2605851791,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5743,"2016","41461105  ",유방동,"41461",용인시 처인구,"41460",용인시,0.2647874268,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5744,"2016","41461106  ",고림동,"41461",용인시 처인구,"41460",용인시,0.3567020316,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5745,"2016","41461107  ",마평동,"41461",용인시 처인구,"41460",용인시,0.3077732462,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5746,"2016","41461108  ",운학동,"41461",용인시 처인구,"41460",용인시,0.1859026767,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5747,"2016","41461109  ",호동,"41461",용인시 처인구,"41460",용인시,0.1384886420,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5748,"2016","41461110  ",해곡동,"41461",용인시 처인구,"41460",용인시,0.1104370141,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5749,"2016","41461250  ",포곡읍,"41461",용인시 처인구,"41460",용인시,0.2411021860,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5750,"2016","41461253  ",모현읍,"41461",용인시 처인구,"41460",용인시,0.2768604062,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5751,"2016","41463101  ",신갈동,"41463",용인시 기흥구,"41460",용인시,0.4218338051,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5752,"2016","41463102  ",구갈동,"41463",용인시 기흥구,"41460",용인시,0.3361954009,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5753,"2022","41115130  ",신풍동,"41115",수원시 팔달구,"41110",수원시,1.2162956108,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5754,"2016","41463103  ",상갈동,"41463",용인시 기흥구,"41460",용인시,0.3976287228,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5755,"2016","41463104  ",하갈동,"41463",용인시 기흥구,"41460",용인시,0.2844339006,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5756,"2016","41463105  ",보라동,"41463",용인시 기흥구,"41460",용인시,0.3601620803,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5757,"2016","41463106  ",지곡동,"41463",용인시 기흥구,"41460",용인시,0.1995747211,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5758,"2018","41115132  ",교동,"41115",수원시 팔달구,"41110",수원시,0.8668708259,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5759,"2016","41500102  ",관고동,"41500",이천시,"41500",이천시,0.2698278755,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5760,"2016","41500105  ",율현동,"41500",이천시,"41500",이천시,0.3592121242,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5761,"2016","41463107  ",공세동,"41463",용인시 기흥구,"41460",용인시,0.2528306028,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5762,"2016","41463108  ",고매동,"41463",용인시 기흥구,"41460",용인시,0.2686083962,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5763,"2016","41463109  ",농서동,"41463",용인시 기흥구,"41460",용인시,0.2364141168,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5764,"2016","41463110  ",서천동,"41463",용인시 기흥구,"41460",용인시,0.4757794977,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5765,"2016","41463111  ",영덕동,"41463",용인시 기흥구,"41460",용인시,0.4156308552,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5766,"2016","41463112  ",언남동,"41463",용인시 기흥구,"41460",용인시,0.4188486134,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5767,"2016","41463113  ",마북동,"41463",용인시 기흥구,"41460",용인시,0.3577871626,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5768,"2016","41500106  ",진리동,"41500",이천시,"41500",이천시,0.4019424290,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5769,"2016","41590370  ",장안면,"41590",화성시,"41590",화성시,0.3837808612,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5770,"2016","41590400  ",양감면,"41590",화성시,"41590",화성시,0.3060531654,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5771,"2016","41463114  ",청덕동,"41463",용인시 기흥구,"41460",용인시,0.3345985159,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5772,"2016","41463115  ",동백동,"41463",용인시 기흥구,"41460",용인시,0.3476721135,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5773,"2016","41463116  ",중동,"41463",용인시 기흥구,"41460",용인시,0.3235407604,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5774,"2016","41463117  ",상하동,"41463",용인시 기흥구,"41460",용인시,0.2841380824,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5775,"2016","41463118  ",보정동,"41463",용인시 기흥구,"41460",용인시,0.4048632891,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5776,"2016","41465101  ",풍덕천동,"41465",용인시 수지구,"41460",용인시,0.5849519713,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5777,"2016","41465105  ",신봉동,"41465",용인시 수지구,"41460",용인시,0.3622912598,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5778,"2016","41465106  ",성복동,"41465",용인시 수지구,"41460",용인시,0.3737522909,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5779,"2016","41465107  ",상현동,"41465",용인시 수지구,"41460",용인시,0.4248305975,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5780,"2016","41480101  ",금촌동,"41480",파주시,"41480",파주시,0.9019966466,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5781,"2016","41480102  ",아동동,"41480",파주시,"41480",파주시,0.8151121214,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5782,"2016","41480104  ",야동동,"41480",파주시,"41480",파주시,0.7620505370,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5783,"2016","41480105  ",검산동,"41480",파주시,"41480",파주시,0.7317902151,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5784,"2016","41480106  ",맥금동,"41480",파주시,"41480",파주시,0.7488514379,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5785,"2016","41480107  ",교하동,"41480",파주시,"41480",파주시,0.7713075662,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5786,"2016","41480108  ",야당동,"41480",파주시,"41480",파주시,0.8003405969,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5787,"2016","41480109  ",다율동,"41480",파주시,"41480",파주시,0.7344698000,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5788,"2016","41480110  ",오도동,"41480",파주시,"41480",파주시,0.7807740642,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5789,"2016","41480111  ",상지석동,"41480",파주시,"41480",파주시,0.7288636601,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5790,"2016","41480112  ",산남동,"41480",파주시,"41480",파주시,0.7114089311,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5791,"2016","41480113  ",동패동,"41480",파주시,"41480",파주시,0.7281531329,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5792,"2016","41480116  ",송촌동,"41480",파주시,"41480",파주시,0.7760369578,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5793,"2016","41480118  ",하지석동,"41480",파주시,"41480",파주시,0.7563022968,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5794,"2016","41480120  ",신촌동,"41480",파주시,"41480",파주시,0.7423001515,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5795,"2016","41480121  ",연다산동,"41480",파주시,"41480",파주시,0.7834174976,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5796,"2016","41480122  ",와동동,"41480",파주시,"41480",파주시,0.6822811358,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5797,"2016","41480123  ",금릉동,"41480",파주시,"41480",파주시,0.7239690724,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5798,"2016","41480250  ",문산읍,"41480",파주시,"41480",파주시,0.9228741925,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5799,"2016","41480253  ",파주읍,"41480",파주시,"41480",파주시,0.8478977507,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5800,"2016","41480256  ",법원읍,"41480",파주시,"41480",파주시,0.8170240376,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5801,"2016","41480262  ",조리읍,"41480",파주시,"41480",파주시,0.7547419355,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5802,"2016","41480310  ",월롱면,"41480",파주시,"41480",파주시,0.7785354130,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5803,"2016","41480320  ",탄현면,"41480",파주시,"41480",파주시,0.7952764585,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5804,"2016","41480350  ",광탄면,"41480",파주시,"41480",파주시,0.7242400430,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5805,"2016","41480360  ",파평면,"41480",파주시,"41480",파주시,0.9072787355,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5806,"2016","41480370  ",적성면,"41480",파주시,"41480",파주시,0.8827718655,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5807,"2016","41480380  ",군내면,"41480",파주시,"41480",파주시,0.8991399232,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5808,"2016","41480390  ",장단면,"41480",파주시,"41480",파주시,0.8699867139,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5809,"2016","41480400  ",진동면,"41480",파주시,"41480",파주시,0.8912873757,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5810,"2016","41480410  ",진서면,"41480",파주시,"41480",파주시,0.8814610948,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5811,"2016","41500101  ",창전동,"41500",이천시,"41500",이천시,0.7832217445,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5812,"2016","41500103  ",중리동,"41500",이천시,"41500",이천시,0.5851426755,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5813,"2016","41550131  ",현수동,"41550",안성시,"41550",안성시,0.3480506241,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5814,"2016","41500104  ",증일동,"41500",이천시,"41500",이천시,0.2752129411,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5815,"2016","41550106  ",동본동,"41550",안성시,"41550",안성시,0.9077636451,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5816,"2016","41500107  ",안흥동,"41500",이천시,"41500",이천시,0.4371063602,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5817,"2016","41550104  ",봉남동,"41550",안성시,"41550",안성시,0.5036251180,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5818,"2016","41500108  ",갈산동,"41500",이천시,"41500",이천시,0.4556915802,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5819,"2016","41500109  ",증포동,"41500",이천시,"41500",이천시,0.5282718339,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5820,"2016","41500110  ",송정동,"41500",이천시,"41500",이천시,0.4349964943,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5821,"2016","41550105  ",구포동,"41550",안성시,"41550",안성시,0.6890812654,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5822,"2016","41500111  ",사음동,"41500",이천시,"41500",이천시,0.3277230658,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
7619,"2019","41192102  ",심곡동,"41192",부천시 원미구,"41190",부천시,0.9972133886,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5823,"2016","41500112  ",단월동,"41500",이천시,"41500",이천시,0.2584399186,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
5824,"2016","41550108  ",옥천동,"41550",안성시,"41550",안성시,0.9356247783,system,2025-05-15 21:14:55.625,system,2025-05-15 21:14:55.625
