"crtr_yr","admdst_se_cd","admdst_cd","admdst_nm","ldsld_dngr_grd1_area","ldsld_dngr_grd2_area","ldsld_dngr_grd3_area","ldsld_dngr_grd4_area","ldsld_dngr_grd5_area","ldsld_dngr_grd1_area_rt","ldsld_dngr_grd2_area_rt","ldsld_dngr_grd3_area_rt","ldsld_dngr_grd4_area_rt","ldsld_dngr_grd5_area_rt","frst_rgtr_id","frst_reg_dt","mdfr_id","mdfcn_dt"
"2023",ADM004,"31023710",금곡동,203500.000000000,611500.000000000,765300.000000000,1163200.000000000,522800.000000000,0.06,0.19,0.23,0.36,0.16,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31023720",구미1동,25100.000000000,129400.000000000,241300.000000000,571400.000000000,646000.000000000,0.02,0.08,0.15,0.35,0.40,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31023740",삼평동,1400.000000000,7700.000000000,21400.000000000,57800.000000000,84300.000000000,0.01,0.04,0.12,0.33,0.49,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31023750",판교동,132000.000000000,356900.000000000,460500.000000000,580100.000000000,405400.000000000,0.07,0.18,0.24,0.30,0.21,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31023760",백현동,13500.000000000,47000.000000000,106000.000000000,88100.000000000,98900.000000000,0.04,0.13,0.30,0.25,0.28,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31030520",의정부2동,83900.000000000,105500.000000000,119600.000000000,151700.000000000,96100.000000000,0.15,0.19,0.21,0.27,0.17,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31030550",호원1동,1135900.000000000,940800.000000000,939800.000000000,721800.000000000,243100.000000000,0.29,0.24,0.24,0.18,0.06,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31030560",장암동,1287600.000000000,1291000.000000000,1683800.000000000,1357300.000000000,575600.000000000,0.21,0.21,0.27,0.22,0.09,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31030570",신곡1동,140800.000000000,190300.000000000,209300.000000000,292700.000000000,162000.000000000,0.14,0.19,0.21,0.29,0.16,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31030580",신곡2동,64700.000000000,101700.000000000,146400.000000000,166200.000000000,114700.000000000,0.11,0.17,0.25,0.28,0.19,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31030590",송산1동,1263600.000000000,1578900.000000000,1836500.000000000,1908900.000000000,2134800.000000000,0.14,0.18,0.21,0.22,0.24,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31030600",자금동,1175400.000000000,1358900.000000000,1979100.000000000,1959700.000000000,1166000.000000000,0.15,0.18,0.26,0.26,0.15,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31030640",녹양동,115600.000000000,222600.000000000,320800.000000000,466800.000000000,288300.000000000,0.08,0.16,0.23,0.33,0.20,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31030650",호원2동,974900.000000000,888000.000000000,760400.000000000,471100.000000000,107500.000000000,0.30,0.28,0.24,0.15,0.03,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31030670",흥선동,990300.000000000,1224400.000000000,1106500.000000000,1169800.000000000,667200.000000000,0.19,0.24,0.21,0.23,0.13,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31030680",가능동,125800.000000000,252000.000000000,242700.000000000,358600.000000000,646400.000000000,0.08,0.16,0.15,0.22,0.40,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31030690",의정부1동,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00,0.00,0.00,0.00,0.00,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31030710",송산3동,410500.000000000,721200.000000000,1129900.000000000,1981900.000000000,1336200.000000000,0.07,0.13,0.20,0.36,0.24,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31041520",안양2동,113000.000000000,86300.000000000,111200.000000000,50500.000000000,53000.000000000,0.27,0.21,0.27,0.12,0.13,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31041600",석수1동,1597600.000000000,1916500.000000000,2459000.000000000,1605300.000000000,580300.000000000,0.20,0.23,0.30,0.20,0.07,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31041610",석수2동,40300.000000000,118400.000000000,161100.000000000,317500.000000000,267700.000000000,0.04,0.13,0.18,0.35,0.30,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31041640",박달2동,246800.000000000,727900.000000000,966800.000000000,1784800.000000000,1981500.000000000,0.04,0.13,0.17,0.31,0.35,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31042530",비산3동,609500.000000000,745000.000000000,1144300.000000000,1004600.000000000,576500.000000000,0.15,0.18,0.28,0.25,0.14,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31240640",동탄4동,59200.000000000,139400.000000000,191100.000000000,218100.000000000,191800.000000000,0.07,0.17,0.24,0.27,0.24,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31240650",동탄5동,578000.000000000,1219800.000000000,1003600.000000000,1044600.000000000,490300.000000000,0.13,0.28,0.23,0.24,0.11,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31270510",포천동,594900.000000000,1023400.000000000,1425100.000000000,1810200.000000000,764200.000000000,0.11,0.18,0.25,0.32,0.14,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31280530",오학동,371800.000000000,650500.000000000,1104400.000000000,1389700.000000000,869700.000000000,0.08,0.15,0.25,0.32,0.20,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31550110",연천읍,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00,0.00,0.00,0.00,0.00,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31042590",평촌동,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00,0.00,0.00,0.00,0.00,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31101520",원신동,100.000000000,600.000000000,1000.000000000,600.000000000,200.000000000,0.04,0.24,0.40,0.24,0.08,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31101540",성사1동,300.000000000,400.000000000,100.000000000,0.000000000,0.000000000,0.38,0.50,0.13,0.00,0.00,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31042620",호계1동,0.000000000,0.000000000,0.000000000,600.000000000,500.000000000,0.00,0.00,0.00,0.55,0.45,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31042630",호계2동,300.000000000,8000.000000000,19400.000000000,67300.000000000,162500.000000000,0.00,0.03,0.08,0.26,0.63,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31042640",호계3동,300.000000000,4000.000000000,10300.000000000,23400.000000000,230700.000000000,0.00,0.01,0.04,0.09,0.86,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31051591",춘의동,42000.000000000,171100.000000000,293400.000000000,347900.000000000,286500.000000000,0.04,0.15,0.26,0.30,0.25,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31051701",상3동,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00,0.00,0.00,0.00,0.00,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31052531",송내1동,5400.000000000,6400.000000000,14300.000000000,43700.000000000,33700.000000000,0.05,0.06,0.14,0.42,0.33,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31140560",초평동,15100.000000000,61200.000000000,166700.000000000,250600.000000000,371500.000000000,0.02,0.07,0.19,0.29,0.43,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31150510",대야동,150600.000000000,270200.000000000,547400.000000000,868300.000000000,845300.000000000,0.06,0.10,0.20,0.32,0.32,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31150520",신천동,34800.000000000,67100.000000000,128500.000000000,188800.000000000,118200.000000000,0.06,0.12,0.24,0.35,0.22,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31150530",신현동,64800.000000000,193200.000000000,441200.000000000,826900.000000000,904600.000000000,0.03,0.08,0.18,0.34,0.37,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31150540",은행동,38400.000000000,132300.000000000,177400.000000000,169000.000000000,265600.000000000,0.05,0.17,0.23,0.22,0.34,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31150550",매화동,117000.000000000,447500.000000000,698600.000000000,936600.000000000,1002400.000000000,0.04,0.14,0.22,0.29,0.31,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31150560",목감동,238600.000000000,1078000.000000000,1665500.000000000,2835500.000000000,1809900.000000000,0.03,0.14,0.22,0.37,0.24,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31150590",과림동,111800.000000000,348000.000000000,459400.000000000,753500.000000000,868900.000000000,0.04,0.14,0.18,0.30,0.34,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31150611",정왕2동,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00,0.00,0.00,0.00,0.00,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31150620",정왕3동,7700.000000000,27300.000000000,55300.000000000,209500.000000000,408300.000000000,0.01,0.04,0.08,0.30,0.58,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31150640",정왕본동,13400.000000000,65800.000000000,189800.000000000,356400.000000000,483200.000000000,0.01,0.06,0.17,0.32,0.44,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31150650",정왕1동,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00,0.00,0.00,0.00,0.00,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31150740",배곧1동,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00,0.00,0.00,0.00,0.00,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31052551",소사본동,64300.000000000,111100.000000000,198300.000000000,232500.000000000,81200.000000000,0.09,0.16,0.29,0.34,0.12,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31160550",산본2동,34600.000000000,108500.000000000,107600.000000000,214000.000000000,73400.000000000,0.06,0.20,0.20,0.40,0.14,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31160560",금정동,1000.000000000,4500.000000000,6900.000000000,8100.000000000,1400.000000000,0.05,0.21,0.32,0.37,0.06,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31011540",파장동,254600.000000000,807600.000000000,1249300.000000000,1387300.000000000,1189400.000000000,0.05,0.17,0.26,0.28,0.24,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31011550",율천동,13600.000000000,50000.000000000,100800.000000000,98600.000000000,161000.000000000,0.03,0.12,0.24,0.23,0.38,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31011560",정자1동,100.000000000,300.000000000,2100.000000000,8000.000000000,8600.000000000,0.01,0.02,0.11,0.42,0.45,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31053541",원종1동,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00,0.00,0.00,0.00,0.00,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31053561",오정동,0.000000000,0.000000000,2300.000000000,12200.000000000,301000.000000000,0.00,0.00,0.01,0.04,0.95,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31011570",정자2동,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00,0.00,0.00,0.00,0.00,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31200360",파평면,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00,0.00,0.00,0.00,0.00,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31200370",적성면,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00,0.00,0.00,0.00,0.00,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31011600",조원1동,15300.000000000,42400.000000000,81400.000000000,108300.000000000,62800.000000000,0.05,0.14,0.26,0.35,0.20,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31011630",조원2동,6200.000000000,31800.000000000,77100.000000000,117700.000000000,187400.000000000,0.01,0.08,0.18,0.28,0.45,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31012600",권선1동,100.000000000,100.000000000,600.000000000,1800.000000000,12100.000000000,0.01,0.01,0.04,0.12,0.82,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31013530",지동,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00,0.00,0.00,0.00,0.00,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31013550",우만2동,100.000000000,1400.000000000,2200.000000000,5900.000000000,57200.000000000,0.00,0.02,0.03,0.09,0.86,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31013670",매교동,1700.000000000,5000.000000000,15600.000000000,22900.000000000,6500.000000000,0.03,0.10,0.30,0.44,0.13,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31013680",매산동,200.000000000,1700.000000000,6500.000000000,20600.000000000,20200.000000000,0.00,0.03,0.13,0.42,0.41,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31013690",고등동,3500.000000000,8900.000000000,23200.000000000,19500.000000000,18200.000000000,0.05,0.12,0.32,0.27,0.25,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31013700",화서1동,3000.000000000,11300.000000000,22600.000000000,20700.000000000,18800.000000000,0.04,0.15,0.30,0.27,0.25,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31013710",화서2동,10500.000000000,22500.000000000,55000.000000000,65400.000000000,35200.000000000,0.06,0.12,0.29,0.35,0.19,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31013720",행궁동,11300.000000000,20200.000000000,26700.000000000,52000.000000000,26600.000000000,0.08,0.15,0.20,0.38,0.19,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31014510",매탄1동,0.000000000,500.000000000,700.000000000,1400.000000000,13500.000000000,0.00,0.03,0.04,0.09,0.84,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31014520",매탄2동,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00,0.00,0.00,0.00,0.00,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31250511",오포1동,360000.000000000,1033500.000000000,1476600.000000000,2625600.000000000,1436600.000000000,0.05,0.15,0.21,0.38,0.21,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31250512",오포2동,432800.000000000,1412100.000000000,1756600.000000000,2354800.000000000,2362400.000000000,0.05,0.17,0.21,0.28,0.28,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31250513",신현동,100600.000000000,406300.000000000,746300.000000000,1585000.000000000,1307900.000000000,0.02,0.10,0.18,0.38,0.32,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31250514",능평동,107500.000000000,404100.000000000,673400.000000000,1334900.000000000,862800.000000000,0.03,0.12,0.20,0.39,0.26,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31250540",경안동,9000.000000000,18700.000000000,42600.000000000,98900.000000000,97100.000000000,0.03,0.07,0.16,0.37,0.36,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31250550",송정동,120000.000000000,478500.000000000,621800.000000000,864500.000000000,527300.000000000,0.05,0.18,0.24,0.33,0.20,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31021520",신흥2동,8400.000000000,23500.000000000,37000.000000000,49500.000000000,77700.000000000,0.04,0.12,0.19,0.25,0.40,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31021530",신흥3동,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00,0.00,0.00,0.00,0.00,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31021610",산성동,7100.000000000,19000.000000000,28300.000000000,25800.000000000,12000.000000000,0.08,0.21,0.31,0.28,0.13,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31021560",태평3동,200.000000000,400.000000000,1400.000000000,900.000000000,500.000000000,0.06,0.12,0.41,0.26,0.15,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31023540",수내2동,300.000000000,6000.000000000,26400.000000000,59700.000000000,152000.000000000,0.00,0.02,0.11,0.24,0.62,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31021540",태평1동,13600.000000000,37600.000000000,70700.000000000,82100.000000000,120800.000000000,0.04,0.12,0.22,0.25,0.37,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31021590",수진2동,3100.000000000,9800.000000000,19900.000000000,14800.000000000,22000.000000000,0.04,0.14,0.29,0.21,0.32,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31180600",초이동,71700.000000000,222500.000000000,372200.000000000,591800.000000000,829900.000000000,0.03,0.11,0.18,0.28,0.40,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31021550",태평2동,1900.000000000,4300.000000000,16100.000000000,9500.000000000,12600.000000000,0.04,0.10,0.36,0.21,0.28,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31021570",태평4동,800.000000000,4700.000000000,19900.000000000,12100.000000000,19100.000000000,0.01,0.08,0.35,0.21,0.34,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31021580",수진1동,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00,0.00,0.00,0.00,0.00,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31021600",단대동,15100.000000000,39000.000000000,45700.000000000,78200.000000000,32700.000000000,0.07,0.19,0.22,0.37,0.16,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31021620",양지동,50300.000000000,140000.000000000,161300.000000000,314700.000000000,88300.000000000,0.07,0.19,0.21,0.42,0.12,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31021660",시흥동,487200.000000000,1234000.000000000,1683200.000000000,2542300.000000000,1611100.000000000,0.06,0.16,0.22,0.34,0.21,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31021670",복정동,70100.000000000,212100.000000000,284100.000000000,322400.000000000,539600.000000000,0.05,0.15,0.20,0.23,0.38,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31021680",위례동,30500.000000000,123300.000000000,157200.000000000,330700.000000000,143800.000000000,0.04,0.16,0.20,0.42,0.18,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31022510",성남동,10500.000000000,20900.000000000,22900.000000000,24800.000000000,16200.000000000,0.11,0.22,0.24,0.26,0.17,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31250360",남종면,2010600.000000000,5911100.000000000,7822700.000000000,12972600.000000000,4714600.000000000,0.06,0.18,0.23,0.39,0.14,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31250380",남한산성면,1910300.000000000,4642400.000000000,6086500.000000000,9541800.000000000,4074300.000000000,0.07,0.18,0.23,0.36,0.16,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31091570",부곡동,110800.000000000,432000.000000000,522500.000000000,663200.000000000,318100.000000000,0.05,0.21,0.26,0.32,0.16,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31091580",월피동,74600.000000000,439100.000000000,677800.000000000,972000.000000000,642700.000000000,0.03,0.16,0.24,0.35,0.23,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31022530",금광1동,700.000000000,5600.000000000,8300.000000000,21000.000000000,13300.000000000,0.01,0.11,0.17,0.43,0.27,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31091710",반월동,173200.000000000,687800.000000000,1210300.000000000,1813100.000000000,1891000.000000000,0.03,0.12,0.21,0.31,0.33,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31091730",안산동,196800.000000000,844900.000000000,1050100.000000000,1570600.000000000,659100.000000000,0.05,0.20,0.24,0.36,0.15,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31091740",이동,21700.000000000,84400.000000000,111000.000000000,69200.000000000,58900.000000000,0.06,0.24,0.32,0.20,0.17,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31091760",사동,25500.000000000,86100.000000000,150000.000000000,151700.000000000,73500.000000000,0.05,0.18,0.31,0.31,0.15,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31091770",사이동,18500.000000000,104300.000000000,201400.000000000,248300.000000000,289700.000000000,0.02,0.12,0.23,0.29,0.34,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31091780",해양동,8700.000000000,30200.000000000,72700.000000000,141000.000000000,201400.000000000,0.02,0.07,0.16,0.31,0.44,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31092590",와동,39100.000000000,181800.000000000,290800.000000000,326700.000000000,281900.000000000,0.03,0.16,0.26,0.29,0.25,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31092660",초지동,87800.000000000,427200.000000000,664400.000000000,939200.000000000,1104200.000000000,0.03,0.13,0.21,0.29,0.34,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31022540",금광2동,7300.000000000,27900.000000000,57200.000000000,156600.000000000,53000.000000000,0.02,0.09,0.19,0.52,0.18,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31092740",고잔동,7100.000000000,21100.000000000,67300.000000000,82800.000000000,97200.000000000,0.03,0.08,0.24,0.30,0.35,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31022550",은행1동,0.000000000,2100.000000000,4300.000000000,13600.000000000,9800.000000000,0.00,0.07,0.14,0.46,0.33,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31092760",원곡동,5400.000000000,17300.000000000,33600.000000000,42200.000000000,40800.000000000,0.04,0.12,0.24,0.30,0.29,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31022590",상대원3동,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00,0.00,0.00,0.00,0.00,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31022620",중앙동,10100.000000000,34600.000000000,30400.000000000,38700.000000000,14600.000000000,0.08,0.27,0.24,0.30,0.11,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31023520",수내3동,6400.000000000,49100.000000000,99600.000000000,243800.000000000,139100.000000000,0.01,0.09,0.19,0.45,0.26,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31023530",수내1동,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00,0.00,0.00,0.00,0.00,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31101660",행신2동,34600.000000000,113300.000000000,148800.000000000,188500.000000000,277800.000000000,0.05,0.15,0.20,0.25,0.36,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31023560",정자3동,34900.000000000,143900.000000000,220900.000000000,403900.000000000,330000.000000000,0.03,0.13,0.19,0.36,0.29,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31023590",서현2동,4700.000000000,15900.000000000,21900.000000000,18100.000000000,10600.000000000,0.07,0.22,0.31,0.25,0.15,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31023600",이매1동,21200.000000000,108500.000000000,188500.000000000,512300.000000000,497800.000000000,0.02,0.08,0.14,0.39,0.37,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31023610",이매2동,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00,0.00,0.00,0.00,0.00,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31060650",하안4동,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00,0.00,0.00,0.00,0.00,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31060660",소하1동,44900.000000000,126800.000000000,144800.000000000,179200.000000000,113200.000000000,0.07,0.21,0.24,0.29,0.19,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31060680",학온동,78900.000000000,397300.000000000,789100.000000000,1379700.000000000,1682100.000000000,0.02,0.09,0.18,0.32,0.39,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31060690",소하2동,108800.000000000,391400.000000000,457400.000000000,603400.000000000,401700.000000000,0.06,0.20,0.23,0.31,0.20,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
"2023",ADM004,"31103580",장항1동,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00,0.00,0.00,0.00,0.00,system,2025-06-11 11:36:59.301,system,2025-06-11 11:36:59.301
