"cmpttn_yr","stdg_cd","stdg_nm","bldg_elpwr_use_cbn_ehqty","bldg_gas_use_cbn_ehqty","bldg_hetng_use_cbn_ehqty","trsp_lv6_cbn_ehqty","sum_ehqty","frst_rgtr_id","frst_reg_dt","mdfr_id","mdfcn_dt"
"2013","41111131  ",이목동,23945.3000000000,8062.4700000000,1488.1400000000,0.0000000000,33495.9100000000,system,2025-06-11 17:18:36.477,system,2025-06-11 17:18:36.477
"2014","41111131  ",이목동,23857.9100000000,8788.2100000000,1664.4900000000,0.0000000000,34310.6100000000,system,2025-06-11 17:18:36.477,system,2025-06-11 17:18:36.477
"2015","41111131  ",이목동,24973.4300000000,9045.4800000000,1763.6500000000,0.0000000000,35782.5600000000,system,2025-06-11 17:18:36.477,system,2025-06-11 17:18:36.477
"2016","41111131  ",이목동,26166.2500000000,8008.4000000000,1783.6400000000,0.0000000000,35958.2900000000,system,2025-06-11 17:18:36.477,system,2025-06-11 17:18:36.477
"2017","41111131  ",이목동,27174.6700000000,8895.0800000000,1871.1400000000,0.0000000000,37940.8900000000,system,2025-06-11 17:18:36.477,system,2025-06-11 17:18:36.477
"2018","41111131  ",이목동,27372.3700000000,8920.5300000000,1944.4700000000,0.0000000000,38237.3700000000,system,2025-06-11 17:18:36.477,system,2025-06-11 17:18:36.477
"2019","41111131  ",이목동,27317.1700000000,9321.2300000000,1817.0500000000,28709.8950000000,67165.3450000000,system,2025-06-11 17:18:36.477,system,2025-06-11 17:18:36.477
"2020","41111131  ",이목동,26895.9700000000,9694.6400000000,1854.0900000000,28421.2350000000,66865.9350000000,system,2025-06-11 17:18:36.477,system,2025-06-11 17:18:36.477
"2021","41111131  ",이목동,28087.4200000000,10212.5500000000,1832.7800000000,31984.0980000000,72116.8480000000,system,2025-06-11 17:18:36.477,system,2025-06-11 17:18:36.477
"2022","41111131  ",이목동,26643.1700000000,0.0000000000,1934.0700000000,31510.9620000000,60088.2020000000,system,2025-06-11 17:18:36.477,system,2025-06-11 17:18:36.477
"2023","41111131  ",이목동,26923.5900000000,0.0000000000,1819.1900000000,32085.4760000000,60828.2560000000,system,2025-06-11 17:18:36.477,system,2025-06-11 17:18:36.477
"2013","41830350  ",서종면,31852.3600000000,283.4800000000,0.0000000000,0.0000000000,32135.8400000000,system,2025-06-11 17:18:36.578,system,2025-06-11 17:18:36.578
"2014","41830350  ",서종면,29117.2600000000,320.6700000000,0.0000000000,0.0000000000,29437.9300000000,system,2025-06-11 17:18:36.578,system,2025-06-11 17:18:36.578
"2015","41830350  ",서종면,29763.2900000000,342.8300000000,0.0000000000,0.0000000000,30106.1200000000,system,2025-06-11 17:18:36.578,system,2025-06-11 17:18:36.578
"2016","41830350  ",서종면,30356.7000000000,372.1200000000,0.0000000000,0.0000000000,30728.8200000000,system,2025-06-11 17:18:36.578,system,2025-06-11 17:18:36.578
"2017","41830350  ",서종면,31005.5600000000,590.7600000000,0.0000000000,0.0000000000,31596.3200000000,system,2025-06-11 17:18:36.578,system,2025-06-11 17:18:36.578
"2018","41830350  ",서종면,32329.6700000000,981.8800000000,0.0000000000,0.0000000000,33311.5500000000,system,2025-06-11 17:18:36.578,system,2025-06-11 17:18:36.578
"2019","41830350  ",서종면,30649.9200000000,1023.8000000000,0.0000000000,39243.9020000000,70917.6220000000,system,2025-06-11 17:18:36.578,system,2025-06-11 17:18:36.578
"2020","41830350  ",서종면,30909.9500000000,989.3300000000,0.0000000000,40910.1540000000,72809.4340000000,system,2025-06-11 17:18:36.578,system,2025-06-11 17:18:36.578
"2021","41830350  ",서종면,31903.8400000000,1140.8800000000,0.0000000000,44296.0420000000,77340.7620000000,system,2025-06-11 17:18:36.578,system,2025-06-11 17:18:36.578
"2022","41830350  ",서종면,32876.1300000000,1245.2700000000,0.0000000000,44283.7520000000,78405.1520000000,system,2025-06-11 17:18:36.578,system,2025-06-11 17:18:36.578
"2023","41830350  ",서종면,33597.1300000000,1252.1300000000,0.0000000000,43345.0420000000,78194.3020000000,system,2025-06-11 17:18:36.578,system,2025-06-11 17:18:36.578
"2013","41111133  ",천천동,62842.6800000000,20500.5800000000,8120.4900000000,0.0000000000,91463.7500000000,system,2025-06-11 17:18:36.771,system,2025-06-11 17:18:36.771
"2014","41111133  ",천천동,62461.8400000000,18484.1300000000,7174.3300000000,0.0000000000,88120.3000000000,system,2025-06-11 17:18:36.771,system,2025-06-11 17:18:36.771
"2015","41111133  ",천천동,65417.8100000000,18276.9300000000,7060.8400000000,0.0000000000,90755.5800000000,system,2025-06-11 17:18:36.771,system,2025-06-11 17:18:36.771
"2016","41111133  ",천천동,68954.0500000000,18602.3800000000,7030.6900000000,0.0000000000,94587.1200000000,system,2025-06-11 17:18:36.771,system,2025-06-11 17:18:36.771
"2017","41111133  ",천천동,69636.5100000000,18439.9000000000,7347.9600000000,0.0000000000,95424.3700000000,system,2025-06-11 17:18:36.771,system,2025-06-11 17:18:36.771
"2018","41111133  ",천천동,73016.7400000000,18775.9500000000,7544.1600000000,0.0000000000,99336.8500000000,system,2025-06-11 17:18:36.771,system,2025-06-11 17:18:36.771
"2019","41111133  ",천천동,70944.4300000000,17245.3800000000,7068.5200000000,18797.0860000000,114055.4160000000,system,2025-06-11 17:18:36.771,system,2025-06-11 17:18:36.771
"2020","41111133  ",천천동,70038.1800000000,15169.3600000000,7150.2200000000,15704.5440000000,108062.3040000000,system,2025-06-11 17:18:36.771,system,2025-06-11 17:18:36.771
"2021","41111133  ",천천동,73799.7600000000,15644.2000000000,7088.5100000000,16531.7930000000,113064.2630000000,system,2025-06-11 17:18:36.771,system,2025-06-11 17:18:36.771
"2022","41111133  ",천천동,76666.3600000000,0.0000000000,7332.9400000000,16755.8260000000,100755.1260000000,system,2025-06-11 17:18:36.771,system,2025-06-11 17:18:36.771
"2023","41111133  ",천천동,83926.2300000000,0.0000000000,6893.4900000000,16453.6250000000,107273.3450000000,system,2025-06-11 17:18:36.771,system,2025-06-11 17:18:36.771
"2013","41111132  ",율전동,35128.9600000000,27650.2600000000,0.0000000000,0.0000000000,62779.2200000000,system,2025-06-11 17:18:36.841,system,2025-06-11 17:18:36.841
"2014","41111132  ",율전동,34057.4500000000,23967.8900000000,0.0000000000,0.0000000000,58025.3400000000,system,2025-06-11 17:18:36.841,system,2025-06-11 17:18:36.841
"2015","41111132  ",율전동,34353.8100000000,24815.3600000000,0.0000000000,0.0000000000,59169.1700000000,system,2025-06-11 17:18:36.841,system,2025-06-11 17:18:36.841
"2016","41111132  ",율전동,35510.5800000000,25728.5300000000,0.0000000000,0.0000000000,61239.1100000000,system,2025-06-11 17:18:36.841,system,2025-06-11 17:18:36.841
"2017","41111132  ",율전동,35996.7400000000,26212.7000000000,0.0000000000,0.0000000000,62209.4400000000,system,2025-06-11 17:18:36.841,system,2025-06-11 17:18:36.841
"2018","41111132  ",율전동,38341.7900000000,29482.6400000000,0.0000000000,0.0000000000,67824.4300000000,system,2025-06-11 17:18:36.841,system,2025-06-11 17:18:36.841
"2019","41111132  ",율전동,37915.7600000000,28000.1400000000,0.0000000000,28621.9150000000,94537.8150000000,system,2025-06-11 17:18:36.841,system,2025-06-11 17:18:36.841
"2020","41111132  ",율전동,36684.5500000000,27661.1600000000,0.0000000000,24681.1240000000,89026.8340000000,system,2025-06-11 17:18:36.841,system,2025-06-11 17:18:36.841
"2021","41111132  ",율전동,37832.2100000000,27677.2000000000,0.0000000000,26939.1240000000,92448.5340000000,system,2025-06-11 17:18:36.841,system,2025-06-11 17:18:36.841
"2022","41111132  ",율전동,38739.4800000000,0.0000000000,0.0000000000,26923.4670000000,65662.9470000000,system,2025-06-11 17:18:36.841,system,2025-06-11 17:18:36.841
"2023","41111132  ",율전동,40914.2900000000,0.0000000000,0.0000000000,26316.1610000000,67230.4510000000,system,2025-06-11 17:18:36.841,system,2025-06-11 17:18:36.841
"2013","41111136  ",조원동,64294.0700000000,29142.5700000000,9424.7500000000,0.0000000000,102861.3900000000,system,2025-06-11 17:18:36.909,system,2025-06-11 17:18:36.909
"2014","41111136  ",조원동,62347.8800000000,25957.6500000000,8410.5000000000,0.0000000000,96716.0300000000,system,2025-06-11 17:18:36.909,system,2025-06-11 17:18:36.909
"2015","41111136  ",조원동,62546.3100000000,26430.1700000000,8023.6900000000,0.0000000000,97000.1700000000,system,2025-06-11 17:18:36.909,system,2025-06-11 17:18:36.909
"2016","41111136  ",조원동,63875.1100000000,26464.4000000000,8344.3800000000,0.0000000000,98683.8900000000,system,2025-06-11 17:18:36.909,system,2025-06-11 17:18:36.909
"2017","41111136  ",조원동,63414.8400000000,26944.2600000000,8647.1800000000,0.0000000000,99006.2800000000,system,2025-06-11 17:18:36.909,system,2025-06-11 17:18:36.909
"2018","41111136  ",조원동,64951.8400000000,28693.1600000000,8671.2900000000,0.0000000000,102316.2900000000,system,2025-06-11 17:18:36.909,system,2025-06-11 17:18:36.909
"2019","41111136  ",조원동,63336.4800000000,27685.1900000000,8098.7300000000,33516.4430000000,132636.8430000000,system,2025-06-11 17:18:36.909,system,2025-06-11 17:18:36.909
"2020","41111136  ",조원동,61803.0800000000,26399.4900000000,8199.7900000000,29871.4150000000,126273.7750000000,system,2025-06-11 17:18:36.909,system,2025-06-11 17:18:36.909
"2021","41111136  ",조원동,62547.9700000000,26324.2200000000,8084.4300000000,32574.3270000000,129530.9470000000,system,2025-06-11 17:18:36.909,system,2025-06-11 17:18:36.909
"2022","41111136  ",조원동,63200.6300000000,0.0000000000,8563.0800000000,33232.3090000000,104996.0190000000,system,2025-06-11 17:18:36.909,system,2025-06-11 17:18:36.909
"2023","41111136  ",조원동,65261.5000000000,0.0000000000,7957.3400000000,33432.8900000000,106651.7300000000,system,2025-06-11 17:18:36.909,system,2025-06-11 17:18:36.909
"2013","41115131  ",장안동,1582.3700000000,1327.0200000000,0.0000000000,0.0000000000,2909.3900000000,system,2025-06-11 17:18:36.985,system,2025-06-11 17:18:36.985
"2014","41115131  ",장안동,1482.8500000000,1158.7100000000,0.0000000000,0.0000000000,2641.5600000000,system,2025-06-11 17:18:36.985,system,2025-06-11 17:18:36.985
"2015","41115131  ",장안동,1644.6900000000,1162.7200000000,0.0000000000,0.0000000000,2807.4100000000,system,2025-06-11 17:18:36.985,system,2025-06-11 17:18:36.985
"2016","41115131  ",장안동,1817.7400000000,1168.4000000000,0.0000000000,0.0000000000,2986.1400000000,system,2025-06-11 17:18:36.985,system,2025-06-11 17:18:36.985
"2017","41115131  ",장안동,1814.0900000000,1194.4600000000,0.0000000000,0.0000000000,3008.5500000000,system,2025-06-11 17:18:36.985,system,2025-06-11 17:18:36.985
"2018","41115131  ",장안동,1934.3600000000,1250.1000000000,0.0000000000,0.0000000000,3184.4600000000,system,2025-06-11 17:18:36.985,system,2025-06-11 17:18:36.985
"2019","41115131  ",장안동,1981.1300000000,1064.1500000000,0.0000000000,1217.8950000000,4263.1750000000,system,2025-06-11 17:18:36.985,system,2025-06-11 17:18:36.985
"2020","41115131  ",장안동,2066.3800000000,1109.3900000000,0.0000000000,906.9760000000,4082.7460000000,system,2025-06-11 17:18:36.985,system,2025-06-11 17:18:36.985
"2021","41115131  ",장안동,2320.8900000000,1169.6500000000,0.0000000000,846.3280000000,4336.8680000000,system,2025-06-11 17:18:36.985,system,2025-06-11 17:18:36.985
"2022","41115131  ",장안동,2674.0000000000,0.0000000000,0.0000000000,857.4460000000,3531.4460000000,system,2025-06-11 17:18:36.985,system,2025-06-11 17:18:36.985
"2023","41115131  ",장안동,3154.4100000000,0.0000000000,0.0000000000,740.5190000000,3894.9290000000,system,2025-06-11 17:18:36.985,system,2025-06-11 17:18:36.985
"2013","41115127  ",남수동,3642.0600000000,1794.5000000000,0.0000000000,0.0000000000,5436.5600000000,system,2025-06-11 17:18:37.043,system,2025-06-11 17:18:37.043
"2014","41115127  ",남수동,3640.6100000000,1651.9800000000,0.0000000000,0.0000000000,5292.5900000000,system,2025-06-11 17:18:37.043,system,2025-06-11 17:18:37.043
"2015","41115127  ",남수동,3693.8000000000,1764.2800000000,0.0000000000,0.0000000000,5458.0800000000,system,2025-06-11 17:18:37.043,system,2025-06-11 17:18:37.043
"2016","41115127  ",남수동,3604.7600000000,1791.5900000000,0.0000000000,0.0000000000,5396.3500000000,system,2025-06-11 17:18:37.043,system,2025-06-11 17:18:37.043
"2017","41115127  ",남수동,3522.3700000000,1805.6900000000,0.0000000000,0.0000000000,5328.0600000000,system,2025-06-11 17:18:37.043,system,2025-06-11 17:18:37.043
"2018","41115127  ",남수동,3549.9900000000,1959.9800000000,0.0000000000,0.0000000000,5509.9700000000,system,2025-06-11 17:18:37.043,system,2025-06-11 17:18:37.043
"2019","41115127  ",남수동,3488.0400000000,1859.3400000000,0.0000000000,2026.9110000000,7374.2910000000,system,2025-06-11 17:18:37.043,system,2025-06-11 17:18:37.043
"2020","41115127  ",남수동,3365.1300000000,1903.4700000000,0.0000000000,1359.2090000000,6627.8090000000,system,2025-06-11 17:18:37.043,system,2025-06-11 17:18:37.043
"2021","41115127  ",남수동,3393.8200000000,1887.5200000000,0.0000000000,1830.4820000000,7111.8220000000,system,2025-06-11 17:18:37.043,system,2025-06-11 17:18:37.043
"2022","41115127  ",남수동,3485.2700000000,0.0000000000,0.0000000000,1854.1640000000,5339.4340000000,system,2025-06-11 17:18:37.043,system,2025-06-11 17:18:37.043
"2023","41115127  ",남수동,3824.7000000000,0.0000000000,0.0000000000,1944.9390000000,5769.6390000000,system,2025-06-11 17:18:37.043,system,2025-06-11 17:18:37.043
"2013","41115134  ",매산로1가,36665.8300000000,8082.9200000000,0.0000000000,0.0000000000,44748.7500000000,system,2025-06-11 17:18:37.101,system,2025-06-11 17:18:37.101
"2014","41115134  ",매산로1가,38457.0200000000,7686.2000000000,0.0000000000,0.0000000000,46143.2200000000,system,2025-06-11 17:18:37.101,system,2025-06-11 17:18:37.101
"2015","41115134  ",매산로1가,40281.1700000000,9426.0300000000,0.0000000000,0.0000000000,49707.2000000000,system,2025-06-11 17:18:37.101,system,2025-06-11 17:18:37.101
"2016","41115134  ",매산로1가,40097.3900000000,9799.0700000000,0.0000000000,0.0000000000,49896.4600000000,system,2025-06-11 17:18:37.101,system,2025-06-11 17:18:37.101
"2017","41115134  ",매산로1가,39546.2700000000,9582.9200000000,0.0000000000,0.0000000000,49129.1900000000,system,2025-06-11 17:18:37.101,system,2025-06-11 17:18:37.101
"2018","41115134  ",매산로1가,40257.1900000000,9462.7600000000,0.0000000000,0.0000000000,49719.9500000000,system,2025-06-11 17:18:37.101,system,2025-06-11 17:18:37.101
"2019","41115134  ",매산로1가,39648.5000000000,8651.6200000000,0.0000000000,9350.9610000000,57651.0810000000,system,2025-06-11 17:18:37.101,system,2025-06-11 17:18:37.101
"2020","41115134  ",매산로1가,37486.8900000000,6945.2200000000,0.0000000000,6978.8690000000,51410.9790000000,system,2025-06-11 17:18:37.101,system,2025-06-11 17:18:37.101
"2021","41115134  ",매산로1가,38567.0700000000,7331.3000000000,0.0000000000,6891.5030000000,52789.8730000000,system,2025-06-11 17:18:37.101,system,2025-06-11 17:18:37.101
"2022","41115134  ",매산로1가,37891.2000000000,0.0000000000,0.0000000000,6730.3510000000,44621.5510000000,system,2025-06-11 17:18:37.101,system,2025-06-11 17:18:37.101
"2023","41115134  ",매산로1가,40564.0400000000,0.0000000000,0.0000000000,6849.2930000000,47413.3330000000,system,2025-06-11 17:18:37.101,system,2025-06-11 17:18:37.101
"2013","41113126  ",세류동,56979.0700000000,46655.4900000000,0.0000000000,0.0000000000,103634.5600000000,system,2025-06-11 17:18:37.156,system,2025-06-11 17:18:37.156
"2014","41113126  ",세류동,55752.4300000000,40732.4300000000,0.0000000000,0.0000000000,96484.8600000000,system,2025-06-11 17:18:37.156,system,2025-06-11 17:18:37.156
"2015","41113126  ",세류동,57255.3900000000,42112.6600000000,571.4900000000,0.0000000000,99939.5400000000,system,2025-06-11 17:18:37.156,system,2025-06-11 17:18:37.156
"2016","41113126  ",세류동,62023.3400000000,44965.2700000000,1659.5500000000,0.0000000000,108648.1600000000,system,2025-06-11 17:18:37.156,system,2025-06-11 17:18:37.156
"2017","41113126  ",세류동,63393.6600000000,46334.5400000000,1765.5400000000,0.0000000000,111493.7400000000,system,2025-06-11 17:18:37.156,system,2025-06-11 17:18:37.156
"2018","41113126  ",세류동,66566.2900000000,49865.0000000000,1857.5900000000,0.0000000000,118288.8800000000,system,2025-06-11 17:18:37.156,system,2025-06-11 17:18:37.156
"2019","41113126  ",세류동,65128.4800000000,47117.9600000000,1743.2600000000,46269.6930000000,160259.3930000000,system,2025-06-11 17:18:37.156,system,2025-06-11 17:18:37.156
"2020","41113126  ",세류동,64186.0400000000,46860.5100000000,1785.6500000000,41649.4000000000,154481.6000000000,system,2025-06-11 17:18:37.156,system,2025-06-11 17:18:37.156
"2021","41113126  ",세류동,66591.7800000000,46608.8200000000,1781.3000000000,43162.7800000000,158144.6800000000,system,2025-06-11 17:18:37.156,system,2025-06-11 17:18:37.156
"2022","41113126  ",세류동,67918.0000000000,0.0000000000,1048.5300000000,43052.9620000000,112019.4920000000,system,2025-06-11 17:18:37.156,system,2025-06-11 17:18:37.156
"2023","41113126  ",세류동,72584.7700000000,0.0000000000,603.8600000000,41740.9860000000,114929.6160000000,system,2025-06-11 17:18:37.156,system,2025-06-11 17:18:37.156
"2013","41111138  ",상광교동,1528.9700000000,0.0000000000,0.0000000000,0.0000000000,1528.9700000000,system,2025-06-11 17:18:37.246,system,2025-06-11 17:18:37.246
"2014","41111138  ",상광교동,1421.2300000000,0.0000000000,0.0000000000,0.0000000000,1421.2300000000,system,2025-06-11 17:18:37.246,system,2025-06-11 17:18:37.246
"2015","41111138  ",상광교동,1425.3000000000,0.0000000000,0.0000000000,0.0000000000,1425.3000000000,system,2025-06-11 17:18:37.246,system,2025-06-11 17:18:37.246
"2016","41111138  ",상광교동,1411.8400000000,0.0000000000,0.0000000000,0.0000000000,1411.8400000000,system,2025-06-11 17:18:37.246,system,2025-06-11 17:18:37.246
"2017","41111138  ",상광교동,1441.4500000000,0.0000000000,0.0000000000,0.0000000000,1441.4500000000,system,2025-06-11 17:18:37.246,system,2025-06-11 17:18:37.246
"2018","41111138  ",상광교동,1485.5900000000,0.0000000000,0.0000000000,0.0000000000,1485.5900000000,system,2025-06-11 17:18:37.246,system,2025-06-11 17:18:37.246
"2019","41111138  ",상광교동,1469.0600000000,0.0000000000,0.0000000000,632.1080000000,2101.1680000000,system,2025-06-11 17:18:37.246,system,2025-06-11 17:18:37.246
"2020","41111138  ",상광교동,1421.3700000000,0.0000000000,0.0000000000,632.2570000000,2053.6270000000,system,2025-06-11 17:18:37.246,system,2025-06-11 17:18:37.246
"2021","41111138  ",상광교동,1437.1000000000,0.0000000000,0.0000000000,596.9560000000,2034.0560000000,system,2025-06-11 17:18:37.246,system,2025-06-11 17:18:37.246
"2022","41111138  ",상광교동,1378.2800000000,0.0000000000,0.0000000000,550.9350000000,1929.2150000000,system,2025-06-11 17:18:37.246,system,2025-06-11 17:18:37.246
"2023","41111138  ",상광교동,1253.3300000000,0.0000000000,0.0000000000,515.9910000000,1769.3210000000,system,2025-06-11 17:18:37.246,system,2025-06-11 17:18:37.246
"2013","41115130  ",신풍동,2992.9200000000,2390.4100000000,0.0000000000,0.0000000000,5383.3300000000,system,2025-06-11 17:18:37.291,system,2025-06-11 17:18:37.291
"2014","41115130  ",신풍동,2897.8700000000,2004.3200000000,0.0000000000,0.0000000000,4902.1900000000,system,2025-06-11 17:18:37.291,system,2025-06-11 17:18:37.291
"2015","41115130  ",신풍동,3214.9500000000,1923.6500000000,0.0000000000,0.0000000000,5138.6000000000,system,2025-06-11 17:18:37.291,system,2025-06-11 17:18:37.291
"2016","41115130  ",신풍동,3564.3200000000,2026.8300000000,0.0000000000,0.0000000000,5591.1500000000,system,2025-06-11 17:18:37.291,system,2025-06-11 17:18:37.291
"2017","41115130  ",신풍동,3428.1400000000,2097.8700000000,0.0000000000,0.0000000000,5526.0100000000,system,2025-06-11 17:18:37.291,system,2025-06-11 17:18:37.291
"2018","41115130  ",신풍동,3410.3600000000,2298.3400000000,0.0000000000,0.0000000000,5708.7000000000,system,2025-06-11 17:18:37.291,system,2025-06-11 17:18:37.291
"2019","41115130  ",신풍동,3374.1700000000,1972.3000000000,0.0000000000,1214.7640000000,6561.2340000000,system,2025-06-11 17:18:37.291,system,2025-06-11 17:18:37.291
"2020","41115130  ",신풍동,3162.6100000000,1953.0900000000,0.0000000000,873.3750000000,5989.0750000000,system,2025-06-11 17:18:37.291,system,2025-06-11 17:18:37.291
"2021","41115130  ",신풍동,3410.5100000000,2042.6900000000,0.0000000000,896.4430000000,6349.6430000000,system,2025-06-11 17:18:37.291,system,2025-06-11 17:18:37.291
"2022","41115130  ",신풍동,3556.1200000000,0.0000000000,0.0000000000,933.6190000000,4489.7390000000,system,2025-06-11 17:18:37.291,system,2025-06-11 17:18:37.291
"2023","41115130  ",신풍동,3882.9600000000,0.0000000000,0.0000000000,807.6170000000,4690.5770000000,system,2025-06-11 17:18:37.291,system,2025-06-11 17:18:37.291
"2013","41113128  ",고색동,81211.5000000000,20308.0400000000,0.0000000000,0.0000000000,101519.5400000000,system,2025-06-11 17:18:37.336,system,2025-06-11 17:18:37.336
"2014","41113128  ",고색동,88701.2900000000,18337.7400000000,31.8600000000,0.0000000000,107070.8900000000,system,2025-06-11 17:18:37.336,system,2025-06-11 17:18:37.336
"2015","41113128  ",고색동,98893.2900000000,18534.0400000000,128.9800000000,0.0000000000,117556.3100000000,system,2025-06-11 17:18:37.336,system,2025-06-11 17:18:37.336
"2016","41113128  ",고색동,113759.6700000000,19267.8700000000,125.1600000000,0.0000000000,133152.7000000000,system,2025-06-11 17:18:37.336,system,2025-06-11 17:18:37.336
"2017","41113128  ",고색동,132707.6900000000,22938.0400000000,103.4100000000,0.0000000000,155749.1400000000,system,2025-06-11 17:18:37.336,system,2025-06-11 17:18:37.336
"2018","41113128  ",고색동,138000.7000000000,24152.4400000000,155.8700000000,0.0000000000,162309.0100000000,system,2025-06-11 17:18:37.336,system,2025-06-11 17:18:37.336
"2019","41113128  ",고색동,132279.5300000000,23512.0400000000,166.1200000000,48909.0990000000,204866.7890000000,system,2025-06-11 17:18:37.336,system,2025-06-11 17:18:37.336
"2020","41113128  ",고색동,133641.9400000000,22518.8000000000,64.0400000000,41430.7390000000,197655.5190000000,system,2025-06-11 17:18:37.336,system,2025-06-11 17:18:37.336
"2021","41113128  ",고색동,143037.9000000000,24393.5900000000,77.4400000000,41864.1090000000,209373.0390000000,system,2025-06-11 17:18:37.336,system,2025-06-11 17:18:37.336
"2022","41113128  ",고색동,157632.2200000000,0.0000000000,0.0000000000,41931.9070000000,199564.1270000000,system,2025-06-11 17:18:37.336,system,2025-06-11 17:18:37.336
"2023","41113128  ",고색동,157635.8400000000,0.0000000000,0.0000000000,40573.8000000000,198209.6400000000,system,2025-06-11 17:18:37.336,system,2025-06-11 17:18:37.336
"2013","41113129  ",오목천동,21685.3400000000,10681.6100000000,0.0000000000,0.0000000000,32366.9500000000,system,2025-06-11 17:18:37.413,system,2025-06-11 17:18:37.413
"2014","41113129  ",오목천동,21093.3200000000,9416.1800000000,0.0000000000,0.0000000000,30509.5000000000,system,2025-06-11 17:18:37.413,system,2025-06-11 17:18:37.413
"2015","41113129  ",오목천동,20641.1000000000,9460.5300000000,86.9500000000,0.0000000000,30188.5800000000,system,2025-06-11 17:18:37.413,system,2025-06-11 17:18:37.413
"2016","41113129  ",오목천동,22203.7600000000,10167.6900000000,666.1200000000,0.0000000000,33037.5700000000,system,2025-06-11 17:18:37.413,system,2025-06-11 17:18:37.413
"2017","41113129  ",오목천동,23504.4900000000,10755.3000000000,1104.5500000000,0.0000000000,35364.3400000000,system,2025-06-11 17:18:37.413,system,2025-06-11 17:18:37.413
"2018","41113129  ",오목천동,28752.9200000000,11669.8300000000,2318.6400000000,0.0000000000,42741.3900000000,system,2025-06-11 17:18:37.413,system,2025-06-11 17:18:37.413
"2019","41113129  ",오목천동,29090.2500000000,11413.3900000000,2490.8100000000,26552.7570000000,69547.2070000000,system,2025-06-11 17:18:37.413,system,2025-06-11 17:18:37.413
"2020","41113129  ",오목천동,29260.6100000000,11194.2500000000,2568.6500000000,23961.9540000000,66985.4640000000,system,2025-06-11 17:18:37.413,system,2025-06-11 17:18:37.413
"2021","41113129  ",오목천동,31190.3000000000,11340.1100000000,2607.4200000000,24713.1800000000,69851.0100000000,system,2025-06-11 17:18:37.413,system,2025-06-11 17:18:37.413
"2022","41113129  ",오목천동,31826.0100000000,0.0000000000,0.0000000000,24834.8780000000,56660.8880000000,system,2025-06-11 17:18:37.413,system,2025-06-11 17:18:37.413
"2023","41113129  ",오목천동,33933.3900000000,0.0000000000,0.0000000000,24411.5850000000,58344.9750000000,system,2025-06-11 17:18:37.413,system,2025-06-11 17:18:37.413
"2013","41115122  ",팔달로3가,3812.2800000000,455.2300000000,0.0000000000,0.0000000000,4267.5100000000,system,2025-06-11 17:18:37.482,system,2025-06-11 17:18:37.482
"2014","41115122  ",팔달로3가,3759.0500000000,410.6500000000,0.0000000000,0.0000000000,4169.7000000000,system,2025-06-11 17:18:37.482,system,2025-06-11 17:18:37.482
"2015","41115122  ",팔달로3가,3525.5900000000,413.2500000000,0.0000000000,0.0000000000,3938.8400000000,system,2025-06-11 17:18:37.482,system,2025-06-11 17:18:37.482
"2016","41115122  ",팔달로3가,3494.1000000000,419.7100000000,0.0000000000,0.0000000000,3913.8100000000,system,2025-06-11 17:18:37.482,system,2025-06-11 17:18:37.482
"2017","41115122  ",팔달로3가,3667.1400000000,434.7400000000,0.0000000000,0.0000000000,4101.8800000000,system,2025-06-11 17:18:37.482,system,2025-06-11 17:18:37.482
"2018","41115122  ",팔달로3가,3430.2200000000,494.3300000000,0.0000000000,0.0000000000,3924.5500000000,system,2025-06-11 17:18:37.482,system,2025-06-11 17:18:37.482
"2019","41115122  ",팔달로3가,3140.8700000000,435.6600000000,0.0000000000,1608.6680000000,5185.1980000000,system,2025-06-11 17:18:37.482,system,2025-06-11 17:18:37.482
"2020","41115122  ",팔달로3가,2741.3800000000,438.3800000000,0.0000000000,1052.6960000000,4232.4560000000,system,2025-06-11 17:18:37.482,system,2025-06-11 17:18:37.482
"2021","41115122  ",팔달로3가,2827.5300000000,465.7000000000,0.0000000000,1043.8390000000,4337.0690000000,system,2025-06-11 17:18:37.482,system,2025-06-11 17:18:37.482
"2022","41115122  ",팔달로3가,2924.7000000000,0.0000000000,0.0000000000,1074.5530000000,3999.2530000000,system,2025-06-11 17:18:37.482,system,2025-06-11 17:18:37.482
"2023","41115122  ",팔달로3가,2987.9500000000,0.0000000000,0.0000000000,1044.2400000000,4032.1900000000,system,2025-06-11 17:18:37.482,system,2025-06-11 17:18:37.482
"2013","41113131  ",서둔동,26376.5800000000,32258.3800000000,0.0000000000,0.0000000000,58634.9600000000,system,2025-06-11 17:18:37.528,system,2025-06-11 17:18:37.528
"2014","41113131  ",서둔동,25398.7200000000,34371.3400000000,0.0000000000,0.0000000000,59770.0600000000,system,2025-06-11 17:18:37.528,system,2025-06-11 17:18:37.528
"2015","41113131  ",서둔동,23374.6300000000,36037.4100000000,0.0000000000,0.0000000000,59412.0400000000,system,2025-06-11 17:18:37.528,system,2025-06-11 17:18:37.528
"2016","41113131  ",서둔동,24552.9200000000,33320.3900000000,0.0000000000,0.0000000000,57873.3100000000,system,2025-06-11 17:18:37.528,system,2025-06-11 17:18:37.528
"2017","41113131  ",서둔동,25157.6900000000,34775.8900000000,0.0000000000,0.0000000000,59933.5800000000,system,2025-06-11 17:18:37.528,system,2025-06-11 17:18:37.528
