"cmpttn_yr","stdg_cd","stdg_nm","bldg_elpwr_use_cbn_ehqty","bldg_gas_use_cbn_ehqty","bldg_hetng_use_cbn_ehqty","trsp_lv6_cbn_ehqty","sum_ehqty","frst_rgtr_id","frst_reg_dt","mdfr_id","mdfcn_dt"
"2019","41117106  ",신동,19294.9800000000,9489.8700000000,1227.0900000000,11052.5010000000,41064.4410000000,system,2025-06-11 17:18:38.538,system,2025-06-11 17:18:38.538
"2020","41117106  ",신동,17829.7000000000,7401.3100000000,1243.4600000000,10254.1330000000,36728.6030000000,system,2025-06-11 17:18:38.538,system,2025-06-11 17:18:38.538
"2021","41117106  ",신동,19102.7800000000,7762.9300000000,1225.0400000000,10816.3910000000,38907.1410000000,system,2025-06-11 17:18:38.538,system,2025-06-11 17:18:38.538
"2022","41117106  ",신동,19860.5100000000,0.0000000000,1256.7600000000,10879.0040000000,31996.2740000000,system,2025-06-11 17:18:38.538,system,2025-06-11 17:18:38.538
"2023","41117106  ",신동,20973.9900000000,0.0000000000,1186.8900000000,10689.3080000000,32850.1880000000,system,2025-06-11 17:18:38.538,system,2025-06-11 17:18:38.538
"2013","41131102  ",태평동,73471.5100000000,68028.0300000000,0.0000000000,0.0000000000,141499.5400000000,system,2025-06-11 17:18:38.596,system,2025-06-11 17:18:38.596
"2014","41131102  ",태평동,69836.9900000000,58321.2800000000,0.0000000000,0.0000000000,128158.2700000000,system,2025-06-11 17:18:38.596,system,2025-06-11 17:18:38.596
"2015","41131102  ",태평동,69791.8400000000,58778.1400000000,0.0000000000,0.0000000000,128569.9800000000,system,2025-06-11 17:18:38.596,system,2025-06-11 17:18:38.596
"2016","41131102  ",태평동,70799.9100000000,59310.9000000000,0.0000000000,0.0000000000,130110.8100000000,system,2025-06-11 17:18:38.596,system,2025-06-11 17:18:38.596
"2017","41131102  ",태평동,69992.8400000000,61374.0300000000,0.0000000000,0.0000000000,131366.8700000000,system,2025-06-11 17:18:38.596,system,2025-06-11 17:18:38.596
"2018","41131102  ",태평동,71676.4400000000,65835.5800000000,0.0000000000,0.0000000000,137512.0200000000,system,2025-06-11 17:18:38.596,system,2025-06-11 17:18:38.596
"2019","41131102  ",태평동,71532.9800000000,62819.6800000000,0.0000000000,40607.8640000000,174960.5240000000,system,2025-06-11 17:18:38.596,system,2025-06-11 17:18:38.596
"2020","41131102  ",태평동,73136.1000000000,63213.0700000000,0.0000000000,39685.5040000000,176034.6740000000,system,2025-06-11 17:18:38.596,system,2025-06-11 17:18:38.596
"2021","41131102  ",태평동,76540.8900000000,65243.0100000000,0.0000000000,40242.0640000000,182025.9640000000,system,2025-06-11 17:18:38.596,system,2025-06-11 17:18:38.596
"2022","41131102  ",태평동,76464.7200000000,65707.3800000000,0.0000000000,39331.9750000000,181504.0750000000,system,2025-06-11 17:18:38.596,system,2025-06-11 17:18:38.596
"2023","41131102  ",태평동,80067.0100000000,66216.9800000000,0.0000000000,37933.9580000000,184217.9480000000,system,2025-06-11 17:18:38.596,system,2025-06-11 17:18:38.596
"2013","41113133  ",탑동,32262.9700000000,19299.4400000000,858.3600000000,0.0000000000,52420.7700000000,system,2025-06-11 17:18:38.680,system,2025-06-11 17:18:38.680
"2014","41113133  ",탑동,31345.5500000000,17795.4800000000,773.3800000000,0.0000000000,49914.4100000000,system,2025-06-11 17:18:38.680,system,2025-06-11 17:18:38.680
"2015","41113133  ",탑동,30527.1000000000,17790.9100000000,779.1400000000,0.0000000000,49097.1500000000,system,2025-06-11 17:18:38.680,system,2025-06-11 17:18:38.680
"2016","41113133  ",탑동,30861.3800000000,18281.5000000000,798.5900000000,0.0000000000,49941.4700000000,system,2025-06-11 17:18:38.680,system,2025-06-11 17:18:38.680
"2017","41113133  ",탑동,30426.7600000000,19438.9600000000,834.4200000000,0.0000000000,50700.1400000000,system,2025-06-11 17:18:38.680,system,2025-06-11 17:18:38.680
"2018","41113133  ",탑동,31350.2800000000,20460.3400000000,864.3600000000,0.0000000000,52674.9800000000,system,2025-06-11 17:18:38.680,system,2025-06-11 17:18:38.680
"2019","41113133  ",탑동,30577.1100000000,19407.8000000000,804.3700000000,22960.6340000000,73749.9140000000,system,2025-06-11 17:18:38.680,system,2025-06-11 17:18:38.680
"2020","41113133  ",탑동,29847.1400000000,19223.8900000000,808.8300000000,16101.1030000000,65980.9630000000,system,2025-06-11 17:18:38.680,system,2025-06-11 17:18:38.680
"2021","41113133  ",탑동,30234.6000000000,18954.0500000000,807.9500000000,16043.0600000000,66039.6600000000,system,2025-06-11 17:18:38.680,system,2025-06-11 17:18:38.680
"2022","41113133  ",탑동,31090.8900000000,0.0000000000,813.8300000000,16681.4690000000,48586.1890000000,system,2025-06-11 17:18:38.680,system,2025-06-11 17:18:38.680
"2023","41113133  ",탑동,33059.0800000000,0.0000000000,826.8100000000,16170.8640000000,50056.7540000000,system,2025-06-11 17:18:38.680,system,2025-06-11 17:18:38.680
"2013","41113136  ",곡반정동,24002.4800000000,28622.9700000000,1427.2100000000,0.0000000000,54052.6600000000,system,2025-06-11 17:18:38.757,system,2025-06-11 17:18:38.757
"2014","41113136  ",곡반정동,23255.4700000000,26194.0500000000,1262.8100000000,0.0000000000,50712.3300000000,system,2025-06-11 17:18:38.757,system,2025-06-11 17:18:38.757
"2015","41113136  ",곡반정동,23682.3100000000,34673.5000000000,1207.1600000000,0.0000000000,59562.9700000000,system,2025-06-11 17:18:38.757,system,2025-06-11 17:18:38.757
"2016","41113136  ",곡반정동,25015.7200000000,41484.8700000000,1204.7700000000,0.0000000000,67705.3600000000,system,2025-06-11 17:18:38.757,system,2025-06-11 17:18:38.757
"2017","41113136  ",곡반정동,24976.6200000000,40284.0000000000,1277.1100000000,0.0000000000,66537.7300000000,system,2025-06-11 17:18:38.757,system,2025-06-11 17:18:38.757
"2018","41113136  ",곡반정동,26077.0500000000,48111.7900000000,1308.4400000000,0.0000000000,75497.2800000000,system,2025-06-11 17:18:38.757,system,2025-06-11 17:18:38.757
"2019","41113136  ",곡반정동,25279.8500000000,46301.9700000000,1225.2000000000,13730.6840000000,86537.7040000000,system,2025-06-11 17:18:38.757,system,2025-06-11 17:18:38.757
"2020","41113136  ",곡반정동,24512.5600000000,40390.7300000000,1214.4900000000,11461.5160000000,77579.2960000000,system,2025-06-11 17:18:38.757,system,2025-06-11 17:18:38.757
"2021","41113136  ",곡반정동,25598.0900000000,41515.7500000000,1212.1300000000,11752.2090000000,80078.1790000000,system,2025-06-11 17:18:38.757,system,2025-06-11 17:18:38.757
"2022","41113136  ",곡반정동,25329.3200000000,0.0000000000,1249.9000000000,13316.3580000000,39895.5780000000,system,2025-06-11 17:18:38.757,system,2025-06-11 17:18:38.757
"2023","41113136  ",곡반정동,26529.0800000000,0.0000000000,1143.8000000000,13036.5240000000,40709.4040000000,system,2025-06-11 17:18:38.757,system,2025-06-11 17:18:38.757
"2013","41113137  ",권선동,124966.2700000000,41802.3300000000,16049.4400000000,0.0000000000,182818.0400000000,system,2025-06-11 17:18:38.825,system,2025-06-11 17:18:38.825
"2014","41113137  ",권선동,119163.7700000000,36823.0700000000,14217.4700000000,0.0000000000,170204.3100000000,system,2025-06-11 17:18:38.825,system,2025-06-11 17:18:38.825
"2015","41113137  ",권선동,120465.9900000000,38179.3900000000,14152.0000000000,0.0000000000,172797.3800000000,system,2025-06-11 17:18:38.825,system,2025-06-11 17:18:38.825
"2016","41113137  ",권선동,126229.6300000000,38123.1900000000,15754.9000000000,0.0000000000,180107.7200000000,system,2025-06-11 17:18:38.825,system,2025-06-11 17:18:38.825
"2017","41113137  ",권선동,128780.8800000000,39740.2600000000,17606.6900000000,0.0000000000,186127.8300000000,system,2025-06-11 17:18:38.825,system,2025-06-11 17:18:38.825
"2018","41113137  ",권선동,133465.9600000000,42203.1900000000,18321.6300000000,0.0000000000,193990.7800000000,system,2025-06-11 17:18:38.825,system,2025-06-11 17:18:38.825
"2019","41113137  ",권선동,130882.4000000000,40107.3300000000,17216.3800000000,79672.1960000000,267878.3060000000,system,2025-06-11 17:18:38.825,system,2025-06-11 17:18:38.825
"2020","41113137  ",권선동,127975.4400000000,38196.4100000000,17156.7100000000,65905.4070000000,249233.9670000000,system,2025-06-11 17:18:38.825,system,2025-06-11 17:18:38.825
"2021","41113137  ",권선동,131261.0700000000,38695.6800000000,17072.0600000000,68572.6190000000,255601.4290000000,system,2025-06-11 17:18:38.825,system,2025-06-11 17:18:38.825
"2022","41113137  ",권선동,125458.5700000000,0.0000000000,17785.1800000000,69234.6900000000,212478.4400000000,system,2025-06-11 17:18:38.825,system,2025-06-11 17:18:38.825
"2023","41113137  ",권선동,132721.1000000000,0.0000000000,16286.6000000000,67641.8690000000,216649.5690000000,system,2025-06-11 17:18:38.825,system,2025-06-11 17:18:38.825
"2013","41135102  ",수내동,114307.6900000000,14710.8100000000,20029.9300000000,0.0000000000,149048.4300000000,system,2025-06-11 17:18:38.918,system,2025-06-11 17:18:38.918
"2014","41135102  ",수내동,110547.4300000000,13151.8900000000,17435.8300000000,0.0000000000,141135.1500000000,system,2025-06-11 17:18:38.918,system,2025-06-11 17:18:38.918
"2015","41135102  ",수내동,110929.3900000000,12739.3000000000,16752.1800000000,0.0000000000,140420.8700000000,system,2025-06-11 17:18:38.918,system,2025-06-11 17:18:38.918
"2016","41135102  ",수내동,113083.5700000000,12797.1100000000,16727.4200000000,0.0000000000,142608.1000000000,system,2025-06-11 17:18:38.918,system,2025-06-11 17:18:38.918
"2017","41135102  ",수내동,111572.4500000000,12734.3500000000,17182.8500000000,0.0000000000,141489.6500000000,system,2025-06-11 17:18:38.918,system,2025-06-11 17:18:38.918
"2018","41135102  ",수내동,112708.8100000000,12827.7300000000,17572.6100000000,0.0000000000,143109.1500000000,system,2025-06-11 17:18:38.918,system,2025-06-11 17:18:38.918
"2019","41135102  ",수내동,110992.4700000000,12244.6900000000,16032.5400000000,37364.8870000000,176634.5870000000,system,2025-06-11 17:18:38.918,system,2025-06-11 17:18:38.918
"2020","41135102  ",수내동,107942.6500000000,11439.0400000000,16185.0900000000,37242.3130000000,172809.0930000000,system,2025-06-11 17:18:38.918,system,2025-06-11 17:18:38.918
"2021","41135102  ",수내동,107693.6900000000,11109.1500000000,16097.6300000000,39897.5580000000,174798.0280000000,system,2025-06-11 17:18:38.918,system,2025-06-11 17:18:38.918
"2022","41135102  ",수내동,108782.0000000000,11207.3500000000,16885.9500000000,39271.6050000000,176146.9050000000,system,2025-06-11 17:18:38.918,system,2025-06-11 17:18:38.918
"2023","41135102  ",수내동,115637.7800000000,11265.2400000000,15720.7500000000,36827.7260000000,179451.4960000000,system,2025-06-11 17:18:38.918,system,2025-06-11 17:18:38.918
"2013","41210101  ",광명동,98194.7600000000,69571.4400000000,0.0000000000,0.0000000000,167766.2000000000,system,2025-06-11 17:18:39.002,system,2025-06-11 17:18:39.002
"2014","41210101  ",광명동,93517.4300000000,60095.8500000000,0.0000000000,0.0000000000,153613.2800000000,system,2025-06-11 17:18:39.002,system,2025-06-11 17:18:39.002
"2015","41210101  ",광명동,92822.3400000000,61018.6500000000,0.0000000000,0.0000000000,153840.9900000000,system,2025-06-11 17:18:39.002,system,2025-06-11 17:18:39.002
"2016","41210101  ",광명동,93807.4600000000,61288.9800000000,0.0000000000,0.0000000000,155096.4400000000,system,2025-06-11 17:18:39.002,system,2025-06-11 17:18:39.002
"2017","41210101  ",광명동,92567.7800000000,63812.2900000000,0.0000000000,0.0000000000,156380.0700000000,system,2025-06-11 17:18:39.002,system,2025-06-11 17:18:39.002
"2018","41210101  ",광명동,94727.0200000000,68797.5400000000,0.0000000000,0.0000000000,163524.5600000000,system,2025-06-11 17:18:39.002,system,2025-06-11 17:18:39.002
"2019","41210101  ",광명동,92850.0900000000,65503.8600000000,0.0000000000,33991.9220000000,192345.8720000000,system,2025-06-11 17:18:39.002,system,2025-06-11 17:18:39.002
"2020","41210101  ",광명동,89697.4700000000,63378.7500000000,0.0000000000,32758.7960000000,185835.0160000000,system,2025-06-11 17:18:39.002,system,2025-06-11 17:18:39.002
"2021","41210101  ",광명동,90969.3300000000,62986.2700000000,0.0000000000,31510.0370000000,185465.6370000000,system,2025-06-11 17:18:39.002,system,2025-06-11 17:18:39.002
"2022","41210101  ",광명동,95605.5200000000,0.0000000000,0.0000000000,30743.8810000000,126349.4010000000,system,2025-06-11 17:18:39.002,system,2025-06-11 17:18:39.002
"2023","41210101  ",광명동,98191.8100000000,0.0000000000,0.0000000000,29053.0140000000,127244.8240000000,system,2025-06-11 17:18:39.002,system,2025-06-11 17:18:39.002
"2013","41113139  ",대황교동,1254.4200000000,0.0000000000,0.0000000000,0.0000000000,1254.4200000000,system,2025-06-11 17:18:39.084,system,2025-06-11 17:18:39.084
"2014","41113139  ",대황교동,1282.5900000000,0.0000000000,0.0000000000,0.0000000000,1282.5900000000,system,2025-06-11 17:18:39.084,system,2025-06-11 17:18:39.084
"2015","41113139  ",대황교동,1332.1000000000,0.0000000000,0.0000000000,0.0000000000,1332.1000000000,system,2025-06-11 17:18:39.084,system,2025-06-11 17:18:39.084
"2016","41113139  ",대황교동,1377.9900000000,0.0000000000,0.0000000000,0.0000000000,1377.9900000000,system,2025-06-11 17:18:39.084,system,2025-06-11 17:18:39.084
"2017","41113139  ",대황교동,1440.8600000000,0.0000000000,0.0000000000,0.0000000000,1440.8600000000,system,2025-06-11 17:18:39.084,system,2025-06-11 17:18:39.084
"2018","41113139  ",대황교동,1457.0900000000,0.0000000000,0.0000000000,0.0000000000,1457.0900000000,system,2025-06-11 17:18:39.084,system,2025-06-11 17:18:39.084
"2019","41113139  ",대황교동,1487.0900000000,0.0000000000,0.0000000000,6844.7460000000,8331.8360000000,system,2025-06-11 17:18:39.084,system,2025-06-11 17:18:39.084
"2020","41113139  ",대황교동,1397.4400000000,0.0000000000,0.0000000000,6626.8160000000,8024.2560000000,system,2025-06-11 17:18:39.084,system,2025-06-11 17:18:39.084
"2021","41113139  ",대황교동,1459.8100000000,0.0000000000,0.0000000000,6842.6740000000,8302.4840000000,system,2025-06-11 17:18:39.084,system,2025-06-11 17:18:39.084
"2022","41113139  ",대황교동,1275.2400000000,0.0000000000,0.0000000000,6936.6930000000,8211.9330000000,system,2025-06-11 17:18:39.084,system,2025-06-11 17:18:39.084
"2023","41113139  ",대황교동,1248.1700000000,0.0000000000,0.0000000000,7133.2590000000,8381.4290000000,system,2025-06-11 17:18:39.084,system,2025-06-11 17:18:39.084
"2013","41113141  ",당수동,9972.2600000000,7804.4700000000,0.0000000000,0.0000000000,17776.7300000000,system,2025-06-11 17:18:39.136,system,2025-06-11 17:18:39.136
"2014","41113141  ",당수동,9793.5000000000,6711.4000000000,0.0000000000,0.0000000000,16504.9000000000,system,2025-06-11 17:18:39.136,system,2025-06-11 17:18:39.136
"2015","41113141  ",당수동,9870.9800000000,6862.0200000000,0.0000000000,0.0000000000,16733.0000000000,system,2025-06-11 17:18:39.136,system,2025-06-11 17:18:39.136
"2016","41113141  ",당수동,10275.6500000000,6939.3000000000,0.0000000000,0.0000000000,17214.9500000000,system,2025-06-11 17:18:39.136,system,2025-06-11 17:18:39.136
"2017","41113141  ",당수동,10352.0900000000,7226.5200000000,0.0000000000,0.0000000000,17578.6100000000,system,2025-06-11 17:18:39.136,system,2025-06-11 17:18:39.136
"2018","41113141  ",당수동,10620.3200000000,7792.4000000000,0.0000000000,0.0000000000,18412.7200000000,system,2025-06-11 17:18:39.136,system,2025-06-11 17:18:39.136
"2019","41113141  ",당수동,10215.4300000000,7362.9400000000,0.0000000000,34641.9810000000,52220.3510000000,system,2025-06-11 17:18:39.136,system,2025-06-11 17:18:39.136
"2020","41113141  ",당수동,10040.4300000000,7289.2000000000,0.0000000000,35523.3880000000,52853.0180000000,system,2025-06-11 17:18:39.136,system,2025-06-11 17:18:39.136
"2021","41113141  ",당수동,10390.9900000000,7498.3600000000,0.0000000000,36065.5050000000,53954.8550000000,system,2025-06-11 17:18:39.136,system,2025-06-11 17:18:39.136
"2022","41113141  ",당수동,10310.9900000000,0.0000000000,0.0000000000,35836.2200000000,46147.2100000000,system,2025-06-11 17:18:39.136,system,2025-06-11 17:18:39.136
"2023","41113141  ",당수동,10906.2700000000,0.0000000000,0.0000000000,35838.4450000000,46744.7150000000,system,2025-06-11 17:18:39.136,system,2025-06-11 17:18:39.136
"2013","41115123  ",남창동,2616.9700000000,1888.3000000000,0.0000000000,0.0000000000,4505.2700000000,system,2025-06-11 17:18:39.201,system,2025-06-11 17:18:39.201
"2014","41115123  ",남창동,2566.3700000000,1696.3900000000,0.0000000000,0.0000000000,4262.7600000000,system,2025-06-11 17:18:39.201,system,2025-06-11 17:18:39.201
"2015","41115123  ",남창동,2538.1600000000,1691.0500000000,0.0000000000,0.0000000000,4229.2100000000,system,2025-06-11 17:18:39.201,system,2025-06-11 17:18:39.201
"2016","41115123  ",남창동,2621.2100000000,1740.0400000000,0.0000000000,0.0000000000,4361.2500000000,system,2025-06-11 17:18:39.201,system,2025-06-11 17:18:39.201
"2017","41115123  ",남창동,2530.8400000000,1779.7100000000,0.0000000000,0.0000000000,4310.5500000000,system,2025-06-11 17:18:39.201,system,2025-06-11 17:18:39.201
"2018","41115123  ",남창동,2671.0100000000,1934.8400000000,0.0000000000,0.0000000000,4605.8500000000,system,2025-06-11 17:18:39.201,system,2025-06-11 17:18:39.201
"2019","41115123  ",남창동,2594.1800000000,1707.5200000000,0.0000000000,437.3060000000,4739.0060000000,system,2025-06-11 17:18:39.201,system,2025-06-11 17:18:39.201
"2020","41115123  ",남창동,2527.8800000000,1701.9300000000,0.0000000000,385.3530000000,4615.1630000000,system,2025-06-11 17:18:39.201,system,2025-06-11 17:18:39.201
"2021","41115123  ",남창동,2637.2400000000,1744.7000000000,0.0000000000,353.6900000000,4735.6300000000,system,2025-06-11 17:18:39.201,system,2025-06-11 17:18:39.201
"2022","41115123  ",남창동,2703.8700000000,0.0000000000,0.0000000000,334.1180000000,3037.9880000000,system,2025-06-11 17:18:39.201,system,2025-06-11 17:18:39.201
"2023","41115123  ",남창동,2890.8900000000,0.0000000000,0.0000000000,235.9590000000,3126.8490000000,system,2025-06-11 17:18:39.201,system,2025-06-11 17:18:39.201
"2013","41115126  ",구천동,1580.8600000000,221.7000000000,0.0000000000,0.0000000000,1802.5600000000,system,2025-06-11 17:18:39.254,system,2025-06-11 17:18:39.254
"2014","41115126  ",구천동,1530.9700000000,253.8000000000,0.0000000000,0.0000000000,1784.7700000000,system,2025-06-11 17:18:39.254,system,2025-06-11 17:18:39.254
"2015","41115126  ",구천동,1510.1100000000,255.0000000000,0.0000000000,0.0000000000,1765.1100000000,system,2025-06-11 17:18:39.254,system,2025-06-11 17:18:39.254
"2016","41115126  ",구천동,1596.5600000000,301.1300000000,0.0000000000,0.0000000000,1897.6900000000,system,2025-06-11 17:18:39.254,system,2025-06-11 17:18:39.254
"2017","41115126  ",구천동,1852.9000000000,609.9200000000,0.0000000000,0.0000000000,2462.8200000000,system,2025-06-11 17:18:39.254,system,2025-06-11 17:18:39.254
"2018","41115126  ",구천동,2164.0500000000,1029.9900000000,0.0000000000,0.0000000000,3194.0400000000,system,2025-06-11 17:18:39.254,system,2025-06-11 17:18:39.254
"2019","41115126  ",구천동,2288.5400000000,1112.8300000000,0.0000000000,744.2620000000,4145.6320000000,system,2025-06-11 17:18:39.254,system,2025-06-11 17:18:39.254
"2020","41115126  ",구천동,2221.7400000000,1192.0400000000,0.0000000000,719.1470000000,4132.9270000000,system,2025-06-11 17:18:39.254,system,2025-06-11 17:18:39.254
"2021","41115126  ",구천동,2304.0800000000,1228.0500000000,0.0000000000,733.6220000000,4265.7520000000,system,2025-06-11 17:18:39.254,system,2025-06-11 17:18:39.254
"2022","41115126  ",구천동,2281.8500000000,0.0000000000,0.0000000000,712.7450000000,2994.5950000000,system,2025-06-11 17:18:39.254,system,2025-06-11 17:18:39.254
"2023","41115126  ",구천동,2389.8200000000,0.0000000000,0.0000000000,794.7920000000,3184.6120000000,system,2025-06-11 17:18:39.254,system,2025-06-11 17:18:39.254
"2013","41115128  ",매향동,3268.4200000000,2229.2800000000,0.0000000000,0.0000000000,5497.7000000000,system,2025-06-11 17:18:39.302,system,2025-06-11 17:18:39.302
"2014","41115128  ",매향동,3388.7200000000,2010.3700000000,0.0000000000,0.0000000000,5399.0900000000,system,2025-06-11 17:18:39.302,system,2025-06-11 17:18:39.302
"2015","41115128  ",매향동,3527.7300000000,2242.4100000000,0.0000000000,0.0000000000,5770.1400000000,system,2025-06-11 17:18:39.302,system,2025-06-11 17:18:39.302
"2016","41115128  ",매향동,3604.0200000000,2179.1700000000,0.0000000000,0.0000000000,5783.1900000000,system,2025-06-11 17:18:39.302,system,2025-06-11 17:18:39.302
"2017","41115128  ",매향동,3682.1100000000,2307.4600000000,0.0000000000,0.0000000000,5989.5700000000,system,2025-06-11 17:18:39.302,system,2025-06-11 17:18:39.302
"2018","41115128  ",매향동,3869.0700000000,2525.9200000000,0.0000000000,0.0000000000,6394.9900000000,system,2025-06-11 17:18:39.302,system,2025-06-11 17:18:39.302
"2019","41115128  ",매향동,3795.4700000000,2273.6600000000,0.0000000000,2883.7370000000,8952.8670000000,system,2025-06-11 17:18:39.302,system,2025-06-11 17:18:39.302
"2020","41115128  ",매향동,3453.5100000000,2014.7000000000,0.0000000000,2703.0400000000,8171.2500000000,system,2025-06-11 17:18:39.302,system,2025-06-11 17:18:39.302
"2021","41115128  ",매향동,3803.7500000000,2217.9000000000,0.0000000000,2891.7320000000,8913.3820000000,system,2025-06-11 17:18:39.302,system,2025-06-11 17:18:39.302
"2022","41115128  ",매향동,4070.3000000000,0.0000000000,0.0000000000,3045.1500000000,7115.4500000000,system,2025-06-11 17:18:39.302,system,2025-06-11 17:18:39.302
"2023","41115128  ",매향동,4394.5100000000,0.0000000000,0.0000000000,3184.8900000000,7579.4000000000,system,2025-06-11 17:18:39.302,system,2025-06-11 17:18:39.302
"2013","41115129  ",북수동,4102.6300000000,1515.0800000000,0.0000000000,0.0000000000,5617.7100000000,system,2025-06-11 17:18:39.356,system,2025-06-11 17:18:39.356
"2014","41115129  ",북수동,3765.5800000000,1327.2200000000,0.0000000000,0.0000000000,5092.8000000000,system,2025-06-11 17:18:39.356,system,2025-06-11 17:18:39.356
"2015","41115129  ",북수동,3879.2000000000,1360.8600000000,0.0000000000,0.0000000000,5240.0600000000,system,2025-06-11 17:18:39.356,system,2025-06-11 17:18:39.356
"2016","41115129  ",북수동,3980.5900000000,1418.6600000000,0.0000000000,0.0000000000,5399.2500000000,system,2025-06-11 17:18:39.356,system,2025-06-11 17:18:39.356
"2017","41115129  ",북수동,3928.1500000000,1481.5300000000,0.0000000000,0.0000000000,5409.6800000000,system,2025-06-11 17:18:39.356,system,2025-06-11 17:18:39.356
"2018","41115129  ",북수동,3995.9400000000,1742.2000000000,0.0000000000,0.0000000000,5738.1400000000,system,2025-06-11 17:18:39.356,system,2025-06-11 17:18:39.356
"2019","41115129  ",북수동,3742.3300000000,1796.5100000000,0.0000000000,3687.3500000000,9226.1900000000,system,2025-06-11 17:18:39.356,system,2025-06-11 17:18:39.356
"2020","41115129  ",북수동,3649.2000000000,1662.9700000000,0.0000000000,2851.6030000000,8163.7730000000,system,2025-06-11 17:18:39.356,system,2025-06-11 17:18:39.356
"2021","41115129  ",북수동,3660.7400000000,1645.0600000000,0.0000000000,2917.8130000000,8223.6130000000,system,2025-06-11 17:18:39.356,system,2025-06-11 17:18:39.356
"2022","41115129  ",북수동,3727.0700000000,0.0000000000,0.0000000000,2929.8070000000,6656.8770000000,system,2025-06-11 17:18:39.356,system,2025-06-11 17:18:39.356
"2023","41115129  ",북수동,3971.9100000000,0.0000000000,0.0000000000,2840.1380000000,6812.0480000000,system,2025-06-11 17:18:39.356,system,2025-06-11 17:18:39.356
"2013","41115135  ",매산로2가,18281.6000000000,10263.6200000000,0.0000000000,0.0000000000,28545.2200000000,system,2025-06-11 17:18:39.410,system,2025-06-11 17:18:39.410
"2014","41115135  ",매산로2가,17483.0000000000,9087.6800000000,0.0000000000,0.0000000000,26570.6800000000,system,2025-06-11 17:18:39.410,system,2025-06-11 17:18:39.410
"2015","41115135  ",매산로2가,17985.2600000000,9417.8300000000,0.0000000000,0.0000000000,27403.0900000000,system,2025-06-11 17:18:39.410,system,2025-06-11 17:18:39.410
"2016","41115135  ",매산로2가,18606.8400000000,9609.0300000000,0.0000000000,0.0000000000,28215.8700000000,system,2025-06-11 17:18:39.410,system,2025-06-11 17:18:39.410
"2017","41115135  ",매산로2가,18426.9500000000,9771.5600000000,0.0000000000,0.0000000000,28198.5100000000,system,2025-06-11 17:18:39.410,system,2025-06-11 17:18:39.410
"2018","41115135  ",매산로2가,19186.8500000000,10762.6400000000,0.0000000000,0.0000000000,29949.4900000000,system,2025-06-11 17:18:39.410,system,2025-06-11 17:18:39.410
"2019","41115135  ",매산로2가,18568.9300000000,10118.4600000000,0.0000000000,3063.3610000000,31750.7510000000,system,2025-06-11 17:18:39.410,system,2025-06-11 17:18:39.410
"2020","41115135  ",매산로2가,17724.2400000000,9757.6300000000,0.0000000000,2561.6870000000,30043.5570000000,system,2025-06-11 17:18:39.410,system,2025-06-11 17:18:39.410
"2021","41115135  ",매산로2가,17760.9500000000,9572.0000000000,0.0000000000,2472.1060000000,29805.0560000000,system,2025-06-11 17:18:39.410,system,2025-06-11 17:18:39.410
"2022","41115135  ",매산로2가,18436.1700000000,0.0000000000,0.0000000000,2465.5780000000,20901.7480000000,system,2025-06-11 17:18:39.410,system,2025-06-11 17:18:39.410
"2023","41115135  ",매산로2가,19482.4700000000,0.0000000000,0.0000000000,2423.3030000000,21905.7730000000,system,2025-06-11 17:18:39.410,system,2025-06-11 17:18:39.410
"2013","41115136  ",매산로3가,6048.9400000000,3649.3900000000,0.0000000000,0.0000000000,9698.3300000000,system,2025-06-11 17:18:39.464,system,2025-06-11 17:18:39.464
"2014","41115136  ",매산로3가,5656.8800000000,3234.7100000000,0.0000000000,0.0000000000,8891.5900000000,system,2025-06-11 17:18:39.464,system,2025-06-11 17:18:39.464
"2015","41115136  ",매산로3가,5846.6500000000,3325.0200000000,0.0000000000,0.0000000000,9171.6700000000,system,2025-06-11 17:18:39.464,system,2025-06-11 17:18:39.464
"2016","41115136  ",매산로3가,5938.1600000000,3399.5700000000,0.0000000000,0.0000000000,9337.7300000000,system,2025-06-11 17:18:39.464,system,2025-06-11 17:18:39.464
"2017","41115136  ",매산로3가,5953.1800000000,3636.3900000000,0.0000000000,0.0000000000,9589.5700000000,system,2025-06-11 17:18:39.464,system,2025-06-11 17:18:39.464
"2018","41115136  ",매산로3가,6268.9400000000,3996.3200000000,0.0000000000,0.0000000000,10265.2600000000,system,2025-06-11 17:18:39.464,system,2025-06-11 17:18:39.464
"2019","41115136  ",매산로3가,6002.0100000000,3809.7400000000,0.0000000000,5294.8430000000,15106.5930000000,system,2025-06-11 17:18:39.464,system,2025-06-11 17:18:39.464
"2020","41115136  ",매산로3가,5813.8100000000,3962.7100000000,0.0000000000,4371.7710000000,14148.2910000000,system,2025-06-11 17:18:39.464,system,2025-06-11 17:18:39.464
"2021","41115136  ",매산로3가,5943.0600000000,3976.8800000000,0.0000000000,4179.9210000000,14099.8610000000,system,2025-06-11 17:18:39.464,system,2025-06-11 17:18:39.464
"2022","41115136  ",매산로3가,5888.1900000000,0.0000000000,0.0000000000,3965.0120000000,9853.2020000000,system,2025-06-11 17:18:39.464,system,2025-06-11 17:18:39.464
"2023","41115136  ",매산로3가,6082.7100000000,0.0000000000,0.0000000000,3795.9180000000,9878.6280000000,system,2025-06-11 17:18:39.464,system,2025-06-11 17:18:39.464
