"cmpttn_yr","admdst_cd","admdst_se_cd","admdst_nm","bldg_elpwr_use_cbn_ehqty","bldg_gas_use_cbn_ehqty","bldg_hetng_use_cbn_ehqty","trsp_lv6_cbn_ehqty","sum_ehqty","frst_rgtr_id","frst_reg_dt","mdfr_id","mdfcn_dt"
"2017","4117000000",ADM002,안양시,1113322.6700000000,401099.0700000000,75899.9900000000,0.0000000000,1590321.7300000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2017","4119000000",ADM002,부천시,1854064.7000000000,714337.8200000000,85080.6300000000,0.0000000000,2653483.1500000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2017","4121000000",ADM002,광명시,516552.5800000000,332650.6600000000,13578.8100000000,0.0000000000,862782.0500000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2017","4122000000",ADM002,평택시,2975745.3500000000,925995.5900000000,9484.7100000000,0.0000000000,3911225.6500000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2017","4125000000",ADM002,동두천시,253314.8800000000,110037.8100000000,0.0000000000,0.0000000000,363352.6900000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2017","4127000000",ADM002,안산시,3748699.0300000000,1160295.9700000000,57624.0900000000,0.0000000000,4966619.0900000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2017","4128000000",ADM002,고양시,1963485.7600000000,553532.5800000000,250858.2000000000,0.0000000000,2767876.5400000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2017","4129000000",ADM002,과천시,142780.4900000000,42108.7500000000,11714.8000000000,0.0000000000,196604.0400000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2017","4131000000",ADM002,구리시,322595.2800000000,171369.4500000000,3944.9700000000,0.0000000000,497909.7000000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2017","4136000000",ADM002,남양주시,1132132.5800000000,517434.4900000000,17836.1300000000,0.0000000000,1667403.2000000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2017","4137000000",ADM002,오산시,523726.5500000000,143633.7000000000,24359.5700000000,0.0000000000,691719.8200000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2017","4139000000",ADM002,시흥시,1811020.5100000000,627013.2700000000,10070.4400000000,0.0000000000,2448104.2200000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2017","4141000000",ADM002,군포시,554125.2500000000,215314.2400000000,52998.6000000000,0.0000000000,822438.0900000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2017","4143000000",ADM002,의왕시,305741.8300000000,96364.9700000000,17421.7800000000,0.0000000000,419528.5800000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2017","4145000000",ADM002,하남시,396506.3200000000,150929.4200000000,22466.4200000000,0.0000000000,569902.1600000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2017","4146000000",ADM002,용인시,2747433.6000000000,758855.4900000000,201474.9500000000,0.0000000000,3707764.0400000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2017","4148000000",ADM002,파주시,1761649.6900000000,486007.7400000000,39157.0100000000,0.0000000000,2286814.4400000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2017","4150000000",ADM002,이천시,2557181.2700000000,442738.2200000000,0.0000000000,0.0000000000,2999919.4900000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2017","4155000000",ADM002,안성시,1183887.1200000000,237676.0300000000,0.0000000000,0.0000000000,1421563.1500000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2017","4157000000",ADM002,김포시,1439649.2000000000,261513.0500000000,42263.4500000000,0.0000000000,1743425.7000000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2017","4159000000",ADM002,화성시,7765337.3300000000,1225622.7600000000,113379.6900000000,0.0000000000,9104339.7800000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2017","4161000000",ADM002,광주시,1038245.8800000000,302002.4500000000,0.0000000000,0.0000000000,1340248.3300000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2017","4163000000",ADM002,양주시,855618.5800000000,270570.0200000000,10097.7400000000,0.0000000000,1136286.3400000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2017","4165000000",ADM002,포천시,1058841.4500000000,92671.2800000000,0.0000000000,0.0000000000,1151512.7300000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2017","4167000000",ADM002,여주시,529619.8500000000,110384.9800000000,0.0000000000,0.0000000000,640004.8300000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2017","4180000000",ADM002,연천군,164227.3200000000,23897.1500000000,0.0000000000,0.0000000000,188124.4700000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2017","4182000000",ADM002,가평군,257000.9600000000,19604.7300000000,0.0000000000,0.0000000000,276605.6900000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2017","4183000000",ADM002,양평군,366417.0200000000,29769.5700000000,0.0000000000,0.0000000000,396186.5900000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2018","4111000000",ADM002,수원시,2517959.4300000000,1102662.1000000000,183467.5200000000,0.0000000000,3804089.0500000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2018","4113000000",ADM002,성남시,2174393.3500000000,774367.8700000000,228261.0100000000,0.0000000000,3177022.2300000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2018","4115000000",ADM002,의정부시,673933.0000000000,442722.0000000000,13049.0700000000,0.0000000000,1129704.0700000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2018","4117000000",ADM002,안양시,1151093.9000000000,424144.8100000000,78428.2300000000,0.0000000000,1653666.9400000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2018","4119000000",ADM002,부천시,1912442.2800000000,763830.7100000000,91739.5600000000,0.0000000000,2768012.5500000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2018","4121000000",ADM002,광명시,536085.8000000000,343814.2100000000,17184.3500000000,0.0000000000,897084.3600000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2018","4122000000",ADM002,평택시,3088878.7000000000,1011680.3700000000,14542.1300000000,0.0000000000,4115101.2000000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2018","4125000000",ADM002,동두천시,257855.7400000000,124067.1300000000,0.0000000000,0.0000000000,381922.8700000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2018","4127000000",ADM002,안산시,3742107.2100000000,1207804.7400000000,60567.9500000000,0.0000000000,5010479.9000000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2018","4128000000",ADM002,고양시,2055761.7400000000,566796.3500000000,268589.3300000000,0.0000000000,2891147.4200000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2018","4129000000",ADM002,과천시,144396.5400000000,45443.1900000000,11783.9000000000,0.0000000000,201623.6300000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2018","4131000000",ADM002,구리시,339459.4400000000,183011.7800000000,6191.6700000000,0.0000000000,528662.8900000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2018","4136000000",ADM002,남양주시,1199257.3900000000,554925.2200000000,22715.4400000000,0.0000000000,1776898.0500000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2018","4137000000",ADM002,오산시,565071.8400000000,157880.4800000000,33004.3300000000,0.0000000000,755956.6500000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2018","4139000000",ADM002,시흥시,1843770.3300000000,669853.3100000000,22833.2600000000,0.0000000000,2536456.9000000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2018","4141000000",ADM002,군포시,571511.0100000000,225732.2000000000,54802.1000000000,0.0000000000,852045.3100000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2018","4143000000",ADM002,의왕시,318067.0000000000,103228.6600000000,17883.6000000000,0.0000000000,439179.2600000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2018","4145000000",ADM002,하남시,432119.3000000000,162190.2300000000,31616.9000000000,0.0000000000,625926.4300000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2018","4146000000",ADM002,용인시,2897060.3200000000,792272.0900000000,212893.9900000000,0.0000000000,3902226.4000000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2018","4148000000",ADM002,파주시,1902276.9400000000,521803.1200000000,44052.8900000000,0.0000000000,2468132.9500000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2018","4150000000",ADM002,이천시,3090770.5200000000,498415.5500000000,0.0000000000,0.0000000000,3589186.0700000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2018","4155000000",ADM002,안성시,1246849.3400000000,253127.8400000000,0.0000000000,0.0000000000,1499977.1800000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2018","4157000000",ADM002,김포시,1545465.2500000000,279905.3300000000,50751.6200000000,0.0000000000,1876122.2000000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2018","4159000000",ADM002,화성시,8197515.1900000000,1258305.1200000000,139521.5400000000,0.0000000000,9595341.8500000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2018","4161000000",ADM002,광주시,1113102.8400000000,339623.6700000000,0.0000000000,0.0000000000,1452726.5100000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2018","4163000000",ADM002,양주시,870806.7700000000,287808.7600000000,13089.8300000000,0.0000000000,1171705.3600000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2018","4165000000",ADM002,포천시,1082391.8800000000,98415.0200000000,0.0000000000,0.0000000000,1180806.9000000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2018","4167000000",ADM002,여주시,559083.4900000000,120409.3300000000,0.0000000000,0.0000000000,679492.8200000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2018","4180000000",ADM002,연천군,169366.3600000000,25978.6000000000,0.0000000000,0.0000000000,195344.9600000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2018","4182000000",ADM002,가평군,266597.2900000000,23465.0000000000,0.0000000000,0.0000000000,290062.2900000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2018","4183000000",ADM002,양평군,383021.0700000000,34204.8100000000,0.0000000000,0.0000000000,417225.8800000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2019","4111000000",ADM002,수원시,2506140.7000000000,1045252.6800000000,181693.8100000000,1292844.4670000000,5025931.6570000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2019","4113000000",ADM002,성남시,2138175.6300000000,743874.9600000000,215780.1700000000,1363957.1610000000,4461787.9210000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2019","4115000000",ADM002,의정부시,662509.6700000000,424266.7000000000,13853.4100000000,516710.3320000000,1617340.1120000000,system,2025-06-11 17:19:43.911,system,2025-06-11 17:19:43.911
"2019","4117000000",ADM002,안양시,1145772.8000000000,407407.8300000000,74403.0800000000,558708.1370000000,2186291.8470000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2019","4119000000",ADM002,부천시,1873392.0000000000,718537.0400000000,87601.2800000000,708911.4400000000,3388441.7600000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2019","4121000000",ADM002,광명시,534238.8400000000,324146.6500000000,17971.5800000000,338812.3680000000,1215169.4380000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2019","4122000000",ADM002,평택시,2967208.0800000000,998588.8300000000,19899.0500000000,1382585.4010000000,5368281.3610000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2019","4125000000",ADM002,동두천시,249526.0300000000,125226.3300000000,0.0000000000,108191.3280000000,482943.6880000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2019","4127000000",ADM002,안산시,3664441.3900000000,1118281.9500000000,61183.9700000000,1104568.3310000000,5948475.6410000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2019","4128000000",ADM002,고양시,2027119.0900000000,542975.7600000000,255828.9900000000,1603576.5210000000,4429500.3610000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2019","4129000000",ADM002,과천시,139620.9000000000,43940.8300000000,11625.3200000000,143690.6560000000,338877.7060000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2019","4131000000",ADM002,구리시,336575.8400000000,170652.2800000000,6952.7500000000,358642.3720000000,872823.2420000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2019","4136000000",ADM002,남양주시,1190055.7800000000,528487.8500000000,26734.3700000000,964088.4030000000,2709366.4030000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2019","4137000000",ADM002,오산시,581222.6000000000,143828.5800000000,28091.9800000000,375091.5990000000,1128234.7590000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2019","4139000000",ADM002,시흥시,1814640.4500000000,651130.6900000000,32082.8800000000,1249274.6790000000,3747128.6990000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2019","4141000000",ADM002,군포시,578033.2500000000,215893.5200000000,50840.8100000000,332731.8030000000,1177499.3830000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2019","4143000000",ADM002,의왕시,326511.0900000000,99390.2200000000,20423.1000000000,386754.8870000000,833079.2970000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2019","4145000000",ADM002,하남시,435505.6200000000,161128.1900000000,40421.4500000000,455669.0240000000,1092724.2840000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2019","4146000000",ADM002,용인시,2892539.8700000000,787793.0700000000,207670.3600000000,1839802.8560000000,5727806.1560000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2019","4148000000",ADM002,파주시,1871955.4100000000,503587.2900000000,43997.2000000000,747509.0010000000,3167048.9010000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2019","4150000000",ADM002,이천시,3195387.5000000000,505644.7500000000,0.0000000000,692144.3080000000,4393176.5580000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2019","4155000000",ADM002,안성시,1259851.8400000000,262365.7000000000,0.0000000000,835597.6720000000,2357815.2120000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2019","4157000000",ADM002,김포시,1532903.5600000000,287438.0800000000,51626.5800000000,772773.4470000000,2644741.6670000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2019","4159000000",ADM002,화성시,8097957.2200000000,1141561.5200000000,150220.5600000000,2083239.8810000000,11472979.1810000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2019","4161000000",ADM002,광주시,1088872.7800000000,338184.6700000000,0.0000000000,882045.1550000000,2309102.6050000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2019","4163000000",ADM002,양주시,839830.5100000000,289952.6900000000,14422.0100000000,514877.0320000000,1659082.2420000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2019","4165000000",ADM002,포천시,1044541.3800000000,96664.0900000000,0.0000000000,390542.3610000000,1531747.8310000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2019","4167000000",ADM002,여주시,533500.6700000000,111947.1800000000,0.0000000000,509269.2370000000,1154717.0870000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2019","4180000000",ADM002,연천군,167173.3700000000,25196.3900000000,0.0000000000,82730.8990000000,275100.6590000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2019","4182000000",ADM002,가평군,256664.5300000000,25804.1500000000,0.0000000000,199187.6890000000,481656.3690000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2019","4183000000",ADM002,양평군,370268.2900000000,33918.6800000000,0.0000000000,257836.2700000000,662023.2400000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2020","4111000000",ADM002,수원시,2491250.8500000000,987355.9000000000,188029.4500000000,1159440.1130000000,4826076.3130000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2020","4113000000",ADM002,성남시,2124097.2200000000,710271.5800000000,218023.1300000000,1383754.8180000000,4436146.7480000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2020","4115000000",ADM002,의정부시,648591.3300000000,411923.9800000000,15448.3800000000,481209.4800000000,1557173.1700000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2020","4117000000",ADM002,안양시,1180412.3700000000,397542.2500000000,76030.4400000000,503082.4280000000,2157067.4880000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2020","4119000000",ADM002,부천시,1839544.2900000000,688889.7300000000,89611.6800000000,633664.3540000000,3251710.0540000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2020","4121000000",ADM002,광명시,521365.1000000000,295063.3200000000,19391.2600000000,332925.9150000000,1168745.5950000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2020","4122000000",ADM002,평택시,2922924.0200000000,1002395.8800000000,27642.9500000000,1246831.7510000000,5199794.6010000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2020","4125000000",ADM002,동두천시,239474.3300000000,113723.4400000000,0.0000000000,86641.7210000000,439839.4910000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2020","4127000000",ADM002,안산시,3546855.8800000000,1038627.5100000000,67389.8300000000,943436.3180000000,5596309.5380000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2020","4128000000",ADM002,고양시,2005414.9400000000,532722.5600000000,265285.2800000000,1525667.5260000000,4329090.3060000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2020","4129000000",ADM002,과천시,123286.5300000000,40567.6600000000,13612.5500000000,147262.9690000000,324729.7090000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2020","4131000000",ADM002,구리시,328053.1700000000,166131.6300000000,7125.1800000000,352963.0050000000,854272.9850000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2020","4136000000",ADM002,남양주시,1193970.0600000000,543731.9300000000,31622.3100000000,969949.6420000000,2739273.9420000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2020","4137000000",ADM002,오산시,591025.0400000000,147451.7700000000,30241.7800000000,331908.9060000000,1100627.4960000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2020","4139000000",ADM002,시흥시,1784880.4500000000,638436.6900000000,39918.5200000000,1125058.8120000000,3588294.4720000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2020","4141000000",ADM002,군포시,625486.1700000000,216449.9700000000,51558.1900000000,304602.1200000000,1198096.4500000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2020","4143000000",ADM002,의왕시,335103.0000000000,100476.7500000000,21560.1700000000,394111.2210000000,851251.1410000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2020","4145000000",ADM002,하남시,440785.2700000000,158545.9300000000,49327.7800000000,471113.6880000000,1119772.6680000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2020","4146000000",ADM002,용인시,2896120.0400000000,779480.9300000000,216949.2600000000,1837561.2570000000,5730111.4870000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2020","4148000000",ADM002,파주시,1795174.8700000000,487631.1100000000,46648.9600000000,672815.9010000000,3002270.8410000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2020","4150000000",ADM002,이천시,3271814.6300000000,490143.1400000000,0.0000000000,665581.2450000000,4427539.0150000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2020","4155000000",ADM002,안성시,1275613.1600000000,267471.8400000000,0.0000000000,747434.2150000000,2290519.2150000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2020","4157000000",ADM002,김포시,1551788.6500000000,287627.4000000000,56400.5700000000,741010.1860000000,2636826.8060000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2020","4159000000",ADM002,화성시,8340880.4200000000,1282607.5000000000,160389.9600000000,2020879.9600000000,11804757.8400000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2020","4161000000",ADM002,광주시,1090082.8100000000,348495.0200000000,0.0000000000,835029.7830000000,2273607.6130000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2020","4163000000",ADM002,양주시,814361.9500000000,276519.9700000000,16265.5100000000,497359.5210000000,1604506.9510000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2020","4165000000",ADM002,포천시,1018689.0600000000,100992.3700000000,0.0000000000,389243.6700000000,1508925.1000000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2020","4167000000",ADM002,여주시,526736.6200000000,104896.3700000000,0.0000000000,481987.2780000000,1113620.2680000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2020","4180000000",ADM002,연천군,157465.5900000000,27214.5000000000,0.0000000000,76921.9330000000,261602.0230000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2020","4182000000",ADM002,가평군,251780.9300000000,27260.3200000000,0.0000000000,197331.2270000000,476372.4770000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2020","4183000000",ADM002,양평군,366481.7700000000,34556.9200000000,0.0000000000,268513.1430000000,669551.8330000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2021","4111000000",ADM002,수원시,2610918.4200000000,1005232.4000000000,193894.4600000000,1203924.4260000000,5013969.7060000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2021","4113000000",ADM002,성남시,2204697.4700000000,709760.6700000000,225882.9300000000,1404578.3420000000,4544919.4120000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2021","4115000000",ADM002,의정부시,661626.5600000000,424166.8800000000,16465.2600000000,504243.0040000000,1606501.7040000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2021","4117000000",ADM002,안양시,1282436.7300000000,397280.1300000000,76460.8400000000,512141.0820000000,2268318.7820000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2021","4119000000",ADM002,부천시,1898328.2000000000,694066.5000000000,90050.9800000000,643738.1780000000,3326183.8580000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2021","4121000000",ADM002,광명시,551091.4200000000,289724.6300000000,20416.8200000000,335513.8740000000,1196746.7440000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2021","4122000000",ADM002,평택시,3090649.4300000000,1027101.3200000000,32297.5700000000,1319994.2780000000,5470042.5980000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2021","4125000000",ADM002,동두천시,243097.0700000000,119962.0800000000,0.0000000000,88589.5890000000,451648.7390000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2021","4127000000",ADM002,안산시,3583685.0700000000,1068905.6700000000,68430.5900000000,954338.5610000000,5675359.8910000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2021","4128000000",ADM002,고양시,2106941.5400000000,536815.2700000000,274357.0700000000,1564312.3930000000,4482426.2730000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2021","4129000000",ADM002,과천시,130910.8200000000,41382.9500000000,16047.2300000000,146825.5010000000,335166.5010000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2021","4131000000",ADM002,구리시,332532.5700000000,169828.9700000000,7037.3700000000,370517.0820000000,879915.9920000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2021","4136000000",ADM002,남양주시,1250500.7400000000,573810.8800000000,35244.5500000000,1012890.3590000000,2872446.5290000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2021","4137000000",ADM002,오산시,617602.4900000000,155778.8000000000,29617.9800000000,346355.7020000000,1149354.9720000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2021","4139000000",ADM002,시흥시,1869897.0400000000,648881.3800000000,45793.3400000000,1164375.4920000000,3728947.2520000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2021","4141000000",ADM002,군포시,650349.5600000000,214652.1900000000,51394.5000000000,313673.7140000000,1230069.9640000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2021","4143000000",ADM002,의왕시,353282.1800000000,105488.7500000000,21630.1200000000,404062.4310000000,884463.4810000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2021","4145000000",ADM002,하남시,465272.8900000000,160543.6600000000,56356.7500000000,498564.9440000000,1180738.2440000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2021","4146000000",ADM002,용인시,3007080.8000000000,805114.9500000000,218194.8100000000,1949521.8150000000,5979912.3750000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2021","4148000000",ADM002,파주시,1875410.3200000000,537623.5100000000,50824.5300000000,727103.6340000000,3190961.9940000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2021","4150000000",ADM002,이천시,3445454.0900000000,565948.3500000000,0.0000000000,719885.1130000000,4731287.5530000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2021","4155000000",ADM002,안성시,1338701.3300000000,280225.6800000000,0.0000000000,801434.4780000000,2420361.4880000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2021","4157000000",ADM002,김포시,1647252.2500000000,299418.0400000000,61066.2500000000,773789.2950000000,2781525.8350000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2021","4159000000",ADM002,화성시,8742409.4100000000,1346274.3400000000,172655.7900000000,2130103.8500000000,12391443.3900000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2021","4161000000",ADM002,광주시,1129686.1200000000,359333.5000000000,0.0000000000,880294.8000000000,2369314.4200000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2021","4163000000",ADM002,양주시,852911.6600000000,306395.3300000000,15798.0400000000,529939.7930000000,1705044.8230000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
"2021","4165000000",ADM002,포천시,1059749.9000000000,106655.2200000000,0.0000000000,408060.3590000000,1574465.4790000000,system,2025-06-11 17:19:44.075,system,2025-06-11 17:19:44.075
