"crtr_ymd","admdst_cd","admdst_nm","admdst_se_cd","sum_genqy","sum_area","frst_rgtr_id","frst_reg_dt","mdfr_id","mdfcn_dt","grnd_rftp_se_cd"
"2025    ","4137000000","",ADM003,113334926.5309143032,42.663000000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF001
"2025    ","4139000000","",ADM003,360600009.2164917778,134.407100000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF001
"2025    ","4141000000","",ADM003,97508249.3315125158,36.430400000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF001
"2025    ","4143000000","",ADM003,143306853.6229857240,53.866600000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF001
"2025    ","4145000000","",ADM003,244867736.5144652694,92.697300000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF001
"2025    ","4146100000",처인구,ADM003,619271815.6147002533,467.864300000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF001
"2025    ","4119000000",부천시,ADM002,71617229.5877227752,53.587200000,system,2025-07-17 09:24:38.058,system,2025-07-17 09:24:38.058,GRF001
"2025    ","4121000000",광명시,ADM002,103545444.6375122220,38.545200000,system,2025-07-17 09:24:38.058,system,2025-07-17 09:24:38.058,GRF001
"2025    ","4122000000",평택시,ADM002,1213053527.2516478246,452.509400000,system,2025-07-17 09:24:38.058,system,2025-07-17 09:24:38.058,GRF001
"2025    ","4125000000",동두천시,ADM002,248966747.3451844232,95.919700000,system,2025-07-17 09:24:38.058,system,2025-07-17 09:24:38.058,GRF001
"2025    ","4115000000","",ADM003,6699288.1095733619,5.099800000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF003
"2025    ","4117100000",만안구,ADM003,45135624.5419159000,33.791800000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF002
"2025    ","4117100000",만안구,ADM003,3748710.1840515150,2.808800000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF003
"2025    ","4117300000",동안구,ADM003,25217806.5831145800,19.035200000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF002
"2025    ","4117300000",동안구,ADM003,3844865.5739288390,2.898900000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF003
"2025    ","4119200000",원미구,ADM003,21635597.1286621190,16.167700000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF002
"2025    ","4119200000",원미구,ADM003,5962962.2206268380,4.454700000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF003
"2025    ","4119400000",소사구,ADM003,14390365.8616180390,10.752400000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF002
"2025    ","4119400000",소사구,ADM003,2834229.5689697261,2.117700000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF003
"2025    ","4119600000",오정구,ADM003,23061610.7648010080,17.298400000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF002
"2025    ","4119600000",오정구,ADM003,3732464.0430450451,2.796300000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF003
"2025    ","4121000000","",ADM003,47511792.9810180700,35.371200000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF002
"2025    ","4121000000","",ADM003,4260929.3377380410,3.173700000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF003
"2025    ","4122000000","",ADM003,575972513.8670958850,429.693300000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF002
"2025    ","4122000000","",ADM003,30554249.7587280273,22.816100000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF003
"2025    ","4125000000","",ADM003,121080250.1295319100,93.300700000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF002
"2025    ","4125000000","",ADM003,3403123.5430603016,2.619000000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF003
"2025    ","4127100000",상록구,ADM003,71737979.8775634500,53.365900000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF002
"2025    ","4127100000",상록구,ADM003,6163905.0950775127,4.585300000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF003
"2025    ","4127300000",단원구,ADM003,111338951.4531860100,81.304600000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF002
"2025    ","4127300000",단원구,ADM003,13790948.0065460288,10.238800000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF003
"2025    ","4128100000",덕양구,ADM003,209289237.9476318400,157.931900000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF002
"2025    ","4128100000",덕양구,ADM003,9767015.9734497057,7.344800000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF003
"2025    ","4128500000",일산동구,ADM003,71164556.9164124000,53.452700000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF002
"2025    ","4128500000",일산동구,ADM003,8672773.1215667695,6.510900000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF003
"2025    ","4128700000",일산서구,ADM003,49770753.5763549300,37.175500000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF002
"2025    ","4128700000",일산서구,ADM003,5542179.8132171590,4.146200000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF003
"2025    ","4129000000","",ADM003,45817207.1682128750,34.433300000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF002
"2025    ","4129000000","",ADM003,1887336.3596649175,1.417300000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF003
"2025    ","4131000000","",ADM003,40719848.2721557500,30.712100000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF002
"2025    ","4131000000","",ADM003,3327159.2936706540,2.505900000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF003
"2025    ","4136000000","",ADM003,585032311.3425979790,443.883500000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF002
"2025    ","4136000000","",ADM003,20793789.0363006527,15.776100000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF003
"2025    ","4137000000","",ADM003,51529520.4597167950,38.793500000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF002
"2025    ","4137000000","",ADM003,5137942.8057403566,3.869500000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF003
"2025    ","4139000000","",ADM003,164174987.6917724960,122.397000000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF002
"2025    ","4139000000","",ADM003,16125016.9164733929,12.010100000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF003
"2025    ","4141000000","",ADM003,44663672.4020080900,33.367800000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF002
"2025    ","4141000000","",ADM003,4090452.2637481679,3.062600000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF003
"2025    ","4143000000","",ADM003,68752352.0058135400,51.690100000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF002
"2025    ","4143000000","",ADM003,2901074.8056793220,2.176500000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF003
"2025    ","4145000000","",ADM003,115559436.9312896400,87.492700000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF002
"2025    ","4145000000","",ADM003,6874431.3259429947,5.204600000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF003
"2025    ","4146100000",처인구,ADM003,600773020.9317015900,453.888400000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF002
"2025    ","4146100000",처인구,ADM003,18498794.6829986633,13.975900000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF003
"2025    ","4146300000",기흥구,ADM003,100006942.9703979600,75.851500000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF002
"2025    ","4146300000",기흥구,ADM003,7819863.0845489500,5.932900000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF003
"2025    ","4146500000",수지구,ADM003,51765140.4054260600,39.214400000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF002
"2025    ","4146500000",수지구,ADM003,3829364.9040069590,2.904300000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF003
"2025    ","4148000000","",ADM003,889450183.8556365200,670.662900000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF002
"2025    ","4148000000","",ADM003,24570191.5508880630,18.545600000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF003
"2025    ","4150000000","",ADM003,582117766.3552323700,445.943800000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF002
"2025    ","4150000000","",ADM003,20811695.6996002220,15.964200000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF003
"2025    ","4155000000","",ADM003,710862678.7694093773,537.507800000,system,2025-07-17 09:24:38.150,system,2025-07-17 09:24:38.150,GRF002
