"objectid","shape","crtr_ymd","stdg_cd","stdg_nm","sgg_cd","sgg_nm","sigun_cd","sigun_nm","sum_genqy","sum_area","frst_rgtr_id","frst_reg_dt","mdfr_id","mdfcn_dt","grnd_rftp_se_cd"
752,,"2025    ","41111129  ",파장동,"41111",수원시 장안구,"41110",수원시,411898.8266754150,312500.000000000,system,2025-07-13 18:13:47.887,system,2025-07-13 18:13:47.887,GRF003
753,,"2025    ","41830350  ",서종면,"41830",양평군,"41830",양평군,1103413.1410522500,835900.000000000,system,2025-07-13 18:16:09.046,system,2025-07-13 18:16:09.046,GRF003
754,,"2025    ","41830360  ",단월면,"41830",양평군,"41830",양평군,674733.1065902710,511200.000000000,system,2025-07-13 18:26:34.928,system,2025-07-13 18:26:34.928,GRF003
926,,"2025    ","41220114  ",통복동,"41220",평택시,"41220",평택시,313338.7320404050,234600.000000000,system,2025-07-13 19:25:55.545,system,2025-07-13 19:25:55.545,GRF003
927,,"2025    ","41220115  ",군문동,"41220",평택시,"41220",평택시,50347.0693511963,37800.000000000,system,2025-07-13 19:26:05.814,system,2025-07-13 19:26:05.814,GRF003
928,,"2025    ","41290101  ",관문동,"41290",과천시,"41290",과천시,12412.1820220947,9300.000000000,system,2025-07-13 19:26:16.313,system,2025-07-13 19:26:16.313,GRF003
929,,"2025    ","41220116  ",유천동,"41220",평택시,"41220",평택시,117646.1726837160,88800.000000000,system,2025-07-13 19:26:27.431,system,2025-07-13 19:26:27.431,GRF003
930,,"2025    ","41220117  ",합정동,"41220",평택시,"41220",평택시,516037.1812744140,387700.000000000,system,2025-07-13 19:26:38.719,system,2025-07-13 19:26:38.719,GRF003
931,,"2025    ","41290107  ",중앙동,"41290",과천시,"41290",과천시,245548.2836608890,184700.000000000,system,2025-07-13 19:26:50.859,system,2025-07-13 19:26:50.859,GRF003
932,,"2025    ","41220118  ",비전동,"41220",평택시,"41220",평택시,1014895.9016876200,760700.000000000,system,2025-07-13 19:27:02.320,system,2025-07-13 19:27:02.320,GRF003
933,,"2025    ","41220119  ",동삭동,"41220",평택시,"41220",평택시,390639.6045837400,293200.000000000,system,2025-07-13 19:27:13.951,system,2025-07-13 19:27:13.951,GRF003
934,,"2025    ","41290108  ",원문동,"41290",과천시,"41290",과천시,51924.5916900635,39100.000000000,system,2025-07-13 19:27:23.845,system,2025-07-13 19:27:23.845,GRF003
935,,"2025    ","41290109  ",별양동,"41290",과천시,"41290",과천시,164698.5346984860,123900.000000000,system,2025-07-13 19:27:33.815,system,2025-07-13 19:27:33.815,GRF003
936,,"2025    ","41220120  ",세교동,"41220",평택시,"41220",평택시,652899.5267028810,488200.000000000,system,2025-07-13 19:27:45.819,system,2025-07-13 19:27:45.819,GRF003
937,,"2025    ","41220121  ",지제동,"41220",평택시,"41220",평택시,253519.3087768550,189900.000000000,system,2025-07-13 19:27:57.893,system,2025-07-13 19:27:57.893,GRF003
938,,"2025    ","41220122  ",신대동,"41220",평택시,"41220",평택시,125761.8199310300,94200.000000000,system,2025-07-13 19:28:10.393,system,2025-07-13 19:28:10.393,GRF003
939,,"2025    ","41220123  ",소사동,"41220",평택시,"41220",평택시,128733.0409698490,96900.000000000,system,2025-07-13 19:28:21.955,system,2025-07-13 19:28:21.955,GRF003
1018,,"2025    ","41281108  ",효자동,"41281",고양시 덕양구,"41280",고양시,36683.9580078125,28300.000000000,system,2025-07-13 20:21:41.422,system,2025-07-13 20:21:41.422,GRF003
1161,,"2025    ","41410108  ",대야미동,"41410",군포시,"41410",군포시,144495.2146759030,108000.000000000,system,2025-07-13 21:01:35.323,system,2025-07-13 21:01:35.323,GRF003
1162,,"2025    ","41410109  ",도마교동,"41410",군포시,"41410",군포시,118265.0191345210,88200.000000000,system,2025-07-13 21:01:45.948,system,2025-07-13 21:01:45.948,GRF003
1163,,"2025    ","41430101  ",고천동,"41430",의왕시,"41430",의왕시,294150.6235351560,219800.000000000,system,2025-07-13 21:01:57.457,system,2025-07-13 21:01:57.457,GRF003
1164,,"2025    ","41430102  ",이동,"41430",의왕시,"41430",의왕시,181122.8780670170,135500.000000000,system,2025-07-13 21:02:09.075,system,2025-07-13 21:02:09.075,GRF003
1165,,"2025    ","41430103  ",삼동,"41430",의왕시,"41430",의왕시,460090.4615936280,345000.000000000,system,2025-07-13 21:02:20.384,system,2025-07-13 21:02:20.384,GRF003
1166,,"2025    ","41430104  ",왕곡동,"41430",의왕시,"41430",의왕시,161910.4282684330,121300.000000000,system,2025-07-13 21:02:34.195,system,2025-07-13 21:02:34.195,GRF003
1167,,"2025    ","41430105  ",오전동,"41430",의왕시,"41430",의왕시,482797.7145385740,361300.000000000,system,2025-07-13 21:02:50.606,system,2025-07-13 21:02:50.606,GRF003
1168,,"2025    ","41430106  ",학의동,"41430",의왕시,"41430",의왕시,228999.1842346190,173400.000000000,system,2025-07-13 21:03:07.270,system,2025-07-13 21:03:07.270,GRF003
1169,,"2025    ","41430107  ",내손동,"41430",의왕시,"41430",의왕시,404874.4959411620,303900.000000000,system,2025-07-13 21:03:20.336,system,2025-07-13 21:03:20.336,GRF003
1258,,"2025    ","41480262  ",조리읍,"41480",파주시,"41480",파주시,2139592.5857086200,1620900.000000000,system,2025-07-13 21:51:40.086,system,2025-07-13 21:51:40.086,GRF003
1300,,"2025    ","41500340  ",마장면,"41500",이천시,"41500",이천시,2546886.1784057600,1933300.000000000,system,2025-07-13 22:43:38.038,system,2025-07-13 22:43:38.038,GRF003
1325,,"2025    ","41550390  ",일죽면,"41550",안성시,"41550",안성시,2534809.6555938700,1931000.000000000,system,2025-07-13 23:23:28.794,system,2025-07-13 23:23:28.794,GRF003
1355,,"2025    ","41590127  ",반송동,"41590",화성시,"41590",화성시,729350.0377807620,555600.000000000,system,2025-07-13 23:51:06.378,system,2025-07-13 23:51:06.378,GRF003
1356,,"2025    ","41590128  ",석우동,"41590",화성시,"41590",화성시,282241.2358093260,216300.000000000,system,2025-07-13 23:51:18.377,system,2025-07-13 23:51:18.377,GRF003
1357,,"2025    ","41590129  ",오산동,"41590",화성시,"41590",화성시,397296.5890655520,305800.000000000,system,2025-07-13 23:51:33.440,system,2025-07-13 23:51:33.440,GRF003
1358,,"2025    ","41590130  ",청계동,"41590",화성시,"41590",화성시,280627.9913635250,215700.000000000,system,2025-07-13 23:51:46.626,system,2025-07-13 23:51:46.626,GRF003
1359,,"2025    ","41590131  ",영천동,"41590",화성시,"41590",화성시,729583.7513885500,560900.000000000,system,2025-07-13 23:51:59.359,system,2025-07-13 23:51:59.359,GRF003
1360,,"2025    ","41590132  ",중동,"41590",화성시,"41590",화성시,54243.5237884521,41200.000000000,system,2025-07-13 23:52:13.759,system,2025-07-13 23:52:13.759,GRF003
1361,,"2025    ","41590133  ",신동,"41590",화성시,"41590",화성시,302725.4365234380,228200.000000000,system,2025-07-13 23:52:29.171,system,2025-07-13 23:52:29.171,GRF003
1385,,"2025    ","41650350  ",창수면,"41650",포천시,"41650",포천시,768516.1678466800,589000.000000000,system,2025-07-14 01:51:59.228,system,2025-07-14 01:51:59.228,GRF003
1412,,"2025    ","41610340  ",퇴촌면,"41610",광주시,"41610",광주시,778449.6235656740,593400.000000000,system,2025-07-14 02:28:59.819,system,2025-07-14 02:28:59.819,GRF003
1413,,"2025    ","41610350  ",남종면,"41610",광주시,"41610",광주시,154105.0592498780,116300.000000000,system,2025-07-14 02:30:08.290,system,2025-07-14 02:30:08.290,GRF003
1446,,"2025    ","41650320  ",내촌면,"41650",포천시,"41650",포천시,1506807.0304260300,1158200.000000000,system,2025-07-14 02:57:48.457,system,2025-07-14 02:57:48.457,GRF003
1473,,"2025    ","41670350  ",대신면,"41670",여주시,"41670",여주시,1394299.7586975100,1064700.000000000,system,2025-07-14 03:22:36.532,system,2025-07-14 03:22:36.532,GRF003
1479,,"2025    ","41800310  ",군남면,"41800",연천군,"41800",연천군,706076.5293273930,535900.000000000,system,2025-07-14 03:44:29.189,system,2025-07-14 03:44:29.189,GRF003
1480,,"2025    ","41800320  ",청산면,"41800",연천군,"41800",연천군,671253.4844970700,510800.000000000,system,2025-07-14 03:45:40.730,system,2025-07-14 03:45:40.730,GRF003
1484,,"2025    ","41800360  ",신서면,"41800",연천군,"41800",연천군,578840.2095489500,445500.000000000,system,2025-07-14 19:10:59.495,system,2025-07-14 19:10:59.495,GRF003
1488,,"2025    ","41820310  ",설악면,"41820",가평군,"41820",가평군,1521281.8346939100,1166000.000000000,system,2025-07-14 21:47:55.496,system,2025-07-14 21:47:55.496,GRF003
1492,,"2025    ","41820350  ",북면,"41820",가평군,"41820",가평군,818764.6643905640,624000.000000000,system,2025-07-14 22:12:29.258,system,2025-07-14 22:12:29.258,GRF003
1498,,"2025    ","41111129  ",파장동,"41111",수원시 장안구,"41110",수원시,6337084.0121460000,4801600.000000000,system,2025-07-15 20:24:39.175,system,2025-07-15 20:24:39.175,GRF002
1500,,"2025    ","41830360  ",단월면,"41830",양평군,"41830",양평군,140676994.3032300000,107187400.000000000,system,2025-07-15 20:37:23.334,system,2025-07-15 20:37:23.334,GRF002
755,,"2025    ","41830370  ",청운면,"41830",양평군,"41830",양평군,612642.0667266850,465700.000000000,system,2025-07-13 18:30:36.862,system,2025-07-13 18:30:36.862,GRF003
940,,"2025    ","41290110  ",부림동,"41290",과천시,"41290",과천시,99271.2665557861,74500.000000000,system,2025-07-13 19:28:31.873,system,2025-07-13 19:28:31.873,GRF003
941,,"2025    ","41220124  ",용이동,"41220",평택시,"41220",평택시,507983.3994750980,382200.000000000,system,2025-07-13 19:28:42.871,system,2025-07-13 19:28:42.871,GRF003
942,,"2025    ","41360262  ",오남읍,"41360",남양주시,"41360",남양주시,1360732.0978088400,1035900.000000000,system,2025-07-13 19:29:29.094,system,2025-07-13 19:29:29.094,GRF003
943,,"2025    ","41550114  ",금산동,"41550",안성시,"41550",안성시,90101.9892730713,68700.000000000,system,2025-07-13 19:29:39.363,system,2025-07-13 19:29:39.363,GRF003
1019,,"2025    ","41281109  ",지축동,"41281",고양시 덕양구,"41280",고양시,460368.7905883790,349100.000000000,system,2025-07-13 20:22:06.976,system,2025-07-13 20:22:06.976,GRF003
1020,,"2025    ","41281110  ",오금동,"41281",고양시 덕양구,"41280",고양시,279463.0531005860,212000.000000000,system,2025-07-13 20:22:20.842,system,2025-07-13 20:22:20.842,GRF003
1021,,"2025    ","41281111  ",삼송동,"41281",고양시 덕양구,"41280",고양시,315013.5194854740,237300.000000000,system,2025-07-13 20:22:32.944,system,2025-07-13 20:22:32.944,GRF003
1022,,"2025    ","41281112  ",동산동,"41281",고양시 덕양구,"41280",고양시,336401.2948150630,253100.000000000,system,2025-07-13 20:22:44.267,system,2025-07-13 20:22:44.267,GRF003
1023,,"2025    ","41281113  ",용두동,"41281",고양시 덕양구,"41280",고양시,292679.9279479980,219700.000000000,system,2025-07-13 20:22:59.841,system,2025-07-13 20:22:59.841,GRF003
1024,,"2025    ","41281114  ",벽제동,"41281",고양시 덕양구,"41280",고양시,200816.7057342530,152200.000000000,system,2025-07-13 20:23:28.304,system,2025-07-13 20:23:28.304,GRF003
1025,,"2025    ","41281115  ",선유동,"41281",고양시 덕양구,"41280",고양시,92493.7016448975,70100.000000000,system,2025-07-13 20:23:42.029,system,2025-07-13 20:23:42.029,GRF003
1026,,"2025    ","41281116  ",고양동,"41281",고양시 덕양구,"41280",고양시,284813.3175354000,215500.000000000,system,2025-07-13 20:23:54.234,system,2025-07-13 20:23:54.234,GRF003
1027,,"2025    ","41281117  ",대자동,"41281",고양시 덕양구,"41280",고양시,361988.1771240230,274100.000000000,system,2025-07-13 20:24:23.321,system,2025-07-13 20:24:23.321,GRF003
1028,,"2025    ","41281118  ",관산동,"41281",고양시 덕양구,"41280",고양시,571764.1097106930,431800.000000000,system,2025-07-13 20:24:35.874,system,2025-07-13 20:24:35.874,GRF003
1029,,"2025    ","41281119  ",내유동,"41281",고양시 덕양구,"41280",고양시,593315.2409210210,448500.000000000,system,2025-07-13 20:24:49.062,system,2025-07-13 20:24:49.062,GRF003
1030,,"2025    ","41281120  ",토당동,"41281",고양시 덕양구,"41280",고양시,513904.2211151120,382900.000000000,system,2025-07-13 20:25:02.361,system,2025-07-13 20:25:02.361,GRF003
1031,,"2025    ","41281121  ",내곡동,"41281",고양시 덕양구,"41280",고양시,126544.8697357180,94500.000000000,system,2025-07-13 20:25:15.007,system,2025-07-13 20:25:15.007,GRF003
1032,,"2025    ","41281122  ",대장동,"41281",고양시 덕양구,"41280",고양시,160813.8854675290,120200.000000000,system,2025-07-13 20:25:28.076,system,2025-07-13 20:25:28.076,GRF003
1033,,"2025    ","41281123  ",화정동,"41281",고양시 덕양구,"41280",고양시,589815.2036895750,442500.000000000,system,2025-07-13 20:25:40.578,system,2025-07-13 20:25:40.578,GRF003
1034,,"2025    ","41281124  ",강매동,"41281",고양시 덕양구,"41280",고양시,75023.6189270020,55700.000000000,system,2025-07-13 20:25:52.323,system,2025-07-13 20:25:52.323,GRF003
1035,,"2025    ","41281125  ",행주내동,"41281",고양시 덕양구,"41280",고양시,232351.4929199220,171900.000000000,system,2025-07-13 20:26:03.733,system,2025-07-13 20:26:03.733,GRF003
1036,,"2025    ","41281126  ",행주외동,"41281",고양시 덕양구,"41280",고양시,92156.9742736816,68400.000000000,system,2025-07-13 20:26:15.166,system,2025-07-13 20:26:15.166,GRF003
1170,,"2025    ","41430108  ",청계동,"41430",의왕시,"41430",의왕시,171070.9876556400,128700.000000000,system,2025-07-13 21:03:39.301,system,2025-07-13 21:03:39.301,GRF003
1171,,"2025    ","41430109  ",포일동,"41430",의왕시,"41430",의왕시,284405.3842773440,213800.000000000,system,2025-07-13 21:03:53.868,system,2025-07-13 21:03:53.868,GRF003
1172,,"2025    ","41430110  ",월암동,"41430",의왕시,"41430",의왕시,131441.9028320310,98700.000000000,system,2025-07-13 21:04:05.091,system,2025-07-13 21:04:05.091,GRF003
1173,,"2025    ","41430111  ",초평동,"41430",의왕시,"41430",의왕시,100210.7447357180,75100.000000000,system,2025-07-13 21:04:16.451,system,2025-07-13 21:04:16.451,GRF003
1174,,"2025    ","41450101  ",천현동,"41450",하남시,"41450",하남시,348873.9007568360,262600.000000000,system,2025-07-13 21:04:30.219,system,2025-07-13 21:04:30.219,GRF003
1175,,"2025    ","41450102  ",하산곡동,"41450",하남시,"41450",하남시,315037.0488128660,237300.000000000,system,2025-07-13 21:04:51.033,system,2025-07-13 21:04:51.033,GRF003
1176,,"2025    ","41450103  ",창우동,"41450",하남시,"41450",하남시,276197.3265838620,208600.000000000,system,2025-07-13 21:05:04.210,system,2025-07-13 21:05:04.210,GRF003
1177,,"2025    ","41450104  ",배알미동,"41450",하남시,"41450",하남시,14486.6324615479,10900.000000000,system,2025-07-13 21:05:17.332,system,2025-07-13 21:05:17.332,GRF003
1178,,"2025    ","41450105  ",상산곡동,"41450",하남시,"41450",하남시,265366.4344635010,200300.000000000,system,2025-07-13 21:05:37.259,system,2025-07-13 21:05:37.259,GRF003
1179,,"2025    ","41450106  ",신장동,"41450",하남시,"41450",하남시,532221.0677490230,401500.000000000,system,2025-07-13 21:05:48.133,system,2025-07-13 21:05:48.133,GRF003
1180,,"2025    ","41450107  ",당정동,"41450",하남시,"41450",하남시,0.0000000000,0.000000000,system,2025-07-13 21:05:58.115,system,2025-07-13 21:05:58.115,GRF003
1181,,"2025    ","41450108  ",덕풍동,"41450",하남시,"41450",하남시,885026.2753295900,669100.000000000,system,2025-07-13 21:06:13.965,system,2025-07-13 21:06:13.965,GRF003
1182,,"2025    ","41450109  ",망월동,"41450",하남시,"41450",하남시,699873.6101989750,534300.000000000,system,2025-07-13 21:06:25.362,system,2025-07-13 21:06:25.362,GRF003
1183,,"2025    ","41450110  ",풍산동,"41450",하남시,"41450",하남시,416904.4365844730,316400.000000000,system,2025-07-13 21:06:36.625,system,2025-07-13 21:06:36.625,GRF003
1184,,"2025    ","41450115  ",감이동,"41450",하남시,"41450",하남시,207618.9126281740,157600.000000000,system,2025-07-13 21:06:49.884,system,2025-07-13 21:06:49.884,GRF003
1185,,"2025    ","41450116  ",학암동,"41450",하남시,"41450",하남시,193726.8850250240,147500.000000000,system,2025-07-13 21:07:03.311,system,2025-07-13 21:07:03.311,GRF003
1186,,"2025    ","41450117  ",교산동,"41450",하남시,"41450",하남시,158704.2931823730,119200.000000000,system,2025-07-13 21:07:14.065,system,2025-07-13 21:07:14.065,GRF003
1187,,"2025    ","41450118  ",춘궁동,"41450",하남시,"41450",하남시,252180.1542053220,190000.000000000,system,2025-07-13 21:07:25.722,system,2025-07-13 21:07:25.722,GRF003
1188,,"2025    ","41450119  ",하사창동,"41450",하남시,"41450",하남시,217961.0363311770,163900.000000000,system,2025-07-13 21:07:37.043,system,2025-07-13 21:07:37.043,GRF003
1189,,"2025    ","41450120  ",상사창동,"41450",하남시,"41450",하남시,180274.1179351810,136300.000000000,system,2025-07-13 21:07:50.312,system,2025-07-13 21:07:50.312,GRF003
1190,,"2025    ","41450121  ",항동,"41450",하남시,"41450",하남시,170856.3488464360,129000.000000000,system,2025-07-13 21:08:04.091,system,2025-07-13 21:08:04.091,GRF003
1191,,"2025    ","41450122  ",초일동,"41450",하남시,"41450",하남시,200720.0746154790,152000.000000000,system,2025-07-13 21:08:15.269,system,2025-07-13 21:08:15.269,GRF003
1192,,"2025    ","41450123  ",초이동,"41450",하남시,"41450",하남시,415954.4458160400,314800.000000000,system,2025-07-13 21:08:28.655,system,2025-07-13 21:08:28.655,GRF003
1193,,"2025    ","41450124  ",광암동,"41450",하남시,"41450",하남시,197643.5349121090,149600.000000000,system,2025-07-13 21:08:40.798,system,2025-07-13 21:08:40.798,GRF003
1194,,"2025    ","41461101  ",김량장동,"41461",용인시 처인구,"41460",용인시,433297.9736328120,327200.000000000,system,2025-07-13 21:08:51.925,system,2025-07-13 21:08:51.925,GRF003
756,,"2025    ","41830380  ",양동면,"41830",양평군,"41830",양평군,846452.6402740480,644500.000000000,system,2025-07-13 18:39:33.635,system,2025-07-13 18:39:33.635,GRF003
944,,"2025    ","41220125  ",월곡동,"41220",평택시,"41220",평택시,105873.7378234860,79700.000000000,system,2025-07-13 19:29:50.820,system,2025-07-13 19:29:50.820,GRF003
945,,"2025    ","41550115  ",연지동,"41550",안성시,"41550",안성시,20975.0109863281,16000.000000000,system,2025-07-13 19:30:00.915,system,2025-07-13 19:30:00.915,GRF003
946,,"2025    ","41550116  ",대천동,"41550",안성시,"41550",안성시,27007.3252716064,20600.000000000,system,2025-07-13 19:30:11.013,system,2025-07-13 19:30:11.013,GRF003
947,,"2025    ","41550117  ",서인동,"41550",안성시,"41550",안성시,31601.5956115723,24100.000000000,system,2025-07-13 19:30:20.978,system,2025-07-13 19:30:20.978,GRF003
948,,"2025    ","41220126  ",청룡동,"41220",평택시,"41220",평택시,134355.7768402100,101000.000000000,system,2025-07-13 19:30:32.793,system,2025-07-13 19:30:32.793,GRF003
949,,"2025    ","41220127  ",죽백동,"41220",평택시,"41220",평택시,327409.7329559330,246300.000000000,system,2025-07-13 19:30:45.231,system,2025-07-13 19:30:45.231,GRF003
950,,"2025    ","41220128  ",고덕동,"41220",평택시,"41220",평택시,1119389.6139221200,841800.000000000,system,2025-07-13 19:31:34.592,system,2025-07-13 19:31:34.592,GRF003
951,,"2025    ","41220250  ",팽성읍,"41220",평택시,"41220",평택시,2495162.1867675800,1878600.000000000,system,2025-07-13 19:33:15.027,system,2025-07-13 19:33:15.027,GRF003
952,,"2025    ","41220253  ",안중읍,"41220",평택시,"41220",평택시,1580467.3586273200,1172100.000000000,system,2025-07-13 19:35:45.138,system,2025-07-13 19:35:45.138,GRF003
953,,"2025    ","41220256  ",포승읍,"41220",평택시,"41220",평택시,4430520.0238952600,3251000.000000000,system,2025-07-13 19:41:40.269,system,2025-07-13 19:41:40.269,GRF003
1037,,"2025    ","41281127  ",신평동,"41281",고양시 덕양구,"41280",고양시,38268.5234069824,28400.000000000,system,2025-07-13 20:26:25.940,system,2025-07-13 20:26:25.940,GRF003
1038,,"2025    ","41370109  ",은계동,"41370",오산시,"41370",오산시,91219.7676086426,68900.000000000,system,2025-07-13 20:26:36.122,system,2025-07-13 20:26:36.122,GRF003
1039,,"2025    ","41281128  ",행신동,"41281",고양시 덕양구,"41280",고양시,779994.1495056150,584100.000000000,system,2025-07-13 20:26:48.349,system,2025-07-13 20:26:48.349,GRF003
1040,,"2025    ","41281129  ",화전동,"41281",고양시 덕양구,"41280",고양시,263750.7617187500,197200.000000000,system,2025-07-13 20:27:00.706,system,2025-07-13 20:27:00.706,GRF003
1041,,"2025    ","41281130  ",현천동,"41281",고양시 덕양구,"41280",고양시,184889.8499145510,137600.000000000,system,2025-07-13 20:27:16.413,system,2025-07-13 20:27:16.413,GRF003
1042,,"2025    ","41281131  ",덕은동,"41281",고양시 덕양구,"41280",고양시,266975.1967620850,198500.000000000,system,2025-07-13 20:27:29.500,system,2025-07-13 20:27:29.500,GRF003
1043,,"2025    ","41281132  ",향동동,"41281",고양시 덕양구,"41280",고양시,281423.6009216310,210800.000000000,system,2025-07-13 20:27:40.783,system,2025-07-13 20:27:40.783,GRF003
1044,,"2025    ","41285101  ",식사동,"41285",고양시 일산동구,"41280",고양시,812459.9474639890,612100.000000000,system,2025-07-13 20:28:00.195,system,2025-07-13 20:28:00.195,GRF003
1045,,"2025    ","41370119  ",탑동,"41370",오산시,"41370",오산시,11412.8707885742,8600.000000000,system,2025-07-13 20:28:10.360,system,2025-07-13 20:28:10.360,GRF003
1046,,"2025    ","41285102  ",중산동,"41285",고양시 일산동구,"41280",고양시,453706.9331512450,342000.000000000,system,2025-07-13 20:28:21.234,system,2025-07-13 20:28:21.234,GRF003
1195,,"2025    ","41461102  ",역북동,"41461",용인시 처인구,"41460",용인시,444522.1446075440,335800.000000000,system,2025-07-13 21:09:10.094,system,2025-07-13 21:09:10.094,GRF003
1196,,"2025    ","41461103  ",삼가동,"41461",용인시 처인구,"41460",용인시,364865.0735626220,276200.000000000,system,2025-07-13 21:09:26.271,system,2025-07-13 21:09:26.271,GRF003
1197,,"2025    ","41461104  ",남동,"41461",용인시 처인구,"41460",용인시,278482.6234741210,209900.000000000,system,2025-07-13 21:09:39.839,system,2025-07-13 21:09:39.839,GRF003
1198,,"2025    ","41461105  ",유방동,"41461",용인시 처인구,"41460",용인시,402841.8344573970,304300.000000000,system,2025-07-13 21:09:56.742,system,2025-07-13 21:09:56.742,GRF003
1199,,"2025    ","41461106  ",고림동,"41461",용인시 처인구,"41460",용인시,491091.6913604740,370600.000000000,system,2025-07-13 21:10:11.881,system,2025-07-13 21:10:11.881,GRF003
1200,,"2025    ","41461107  ",마평동,"41461",용인시 처인구,"41460",용인시,332152.3592987060,250500.000000000,system,2025-07-13 21:10:25.543,system,2025-07-13 21:10:25.543,GRF003
1201,,"2025    ","41461108  ",운학동,"41461",용인시 처인구,"41460",용인시,126914.5685882570,95800.000000000,system,2025-07-13 21:10:39.905,system,2025-07-13 21:10:39.905,GRF003
1259,,"2025    ","41480310  ",월롱면,"41480",파주시,"41480",파주시,1863371.9476623500,1405600.000000000,system,2025-07-13 21:53:36.244,system,2025-07-13 21:53:36.244,GRF003
1260,,"2025    ","41480320  ",탄현면,"41480",파주시,"41480",파주시,2600441.2137146000,1945500.000000000,system,2025-07-13 21:56:05.570,system,2025-07-13 21:56:05.570,GRF003
1261,,"2025    ","41480350  ",광탄면,"41480",파주시,"41480",파주시,2598535.3104095500,1973100.000000000,system,2025-07-13 22:00:12.038,system,2025-07-13 22:00:12.038,GRF003
1301,,"2025    ","41500350  ",대월면,"41500",이천시,"41500",이천시,1948676.2958068800,1505600.000000000,system,2025-07-13 22:45:02.055,system,2025-07-13 22:45:02.055,GRF003
1302,,"2025    ","41500360  ",모가면,"41500",이천시,"41500",이천시,1474424.6631012000,1126900.000000000,system,2025-07-13 22:46:15.968,system,2025-07-13 22:46:15.968,GRF003
1326,,"2025    ","41550400  ",죽산면,"41550",안성시,"41550",안성시,1416865.3533172600,1069600.000000000,system,2025-07-13 23:26:29.963,system,2025-07-13 23:26:29.963,GRF003
1327,,"2025    ","41550410  ",삼죽면,"41550",안성시,"41550",안성시,1002586.0509338400,757600.000000000,system,2025-07-13 23:28:16.387,system,2025-07-13 23:28:16.387,GRF003
1328,,"2025    ","41550420  ",고삼면,"41550",안성시,"41550",안성시,617967.6759948730,467500.000000000,system,2025-07-13 23:29:50.149,system,2025-07-13 23:29:50.149,GRF003
1362,,"2025    ","41590134  ",목동,"41590",화성시,"41590",화성시,185623.6573944090,141500.000000000,system,2025-07-13 23:52:39.988,system,2025-07-13 23:52:39.988,GRF003
1363,,"2025    ","41590135  ",산척동,"41590",화성시,"41590",화성시,337496.8088684080,255700.000000000,system,2025-07-13 23:52:51.887,system,2025-07-13 23:52:51.887,GRF003
1364,,"2025    ","41590136  ",장지동,"41590",화성시,"41590",화성시,462779.3848419190,347700.000000000,system,2025-07-13 23:53:07.430,system,2025-07-13 23:53:07.430,GRF003
1386,,"2025    ","41650360  ",영중면,"41650",포천시,"41650",포천시,1155952.0220184300,890700.000000000,system,2025-07-14 01:55:46.583,system,2025-07-14 01:55:46.583,GRF003
1414,,"2025    ","41610370  ",남한산성면,"41610",광주시,"41610",광주시,264257.6522979740,200700.000000000,system,2025-07-14 02:32:13.146,system,2025-07-14 02:32:13.146,GRF003
1415,,"2025    ","41630101  ",유양동,"41630",양주시,"41630",양주시,206737.7278747560,157100.000000000,system,2025-07-14 02:32:25.477,system,2025-07-14 02:32:25.477,GRF003
1416,,"2025    ","41630102  ",어둔동,"41630",양주시,"41630",양주시,55940.8452453613,42500.000000000,system,2025-07-14 02:32:37.413,system,2025-07-14 02:32:37.413,GRF003
1417,,"2025    ","41630103  ",남방동,"41630",양주시,"41630",양주시,144720.6096649170,110100.000000000,system,2025-07-14 02:32:48.942,system,2025-07-14 02:32:48.942,GRF003
1418,,"2025    ","41630104  ",마전동,"41630",양주시,"41630",양주시,110140.2128295900,83800.000000000,system,2025-07-14 02:33:01.640,system,2025-07-14 02:33:01.640,GRF003
1419,,"2025    ","41630105  ",산북동,"41630",양주시,"41630",양주시,138411.8538360600,105300.000000000,system,2025-07-14 02:33:14.267,system,2025-07-14 02:33:14.267,GRF003
1420,,"2025    ","41630106  ",광사동,"41630",양주시,"41630",양주시,278227.5221557620,212200.000000000,system,2025-07-14 02:33:32.309,system,2025-07-14 02:33:32.309,GRF003
1447,,"2025    ","41650330  ",가산면,"41650",포천시,"41650",포천시,2905186.6287384000,2240900.000000000,system,2025-07-14 02:59:00.633,system,2025-07-14 02:59:00.633,GRF003
757,,"2025    ","41830395  ",지평면,"41830",양평군,"41830",양평군,1016720.6397705100,771900.000000000,system,2025-07-13 18:44:37.329,system,2025-07-13 18:44:37.329,GRF003
954,,"2025    ","41220259  ",청북읍,"41220",평택시,"41220",평택시,3900757.4175872800,2907500.000000000,system,2025-07-13 19:44:11.229,system,2025-07-13 19:44:11.229,GRF003
1047,,"2025    ","41285103  ",정발산동,"41285",고양시 일산동구,"41280",고양시,595651.5468139650,446500.000000000,system,2025-07-13 20:28:31.391,system,2025-07-13 20:28:31.391,GRF003
1202,,"2025    ","41461109  ",호동,"41461",용인시 처인구,"41460",용인시,63924.5143890381,48300.000000000,system,2025-07-13 21:11:10.471,system,2025-07-13 21:11:10.471,GRF003
1203,,"2025    ","41461110  ",해곡동,"41461",용인시 처인구,"41460",용인시,36658.1224517822,27700.000000000,system,2025-07-13 21:11:25.319,system,2025-07-13 21:11:25.319,GRF003
1204,,"2025    ","41461250  ",포곡읍,"41461",용인시 처인구,"41460",용인시,1918428.5472869900,1453800.000000000,system,2025-07-13 21:12:36.806,system,2025-07-13 21:12:36.806,GRF003
