"objectid","shape","crtr_ymd","stdg_cd","stdg_nm","sgg_cd","sgg_nm","sigun_cd","sigun_nm","sum_genqy","sum_area","frst_rgtr_id","frst_reg_dt","mdfr_id","mdfcn_dt","grnd_rftp_se_cd"
373,,"2025    ","41550104  ",봉남동,"41550",안성시,"41550",안성시,327722.3202209470,250400.000000000,system,2025-05-30 15:16:03.344,system,2025-05-30 15:16:03.344,GRF001
374,,"2025    ","41285104  ",장항동,"41285",고양시 일산동구,"41280",고양시,15142763.6943665000,11251000.000000000,system,2025-05-30 15:16:17.174,system,2025-05-30 15:16:17.174,GRF001
375,,"2025    ","41285105  ",마두동,"41285",고양시 일산동구,"41280",고양시,3792197.1201629600,2837800.000000000,system,2025-05-30 15:16:27.653,system,2025-05-30 15:16:27.653,GRF001
376,,"2025    ","41610253  ",초월읍,"41610",광주시,"41610",광주시,73273123.7553558000,55830700.000000000,system,2025-05-30 15:18:20.633,system,2025-05-30 15:18:20.633,GRF001
377,,"2025    ","41610259  ",곤지암읍,"41610",광주시,"41610",광주시,99933848.0158234000,76214200.000000000,system,2025-05-30 15:21:33.761,system,2025-05-30 15:21:33.761,GRF001
378,,"2025    ","41610330  ",도척면,"41610",광주시,"41610",광주시,68714965.0509186000,52154500.000000000,system,2025-05-30 15:23:23.667,system,2025-05-30 15:23:23.667,GRF001
379,,"2025    ","41610340  ",퇴촌면,"41610",광주시,"41610",광주시,78953591.5699310000,60275300.000000000,system,2025-05-30 15:26:26.527,system,2025-05-30 15:26:26.527,GRF001
380,,"2025    ","41610350  ",남종면,"41610",광주시,"41610",광주시,64080205.1867523000,48386000.000000000,system,2025-05-30 15:27:33.038,system,2025-05-30 15:27:33.038,GRF001
381,,"2025    ","41610370  ",남한산성면,"41610",광주시,"41610",광주시,44288938.6290283000,33621000.000000000,system,2025-05-30 15:29:36.834,system,2025-05-30 15:29:36.834,GRF001
382,,"2025    ","41630106  ",광사동,"41630",양주시,"41630",양주시,7690108.9488525400,5867800.000000000,system,2025-05-30 15:29:54.818,system,2025-05-30 15:29:54.818,GRF001
383,,"2025    ","41630107  ",만송동,"41630",양주시,"41630",양주시,7374638.0773620600,5617400.000000000,system,2025-05-30 15:30:08.796,system,2025-05-30 15:30:08.796,GRF001
384,,"2025    ","41630108  ",삼숭동,"41630",양주시,"41630",양주시,7397357.5597991900,5658100.000000000,system,2025-05-30 15:30:22.871,system,2025-05-30 15:30:22.871,GRF001
385,,"2025    ","41630112  ",회암동,"41630",양주시,"41630",양주시,6930320.4722747800,5388600.000000000,system,2025-05-30 15:30:39.406,system,2025-05-30 15:30:39.406,GRF001
386,,"2025    ","41630113  ",율정동,"41630",양주시,"41630",양주시,6467668.0585022000,4987100.000000000,system,2025-05-30 15:31:00.748,system,2025-05-30 15:31:00.748,GRF001
387,,"2025    ","41630114  ",옥정동,"41630",양주시,"41630",양주시,9551285.0148239100,7417100.000000000,system,2025-05-30 15:31:24.004,system,2025-05-30 15:31:24.004,GRF001
388,,"2025    ","41630115  ",고암동,"41630",양주시,"41630",양주시,4178310.9545059200,3250800.000000000,system,2025-05-30 15:31:37.253,system,2025-05-30 15:31:37.253,GRF001
389,,"2025    ","41630250  ",백석읍,"41630",양주시,"41630",양주시,54101547.9036255000,41100300.000000000,system,2025-05-30 15:33:43.296,system,2025-05-30 15:33:43.296,GRF001
390,,"2025    ","41630310  ",은현면,"41630",양주시,"41630",양주시,45060130.6940002000,34625700.000000000,system,2025-05-30 15:36:18.040,system,2025-05-30 15:36:18.040,GRF001
391,,"2025    ","41630320  ",남면,"41630",양주시,"41630",양주시,47431466.3945618000,36457000.000000000,system,2025-05-30 15:38:50.577,system,2025-05-30 15:38:50.577,GRF001
392,,"2025    ","41630330  ",광적면,"41630",양주시,"41630",양주시,63600148.3978729000,48491100.000000000,system,2025-05-30 15:43:29.989,system,2025-05-30 15:43:29.989,GRF001
393,,"2025    ","41630340  ",장흥면,"41630",양주시,"41630",양주시,84034643.0512848000,63925600.000000000,system,2025-05-30 15:45:38.422,system,2025-05-30 15:45:38.422,GRF001
394,,"2025    ","41285106  ",백석동,"41285",고양시 일산동구,"41280",고양시,5318297.8671722400,3952100.000000000,system,2025-05-30 15:45:53.715,system,2025-05-30 15:45:53.715,GRF001
395,,"2025    ","41670117  ",멱곡동,"41670",여주시,"41670",여주시,3736275.2297973600,2844700.000000000,system,2025-05-30 15:46:06.171,system,2025-05-30 15:46:06.171,GRF001
396,,"2025    ","41480114  ",당하동,"41480",파주시,"41480",파주시,2196947.5464019800,1668000.000000000,system,2025-05-30 15:46:16.926,system,2025-05-30 15:46:16.926,GRF001
397,,"2025    ","41310105  ",수택동,"41310",구리시,"41310",구리시,3406721.0883178700,2558500.000000000,system,2025-05-30 15:46:29.469,system,2025-05-30 15:46:29.469,GRF001
398,,"2025    ","41670330  ",금사면,"41670",여주시,"41670",여주시,54702365.9325562000,41706600.000000000,system,2025-05-30 15:47:25.990,system,2025-05-30 15:47:25.990,GRF001
399,,"2025    ","41670345  ",세종대왕면,"41670",여주시,"41670",여주시,68952633.3258667000,52978900.000000000,system,2025-05-30 15:50:42.708,system,2025-05-30 15:50:42.708,GRF001
400,,"2025    ","41670350  ",대신면,"41670",여주시,"41670",여주시,99309620.1040955000,75818600.000000000,system,2025-05-30 15:53:19.550,system,2025-05-30 15:53:19.550,GRF001
401,,"2025    ","41670360  ",북내면,"41670",여주시,"41670",여주시,86079261.0804291000,65655400.000000000,system,2025-05-30 15:57:18.611,system,2025-05-30 15:57:18.611,GRF001
402,,"2025    ","41670370  ",강천면,"41670",여주시,"41670",여주시,98084561.8377686000,74265100.000000000,system,2025-05-30 16:01:20.580,system,2025-05-30 16:01:20.580,GRF001
403,,"2025    ","41670380  ",산북면,"41670",여주시,"41670",여주시,42715384.9889221000,32621200.000000000,system,2025-05-30 16:02:30.210,system,2025-05-30 16:02:30.210,GRF001
404,,"2025    ","41800250  ",연천읍,"41800",연천군,"41800",연천군,114826739.3978580000,87791100.000000000,system,2025-05-30 16:08:05.540,system,2025-05-30 16:08:05.540,GRF001
405,,"2025    ","41800253  ",전곡읍,"41800",연천군,"41800",연천군,72493201.9024811000,55136300.000000000,system,2025-05-30 16:14:04.181,system,2025-05-30 16:14:04.181,GRF001
406,,"2025    ","41800310  ",군남면,"41800",연천군,"41800",연천군,60018786.6966553000,45577400.000000000,system,2025-05-30 16:15:19.949,system,2025-05-30 16:15:19.949,GRF001
407,,"2025    ","41800320  ",청산면,"41800",연천군,"41800",연천군,57408045.1594086000,43701500.000000000,system,2025-05-30 16:16:29.727,system,2025-05-30 16:16:29.727,GRF001
408,,"2025    ","41800330  ",백학면,"41800",연천군,"41800",연천군,80925050.6232300000,61174000.000000000,system,2025-05-30 18:24:43.745,system,2025-05-30 18:24:43.745,GRF001
409,,"2025    ","41800340  ",미산면,"41800",연천군,"41800",연천군,54892319.0449066000,41457200.000000000,system,2025-05-30 18:26:05.809,system,2025-05-30 18:26:05.809,GRF001
410,,"2025    ","41800350  ",왕징면,"41800",연천군,"41800",연천군,108983712.5467530000,82537500.000000000,system,2025-05-30 18:50:28.832,system,2025-05-30 18:50:28.832,GRF001
411,,"2025    ","41800360  ",신서면,"41800",연천군,"41800",연천군,150706373.0081710000,116280400.000000000,system,2025-05-31 07:46:52.161,system,2025-05-31 07:46:52.161,GRF001
412,,"2025    ","41800370  ",중면,"41800",연천군,"41800",연천군,99997105.8950653000,76063100.000000000,system,2025-05-31 10:03:52.180,system,2025-05-31 10:03:52.180,GRF001
413,,"2025    ","41800380  ",장남면,"41800",연천군,"41800",연천군,47688538.4023895000,35960600.000000000,system,2025-05-31 10:05:10.412,system,2025-05-31 10:05:10.412,GRF001
414,,"2025    ","41820250  ",가평읍,"41820",가평군,"41820",가평군,191301864.4359890000,145064700.000000000,system,2025-05-31 10:15:33.635,system,2025-05-31 10:15:33.635,GRF001
415,,"2025    ","41820310  ",설악면,"41820",가평군,"41820",가평군,183400863.8218610000,141008900.000000000,system,2025-05-31 10:23:54.770,system,2025-05-31 10:23:54.770,GRF001
416,,"2025    ","41820325  ",청평면,"41820",가평군,"41820",가평군,148284805.2525180000,112148000.000000000,system,2025-05-31 10:32:01.498,system,2025-05-31 10:32:01.498,GRF001
417,,"2025    ","41820330  ",상면,"41820",가평군,"41820",가평군,130658523.8899080000,99947300.000000000,system,2025-05-31 10:38:48.572,system,2025-05-31 10:38:48.572,GRF001
418,,"2025    ","41820345  ",조종면,"41820",가평군,"41820",가평군,145576416.0501170000,112730300.000000000,system,2025-05-31 10:42:17.065,system,2025-05-31 10:42:17.065,GRF001
419,,"2025    ","41820350  ",북면,"41820",가평군,"41820",가평군,297589464.1623920000,229877900.000000000,system,2025-05-31 10:47:58.976,system,2025-05-31 10:47:58.976,GRF001
420,,"2025    ","41285108  ",산황동,"41285",고양시 일산동구,"41280",고양시,2423956.2318115200,1816700.000000000,system,2025-05-31 10:48:10.206,system,2025-05-31 10:48:10.206,GRF001
421,,"2025    ","41111129  ",파장동,"41111",수원시 장안구,"41110",수원시,6748982.8388214100,5114100.000000000,system,2025-05-31 10:48:23.525,system,2025-05-31 10:48:23.525,GRF001
422,,"2025    ","41830360  ",단월면,"41830",양평군,"41830",양평군,141351727.4098210000,107698600.000000000,system,2025-05-31 10:58:48.034,system,2025-05-31 10:58:48.034,GRF001
423,,"2025    ","41830370  ",청운면,"41830",양평군,"41830",양평군,126375233.2848360000,96457400.000000000,system,2025-05-31 11:02:46.211,system,2025-05-31 11:02:46.211,GRF001
424,,"2025    ","41830380  ",양동면,"41830",양평군,"41830",양평군,157747587.7190700000,120187400.000000000,system,2025-05-31 11:11:36.953,system,2025-05-31 11:11:36.953,GRF001
425,,"2025    ","41830395  ",지평면,"41830",양평군,"41830",양평군,102309113.0969540000,77688600.000000000,system,2025-05-31 11:16:39.292,system,2025-05-31 11:16:39.292,GRF001
426,,"2025    ","41830400  ",용문면,"41830",양평군,"41830",양평군,134947972.4198000000,102348000.000000000,system,2025-05-31 11:22:15.822,system,2025-05-31 11:22:15.822,GRF001
427,,"2025    ","41830410  ",개군면,"41830",양평군,"41830",양평군,42515894.4921265000,32282700.000000000,system,2025-05-31 11:22:51.777,system,2025-05-31 11:22:51.777,GRF001
428,,"2025    ","41285111  ",설문동,"41285",고양시 일산동구,"41280",고양시,6587936.8695983900,4987200.000000000,system,2025-05-31 11:23:09.211,system,2025-05-31 11:23:09.211,GRF001
429,,"2025    ","41111130  ",정자동,"41111",수원시 장안구,"41110",수원시,4452381.1730651900,3372200.000000000,system,2025-05-31 11:23:21.862,system,2025-05-31 11:23:21.862,GRF001
430,,"2025    ","41111134  ",영화동,"41111",수원시 장안구,"41110",수원시,1689246.1635742200,1280800.000000000,system,2025-05-31 11:23:33.140,system,2025-05-31 11:23:33.140,GRF001
431,,"2025    ","41111135  ",송죽동,"41111",수원시 장안구,"41110",수원시,2209071.9545288100,1678500.000000000,system,2025-05-31 11:23:44.095,system,2025-05-31 11:23:44.095,GRF001
432,,"2025    ","41550105  ",구포동,"41550",안성시,"41550",안성시,149527.2038421630,114100.000000000,system,2025-05-31 11:23:54.206,system,2025-05-31 11:23:54.206,GRF001
433,,"2025    ","41111137  ",연무동,"41111",수원시 장안구,"41110",수원시,1247795.3932342500,948400.000000000,system,2025-05-31 11:24:04.897,system,2025-05-31 11:24:04.897,GRF001
434,,"2025    ","41113127  ",평동,"41113",수원시 권선구,"41110",수원시,1047848.0844268800,791800.000000000,system,2025-05-31 11:24:15.443,system,2025-05-31 11:24:15.443,GRF001
435,,"2025    ","41550107  ",명륜동,"41550",안성시,"41550",안성시,370104.7173614500,282300.000000000,system,2025-05-31 11:24:25.769,system,2025-05-31 11:24:25.769,GRF001
436,,"2025    ","41113132  ",구운동,"41113",수원시 권선구,"41110",수원시,2571148.2767944300,1940300.000000000,system,2025-05-31 11:24:36.936,system,2025-05-31 11:24:36.936,GRF001
437,,"2025    ","41115133  ",매교동,"41115",수원시 팔달구,"41110",수원시,823844.1284484860,622500.000000000,system,2025-05-31 11:24:47.281,system,2025-05-31 11:24:47.281,GRF001
438,,"2025    ","41115141  ",인계동,"41115",수원시 팔달구,"41110",수원시,3692811.5080261200,2798500.000000000,system,2025-05-31 11:24:58.161,system,2025-05-31 11:24:58.161,GRF001
439,,"2025    ","41550108  ",옥천동,"41550",안성시,"41550",안성시,64167.7369842529,48900.000000000,system,2025-05-31 11:25:08.264,system,2025-05-31 11:25:08.264,GRF001
440,,"2025    ","41115137  ",고등동,"41115",수원시 팔달구,"41110",수원시,1382927.3775939900,1044600.000000000,system,2025-05-31 11:25:18.854,system,2025-05-31 11:25:18.854,GRF001
441,,"2025    ","41192106  ",소사동,"41192",부천시 원미구,"41190",부천시,739342.8695678710,553500.000000000,system,2025-05-31 11:25:29.295,system,2025-05-31 11:25:29.295,GRF001
442,,"2025    ","41131101  ",신흥동,"41131",성남시 수정구,"41130",성남시,2362349.7671203600,1785600.000000000,system,2025-05-31 11:25:40.039,system,2025-05-31 11:25:40.039,GRF001
443,,"2025    ","41194102  ",심곡본동,"41194",부천시 소사구,"41190",부천시,2307923.8032226600,1723300.000000000,system,2025-05-31 11:25:50.696,system,2025-05-31 11:25:50.696,GRF001
444,,"2025    ","41131104  ",단대동,"41131",성남시 수정구,"41130",성남시,1059546.6027832000,803300.000000000,system,2025-05-31 11:26:01.055,system,2025-05-31 11:26:01.055,GRF001
445,,"2025    ","41131105  ",산성동,"41131",성남시 수정구,"41130",성남시,772804.9075622560,586400.000000000,system,2025-05-31 11:26:11.151,system,2025-05-31 11:26:11.151,GRF001
446,,"2025    ","41131106  ",양지동,"41131",성남시 수정구,"41130",성남시,1653916.9692993200,1260000.000000000,system,2025-05-31 11:26:21.833,system,2025-05-31 11:26:21.833,GRF001
447,,"2025    ","41133132  ",중앙동,"41133",성남시 중원구,"41130",성남시,897870.1577148440,678000.000000000,system,2025-05-31 11:26:31.975,system,2025-05-31 11:26:31.975,GRF001
448,,"2025    ","41131107  ",복정동,"41131",성남시 수정구,"41130",성남시,5003580.2446594200,3792400.000000000,system,2025-05-31 11:26:43.702,system,2025-05-31 11:26:43.702,GRF001
449,,"2025    ","41131109  ",신촌동,"41131",성남시 수정구,"41130",성남시,1055041.4324951200,797900.000000000,system,2025-05-31 11:26:54.020,system,2025-05-31 11:26:54.020,GRF001
450,,"2025    ","41290107  ",중앙동,"41290",과천시,"41290",과천시,7012235.7939605700,5276900.000000000,system,2025-05-31 11:27:06.117,system,2025-05-31 11:27:06.117,GRF001
451,,"2025    ","41131112  ",고등동,"41131",성남시 수정구,"41130",성남시,5482691.3546142600,4131500.000000000,system,2025-05-31 11:27:19.564,system,2025-05-31 11:27:19.564,GRF001
452,,"2025    ","41360310  ",별내면,"41360",남양주시,"41360",남양주시,29357597.1676941000,22287500.000000000,system,2025-05-31 11:28:26.585,system,2025-05-31 11:28:26.585,GRF001
453,,"2025    ","41131115  ",시흥동,"41131",성남시 수정구,"41130",성남시,3526137.5048828100,2661200.000000000,system,2025-05-31 11:28:37.943,system,2025-05-31 11:28:37.943,GRF001
454,,"2025    ","41135108  ",판교동,"41135",성남시 분당구,"41130",성남시,3996167.7459106400,3000700.000000000,system,2025-05-31 11:28:49.292,system,2025-05-31 11:28:49.292,GRF001
455,,"2025    ","41133101  ",성남동,"41133",성남시 중원구,"41130",성남시,2643004.0728454600,1997200.000000000,system,2025-05-31 11:29:00.918,system,2025-05-31 11:29:00.918,GRF001
456,,"2025    ","41285103  ",정발산동,"41285",고양시 일산동구,"41280",고양시,2062065.6318206800,1546100.000000000,system,2025-05-31 11:29:11.350,system,2025-05-31 11:29:11.350,GRF001
457,,"2025    ","41133104  ",은행동,"41133",성남시 중원구,"41130",성남시,3503805.2041320800,2667000.000000000,system,2025-05-31 11:29:22.992,system,2025-05-31 11:29:22.992,GRF001
458,,"2025    ","41550110  ",창전동,"41550",안성시,"41550",안성시,38296.9438781738,29200.000000000,system,2025-05-31 11:29:33.060,system,2025-05-31 11:29:33.060,GRF001
459,,"2025    ","41550111  ",성남동,"41550",안성시,"41550",안성시,71096.9225921631,54200.000000000,system,2025-05-31 11:29:43.014,system,2025-05-31 11:29:43.014,GRF001
460,,"2025    ","41133107  ",도촌동,"41133",성남시 중원구,"41130",성남시,3967929.5187072800,3001700.000000000,system,2025-05-31 11:29:55.718,system,2025-05-31 11:29:55.718,GRF001
461,,"2025    ","41550112  ",신흥동,"41550",안성시,"41550",안성시,51670.3259735107,39400.000000000,system,2025-05-31 11:30:05.755,system,2025-05-31 11:30:05.755,GRF001
462,,"2025    ","41133108  ",갈현동,"41133",성남시 중원구,"41130",성남시,5875441.6840972900,4446300.000000000,system,2025-05-31 11:30:19.237,system,2025-05-31 11:30:19.237,GRF001
463,,"2025    ","41133109  ",하대원동,"41133",성남시 중원구,"41130",성남시,3110325.0390472400,2347000.000000000,system,2025-05-31 11:30:31.148,system,2025-05-31 11:30:31.148,GRF001
464,,"2025    ","41135101  ",분당동,"41135",성남시 분당구,"41130",성남시,4485429.3168792700,3389400.000000000,system,2025-05-31 11:30:43.182,system,2025-05-31 11:30:43.182,GRF001
465,,"2025    ","41135103  ",정자동,"41135",성남시 분당구,"41130",성남시,6505685.4408111600,4910300.000000000,system,2025-05-31 11:30:55.627,system,2025-05-31 11:30:55.627,GRF001
466,,"2025    ","41135109  ",삼평동,"41135",성남시 분당구,"41130",성남시,3573085.4373931900,2691800.000000000,system,2025-05-31 11:31:06.650,system,2025-05-31 11:31:06.650,GRF001
467,,"2025    ","41192103  ",춘의동,"41192",부천시 원미구,"41190",부천시,3926918.9277038600,2936600.000000000,system,2025-05-31 11:31:17.752,system,2025-05-31 11:31:17.752,GRF001
468,,"2025    ","41135110  ",백현동,"41135",성남시 분당구,"41130",성남시,4794531.2637786900,3607400.000000000,system,2025-05-31 11:31:31.830,system,2025-05-31 11:31:31.830,GRF001
469,,"2025    ","41135111  ",금곡동,"41135",성남시 분당구,"41130",성남시,4655946.5929107700,3519100.000000000,system,2025-05-31 11:31:44.308,system,2025-05-31 11:31:44.308,GRF001
470,,"2025    ","41192104  ",도당동,"41192",부천시 원미구,"41190",부천시,2693809.1708526600,2014900.000000000,system,2025-05-31 11:31:54.900,system,2025-05-31 11:31:54.900,GRF001
471,,"2025    ","41135112  ",궁내동,"41135",성남시 분당구,"41130",성남시,2975138.1010131800,2241700.000000000,system,2025-05-31 11:32:06.159,system,2025-05-31 11:32:06.159,GRF001
472,,"2025    ","41192105  ",약대동,"41192",부천시 원미구,"41190",부천시,907076.9341278080,680200.000000000,system,2025-05-31 11:32:16.592,system,2025-05-31 11:32:16.592,GRF001
473,,"2025    ","41135114  ",구미동,"41135",성남시 분당구,"41130",성남시,6275470.2195282000,4754000.000000000,system,2025-05-31 11:32:29.326,system,2025-05-31 11:32:29.326,GRF001
474,,"2025    ","41135115  ",운중동,"41135",성남시 분당구,"41130",성남시,8804856.0659027100,6592900.000000000,system,2025-05-31 11:32:43.439,system,2025-05-31 11:32:43.439,GRF001
475,,"2025    ","41150103  ",장암동,"41150",의정부시,"41150",의정부시,11803314.7017670000,8965300.000000000,system,2025-05-31 11:32:57.882,system,2025-05-31 11:32:57.882,GRF001
476,,"2025    ","41173102  ",관양동,"41173",안양시 동안구,"41170",안양시,7756798.4193115200,5865600.000000000,system,2025-05-31 11:33:13.625,system,2025-05-31 11:33:13.625,GRF001
477,,"2025    ","41173103  ",평촌동,"41173",안양시 동안구,"41170",안양시,2790648.2511138900,2098200.000000000,system,2025-05-31 11:33:25.507,system,2025-05-31 11:33:25.507,GRF001
478,,"2025    ","41192108  ",중동,"41192",부천시 원미구,"41190",부천시,6111662.2625579800,4561200.000000000,system,2025-05-31 11:33:37.798,system,2025-05-31 11:33:37.798,GRF001
479,,"2025    ","41194101  ",소사본동,"41194",부천시 소사구,"41190",부천시,4016492.3367614700,3007700.000000000,system,2025-05-31 11:33:48.832,system,2025-05-31 11:33:48.832,GRF001
480,,"2025    ","41194104  ",괴안동,"41194",부천시 소사구,"41190",부천시,2274156.4267425500,1703600.000000000,system,2025-05-31 11:34:00.070,system,2025-05-31 11:34:00.070,GRF001
481,,"2025    ","41194105  ",송내동,"41194",부천시 소사구,"41190",부천시,3186286.8124542200,2370600.000000000,system,2025-05-31 11:34:11.714,system,2025-05-31 11:34:11.714,GRF001
482,,"2025    ","41196101  ",오정동,"41196",부천시 오정구,"41190",부천시,4557441.1612854000,3423300.000000000,system,2025-05-31 11:34:24.064,system,2025-05-31 11:34:24.064,GRF001
483,,"2025    ","41210106  ",일직동,"41210",광명시,"41210",광명시,4621201.3250732400,3441800.000000000,system,2025-05-31 11:34:35.839,system,2025-05-31 11:34:35.839,GRF001
484,,"2025    ","41220114  ",통복동,"41220",평택시,"41220",평택시,2355868.1929016100,1766500.000000000,system,2025-05-31 11:34:46.960,system,2025-05-31 11:34:46.960,GRF001
485,,"2025    ","41220119  ",동삭동,"41220",평택시,"41220",평택시,3560110.9373474100,2672800.000000000,system,2025-05-31 11:34:58.876,system,2025-05-31 11:34:58.876,GRF001
486,,"2025    ","41290108  ",원문동,"41290",과천시,"41290",과천시,411949.9330444340,310200.000000000,system,2025-05-31 11:35:09.031,system,2025-05-31 11:35:09.031,GRF001
487,,"2025    ","41290109  ",별양동,"41290",과천시,"41290",과천시,909622.3271179200,684100.000000000,system,2025-05-31 11:35:19.032,system,2025-05-31 11:35:19.032,GRF001
488,,"2025    ","41220120  ",세교동,"41220",평택시,"41220",평택시,4491811.7353820800,3360100.000000000,system,2025-05-31 11:35:30.833,system,2025-05-31 11:35:30.833,GRF001
489,,"2025    ","41220123  ",소사동,"41220",평택시,"41220",평택시,2844240.4483184800,2141700.000000000,system,2025-05-31 11:35:42.526,system,2025-05-31 11:35:42.526,GRF001
490,,"2025    ","41290110  ",부림동,"41290",과천시,"41290",과천시,495581.9983978270,372000.000000000,system,2025-05-31 11:35:52.661,system,2025-05-31 11:35:52.661,GRF001
491,,"2025    ","41220124  ",용이동,"41220",평택시,"41220",평택시,4478621.1817321800,3370200.000000000,system,2025-05-31 11:36:04.030,system,2025-05-31 11:36:04.030,GRF001
492,,"2025    ","41360265  ",퇴계원읍,"41360",남양주시,"41360",남양주시,4312916.3854064900,3285900.000000000,system,2025-05-31 11:36:15.261,system,2025-05-31 11:36:15.261,GRF001
493,,"2025    ","41250101  ",송내동,"41250",동두천시,"41250",동두천시,6020861.3535919200,4651800.000000000,system,2025-05-31 11:36:28.310,system,2025-05-31 11:36:28.310,GRF001
494,,"2025    ","41271101  ",일동,"41271",안산시 상록구,"41270",안산시,3687267.4550933800,2735300.000000000,system,2025-05-31 11:36:40.509,system,2025-05-31 11:36:40.509,GRF001
495,,"2025    ","41271102  ",이동,"41271",안산시 상록구,"41270",안산시,2809657.9989929200,2087800.000000000,system,2025-05-31 11:36:51.748,system,2025-05-31 11:36:51.748,GRF001
496,,"2025    ","41271108  ",성포동,"41271",안산시 상록구,"41270",안산시,2293506.7377777100,1704800.000000000,system,2025-05-31 11:37:02.359,system,2025-05-31 11:37:02.359,GRF001
497,,"2025    ","41670101  ",상동,"41670",여주시,"41670",여주시,2340528.3901062000,1791200.000000000,system,2025-05-31 11:37:13.119,system,2025-05-31 11:37:13.119,GRF001
498,,"2025    ","41271109  ",월피동,"41271",안산시 상록구,"41270",안산시,2663432.9274749800,1985700.000000000,system,2025-05-31 11:37:24.186,system,2025-05-31 11:37:24.186,GRF001
499,,"2025    ","41461360  ",양지면,"41461",용인시 처인구,"41460",용인시,76289617.8164062000,57700900.000000000,system,2025-05-31 11:40:39.585,system,2025-05-31 11:40:39.585,GRF001
500,,"2025    ","41273101  ",고잔동,"41273",안산시 단원구,"41270",안산시,8208767.9213104200,6101400.000000000,system,2025-05-31 11:40:52.240,system,2025-05-31 11:40:52.240,GRF001
501,,"2025    ","41273102  ",와동,"41273",안산시 단원구,"41270",안산시,4315452.5859832800,3221700.000000000,system,2025-05-31 11:41:03.924,system,2025-05-31 11:41:03.924,GRF001
502,,"2025    ","41273104  ",성곡동,"41273",안산시 단원구,"41270",안산시,10430785.8625183000,7742500.000000000,system,2025-05-31 11:41:17.686,system,2025-05-31 11:41:17.686,GRF001
503,,"2025    ","41273107  ",초지동,"41273",안산시 단원구,"41270",안산시,8909607.4299163800,6652000.000000000,system,2025-05-31 11:41:33.013,system,2025-05-31 11:41:33.013,GRF001
504,,"2025    ","41273108  ",원곡동,"41273",안산시 단원구,"41270",안산시,3753455.3732910200,2798200.000000000,system,2025-05-31 11:41:45.155,system,2025-05-31 11:41:45.155,GRF001
505,,"2025    ","41281108  ",효자동,"41281",고양시 덕양구,"41280",고양시,11455142.2873535000,8836900.000000000,system,2025-05-31 11:41:58.590,system,2025-05-31 11:41:58.590,GRF001
506,,"2025    ","41281110  ",오금동,"41281",고양시 덕양구,"41280",고양시,6405911.1109619100,4863900.000000000,system,2025-05-31 11:42:12.289,system,2025-05-31 11:42:12.289,GRF001
507,,"2025    ","41281116  ",고양동,"41281",고양시 덕양구,"41280",고양시,2659637.5145263700,2012200.000000000,system,2025-05-31 11:42:24.425,system,2025-05-31 11:42:24.425,GRF001
508,,"2025    ","41281118  ",관산동,"41281",고양시 덕양구,"41280",고양시,8226427.2344360400,6213600.000000000,system,2025-05-31 11:42:37.471,system,2025-05-31 11:42:37.471,GRF001
509,,"2025    ","41281127  ",신평동,"41281",고양시 덕양구,"41280",고양시,6027086.0558471700,4488100.000000000,system,2025-05-31 11:42:48.424,system,2025-05-31 11:42:48.424,GRF001
510,,"2025    ","41500102  ",관고동,"41500",이천시,"41500",이천시,4956473.1512146000,3784900.000000000,system,2025-05-31 11:43:00.271,system,2025-05-31 11:43:00.271,GRF001
511,,"2025    ","41281129  ",화전동,"41281",고양시 덕양구,"41280",고양시,6206807.1958007800,4641200.000000000,system,2025-05-31 11:43:12.971,system,2025-05-31 11:43:12.971,GRF001
512,,"2025    ","41590370  ",장안면,"41590",화성시,"41590",화성시,91582074.5576935000,67569000.000000000,system,2025-05-31 11:47:41.458,system,2025-05-31 11:47:41.458,GRF001
513,,"2025    ","41287104  ",대화동,"41287",고양시 일산서구,"41280",고양시,11958937.2147827000,8927600.000000000,system,2025-05-31 11:47:58.700,system,2025-05-31 11:47:58.700,GRF001
514,,"2025    ","41287105  ",덕이동,"41287",고양시 일산서구,"41280",고양시,7371207.5458526600,5533700.000000000,system,2025-05-31 11:48:11.358,system,2025-05-31 11:48:11.358,GRF001
515,,"2025    ","41287106  ",가좌동,"41287",고양시 일산서구,"41280",고양시,4517014.1784820600,3393100.000000000,system,2025-05-31 11:48:23.300,system,2025-05-31 11:48:23.300,GRF001
516,,"2025    ","41290102  ",문원동,"41290",과천시,"41290",과천시,4745645.4924011200,3569900.000000000,system,2025-05-31 11:48:35.172,system,2025-05-31 11:48:35.172,GRF001
517,,"2025    ","41550128  ",신건지동,"41550",안성시,"41550",안성시,809262.1659851070,614600.000000000,system,2025-05-31 11:48:45.377,system,2025-05-31 11:48:45.377,GRF001
518,,"2025    ","41310101  ",갈매동,"41310",구리시,"41310",구리시,5241010.0295715300,3969800.000000000,system,2025-05-31 11:48:57.411,system,2025-05-31 11:48:57.411,GRF001
519,,"2025    ","41670106  ",신진동,"41670",여주시,"41670",여주시,1606350.5341186500,1220300.000000000,system,2025-05-31 11:49:07.797,system,2025-05-31 11:49:07.797,GRF001
520,,"2025    ","41310103  ",인창동,"41310",구리시,"41310",구리시,8278776.9318695100,6250600.000000000,system,2025-05-31 11:49:20.548,system,2025-05-31 11:49:20.548,GRF001
521,,"2025    ","41360101  ",호평동,"41360",남양주시,"41360",남양주시,12022958.1902466000,9187300.000000000,system,2025-05-31 11:49:36.975,system,2025-05-31 11:49:36.975,GRF001
