"crtr_ymd","admdst_nm","admdst_se_cd","admdst_cd","sum_genqy","sum_area","frst_rgtr_id","frst_reg_dt","mdfr_id","mdfcn_dt","grnd_rftp_se_cd"
"2025    ","",ADM003,"4159000000",41380135.1757698147,466.091100000,system,2025-07-14 22:23:09.606,system,2025-07-14 22:23:09.606,GRF002
"2025    ","",ADM003,"4159000000",2244193.5545277591,33.451200000,system,2025-07-14 22:23:09.606,system,2025-07-14 22:23:09.606,GRF003
"2025    ","",ADM003,"4161000000",9876115.9502267810,113.717500000,system,2025-07-14 22:23:09.606,system,2025-07-14 22:23:09.606,GRF002
"2025    ","",ADM003,"4161000000",787269.6198234559,11.962000000,system,2025-07-14 22:23:09.606,system,2025-07-14 22:23:09.606,GRF003
"2025    ","",ADM003,"4163000000",10587809.5075788470,122.963200000,system,2025-07-14 22:23:09.606,system,2025-07-14 22:23:09.606,GRF002
"2025    ","",ADM003,"4163000000",720379.9504027367,11.055400000,system,2025-07-14 22:23:09.606,system,2025-07-14 22:23:09.606,GRF003
"2025    ","",ADM003,"4165000000",19704360.8831348440,230.519300000,system,2025-07-14 22:23:09.606,system,2025-07-14 22:23:09.606,GRF002
"2025    ","",ADM003,"4165000000",944856.3235859874,14.596800000,system,2025-07-14 22:23:09.606,system,2025-07-14 22:23:09.606,GRF003
"2025    ","",ADM003,"4167000000",26013849.8239822493,301.317400000,system,2025-07-14 22:23:09.606,system,2025-07-14 22:23:09.606,GRF002
"2025    ","",ADM003,"4167000000",670836.9062843317,10.261700000,system,2025-07-14 22:23:09.606,system,2025-07-14 22:23:09.606,GRF003
"2025    ","",ADM003,"4180000000",17132206.0913772640,197.045800000,system,2025-07-14 22:23:09.606,system,2025-07-14 22:23:09.606,GRF002
"2025    ","",ADM003,"4180000000",263380.9945402144,4.004700000,system,2025-07-14 22:23:09.606,system,2025-07-14 22:23:09.606,GRF003
"2025    ","",ADM003,"4182000000",9026633.4806365900,104.239900000,system,2025-07-14 22:23:09.606,system,2025-07-14 22:23:09.606,GRF002
"2025    ","",ADM003,"4182000000",292085.0138988496,4.444500000,system,2025-07-14 22:23:09.606,system,2025-07-14 22:23:09.606,GRF003
"2025    ","",ADM003,"4183000000",17100504.0473356420,196.594100000,system,2025-07-14 22:23:09.606,system,2025-07-14 22:23:09.606,GRF002
"2025    ","",ADM003,"4183000000",517361.4140133858,7.844600000,system,2025-07-14 22:23:09.606,system,2025-07-14 22:23:09.606,GRF003
"2025    ",처인구,ADM003,"4146100000",17821178.5960130764,212.136700000,system,2025-07-14 22:23:09.541,system,2025-07-14 22:23:09.541,GRF001
"2025    ",기흥구,ADM003,"4146300000",4145344.1905202854,49.331600000,system,2025-07-14 22:23:09.541,system,2025-07-14 22:23:09.541,GRF001
"2025    ",성남시,ADM002,"4113000000",5500228.9923615461,67.700100000,system,2025-07-14 22:23:09.445,system,2025-07-14 22:23:09.445,GRF001
"2025    ",의정부시,ADM002,"4115000000",5778978.9866523740,35.269200000,system,2025-07-14 22:23:09.445,system,2025-07-14 22:23:09.445,GRF001
"2025    ",안양시,ADM002,"4117000000",2252012.3239789013,27.297700000,system,2025-07-14 22:23:09.445,system,2025-07-14 22:23:09.445,GRF001
"2025    ",부천시,ADM002,"4119000000",3801436.8767585773,45.622200000,system,2025-07-14 22:23:09.445,system,2025-07-14 22:23:09.445,GRF001
"2025    ",안성시,ADM002,"4155000000",50859122.7455701826,311.737200000,system,2025-07-14 22:23:09.445,system,2025-07-14 22:23:09.445,GRF001
"2025    ",김포시,ADM002,"4157000000",31299154.7567586734,196.418500000,system,2025-07-14 22:23:09.445,system,2025-07-14 22:23:09.445,GRF001
"2025    ",화성시,ADM002,"4159000000",87248657.4605951476,512.167000000,system,2025-07-14 22:23:09.445,system,2025-07-14 22:23:09.445,GRF001
"2025    ",광주시,ADM002,"4161000000",21326771.1401004738,129.421100000,system,2025-07-14 22:23:09.445,system,2025-07-14 22:23:09.445,GRF001
"2025    ",양주시,ADM002,"4163000000",22616378.9159631674,139.303000000,system,2025-07-14 22:23:09.445,system,2025-07-14 22:23:09.445,GRF001
"2025    ",포천시,ADM002,"4165000000",41298434.4134416628,259.081700000,system,2025-07-14 22:23:09.445,system,2025-07-14 22:23:09.445,GRF001
"2025    ",여주시,ADM002,"4167000000",53369373.4605331620,323.711900000,system,2025-07-14 22:23:09.445,system,2025-07-14 22:23:09.445,GRF001
"2025    ",연천군,ADM002,"4180000000",34791174.1718349568,222.847500000,system,2025-07-14 22:23:09.445,system,2025-07-14 22:23:09.445,GRF001
"2025    ",가평군,ADM002,"4182000000",18637436.9890708792,114.157300000,system,2025-07-14 22:23:09.445,system,2025-07-14 22:23:09.445,GRF001
"2025    ",수지구,ADM003,"4146500000",1716673.8406734471,20.559400000,system,2025-07-14 22:23:09.541,system,2025-07-14 22:23:09.541,GRF001
"2025    ","",ADM003,"4148000000",55717991.6721525292,362.342900000,system,2025-07-14 22:23:09.541,system,2025-07-14 22:23:09.541,GRF001
"2025    ","",ADM003,"4150000000",52480374.3388051928,318.252100000,system,2025-07-14 22:23:09.541,system,2025-07-14 22:23:09.541,GRF001
"2025    ","",ADM003,"4155000000",50859122.7455701826,311.737200000,system,2025-07-14 22:23:09.541,system,2025-07-14 22:23:09.541,GRF001
"2025    ","",ADM003,"4157000000",31299154.7567586734,196.418500000,system,2025-07-14 22:23:09.606,system,2025-07-14 22:23:09.606,GRF001
"2025    ","",ADM003,"4159000000",87248657.4605951476,512.167000000,system,2025-07-14 22:23:09.606,system,2025-07-14 22:23:09.606,GRF001
"2025    ","",ADM003,"4161000000",21326771.1401004738,129.421100000,system,2025-07-14 22:23:09.606,system,2025-07-14 22:23:09.606,GRF001
"2025    ","",ADM003,"4163000000",22616378.9159631674,139.303000000,system,2025-07-14 22:23:09.606,system,2025-07-14 22:23:09.606,GRF001
"2025    ","",ADM003,"4165000000",41298434.4134416628,259.081700000,system,2025-07-14 22:23:09.606,system,2025-07-14 22:23:09.606,GRF001
"2025    ","",ADM003,"4167000000",53369373.4605331620,323.711900000,system,2025-07-14 22:23:09.606,system,2025-07-14 22:23:09.606,GRF001
"2025    ","",ADM003,"4180000000",34791174.1718349568,222.847500000,system,2025-07-14 22:23:09.606,system,2025-07-14 22:23:09.606,GRF001
"2025    ","",ADM003,"4182000000",18637436.9890708792,114.157300000,system,2025-07-14 22:23:09.606,system,2025-07-14 22:23:09.606,GRF001
