"crtr_ymd","admdst_nm","admdst_se_cd","admdst_cd","grnd_rftp_se_cd","sum_genqy","sum_area","frst_rgtr_id","frst_reg_dt","mdfr_id","mdfcn_dt"
"2025    ",단원구,ADM003,"4127300000",GRF003,602852.5265636444,8.953300000,system,2025-07-14 22:18:50.018,system,2025-07-14 22:18:50.018
"2025    ",덕양구,ADM003,"4128100000",GRF002,198824.6498365401,2.278600000,system,2025-07-14 22:18:50.018,system,2025-07-14 22:18:50.018
"2025    ",덕양구,ADM003,"4128100000",GRF003,395215.7596583368,5.943100000,system,2025-07-14 22:18:50.018,system,2025-07-14 22:18:50.018
"2025    ",일산동구,ADM003,"4128500000",GRF002,11458.6136684418,0.130900000,system,2025-07-14 22:18:50.018,system,2025-07-14 22:18:50.018
"2025    ",일산동구,ADM003,"4128500000",GRF003,360052.8573641777,5.406700000,system,2025-07-14 22:18:50.018,system,2025-07-14 22:18:50.018
"2025    ",일산서구,ADM003,"4128700000",GRF002,1079.1858673096,0.012300000,system,2025-07-14 22:18:50.018,system,2025-07-14 22:18:50.018
"2025    ",일산서구,ADM003,"4128700000",GRF003,215249.2911615372,3.222500000,system,2025-07-14 22:18:50.018,system,2025-07-14 22:18:50.018
"2025    ","",ADM003,"4129000000",GRF002,37486.9852552414,0.426900000,system,2025-07-14 22:18:50.018,system,2025-07-14 22:18:50.018
"2025    ","",ADM003,"4129000000",GRF003,83766.4386558532,1.258200000,system,2025-07-14 22:18:50.018,system,2025-07-14 22:18:50.018
"2025    ","",ADM003,"4131000000",GRF002,39620.4721069336,0.453200000,system,2025-07-14 22:18:50.018,system,2025-07-14 22:18:50.018
"2025    ","",ADM003,"4131000000",GRF003,140428.0494365692,2.116000000,system,2025-07-14 22:18:50.018,system,2025-07-14 22:18:50.018
"2025    ","",ADM003,"4136000000",GRF002,796575.1367893220,9.167500000,system,2025-07-14 22:18:50.018,system,2025-07-14 22:18:50.018
"2025    ","",ADM003,"4136000000",GRF003,631427.0325565344,9.579500000,system,2025-07-14 22:18:50.018,system,2025-07-14 22:18:50.018
"2025    ","",ADM003,"4137000000",GRF002,43394.1460390091,0.495500000,system,2025-07-14 22:18:50.018,system,2025-07-14 22:18:50.018
"2025    ","",ADM003,"4137000000",GRF003,219499.6957573893,3.305800000,system,2025-07-14 22:18:50.018,system,2025-07-14 22:18:50.018
"2025    ","",ADM003,"4139000000",GRF002,522683.3245801928,5.904800000,system,2025-07-14 22:18:50.018,system,2025-07-14 22:18:50.018
"2025    ","",ADM003,"4139000000",GRF003,718791.1917862888,10.706200000,system,2025-07-14 22:18:50.018,system,2025-07-14 22:18:50.018
"2025    ","",ADM003,"4141000000",GRF002,81572.2535486222,0.922700000,system,2025-07-14 22:18:50.018,system,2025-07-14 22:18:50.018
"2025    ","",ADM003,"4141000000",GRF003,181241.5993890763,2.713900000,system,2025-07-14 22:18:50.018,system,2025-07-14 22:18:50.018
"2025    ","",ADM003,"4143000000",GRF002,147359.7862558366,1.679300000,system,2025-07-14 22:18:50.018,system,2025-07-14 22:18:50.018
"2025    ","",ADM003,"4143000000",GRF003,127053.1308150293,1.906400000,system,2025-07-14 22:18:50.018,system,2025-07-14 22:18:50.018
"2025    ","",ADM003,"4145000000",GRF002,168887.5701389313,1.931300000,system,2025-07-14 22:18:50.018,system,2025-07-14 22:18:50.018
"2025    ","",ADM003,"4145000000",GRF003,298100.4602308272,4.511700000,system,2025-07-14 22:18:50.018,system,2025-07-14 22:18:50.018
"2025    ",처인구,ADM003,"4146100000",GRF002,909219.0836906444,10.389600000,system,2025-07-14 22:18:50.018,system,2025-07-14 22:18:50.018
"2025    ",처인구,ADM003,"4146100000",GRF003,320343.9038944245,4.835400000,system,2025-07-14 22:18:50.018,system,2025-07-14 22:18:50.018
"2025    ",기흥구,ADM003,"4146300000",GRF002,41092.5310411454,0.471200000,system,2025-07-14 22:18:50.018,system,2025-07-14 22:18:50.018
"2025    ",기흥구,ADM003,"4146300000",GRF003,321636.3172993659,4.876300000,system,2025-07-14 22:18:50.018,system,2025-07-14 22:18:50.018
"2025    ",수지구,ADM003,"4146500000",GRF002,28384.4237899781,0.324900000,system,2025-07-14 22:18:50.018,system,2025-07-14 22:18:50.018
"2025    ",수지구,ADM003,"4146500000",GRF003,160478.2593111992,2.434700000,system,2025-07-14 22:18:50.018,system,2025-07-14 22:18:50.018
"2025    ","",ADM003,"4148000000",GRF002,3643809.8454608924,41.563700000,system,2025-07-14 22:18:50.018,system,2025-07-14 22:18:50.018
"2025    ","",ADM003,"4148000000",GRF003,1095752.2170262335,16.539500000,system,2025-07-14 22:18:50.018,system,2025-07-14 22:18:50.018
"2025    ","",ADM003,"4150000000",GRF002,1754275.4729967113,20.324500000,system,2025-07-14 22:18:50.018,system,2025-07-14 22:18:50.018
"2025    ","",ADM003,"4150000000",GRF003,134152.5624589920,2.046200000,system,2025-07-14 22:18:50.018,system,2025-07-14 22:18:50.018
"2025    ","",ADM003,"4155000000",GRF002,3804262.2060012823,43.566500000,system,2025-07-14 22:18:50.018,system,2025-07-14 22:18:50.018
"2025    ","",ADM003,"4155000000",GRF003,685601.7038745884,10.380900000,system,2025-07-14 22:18:50.169,system,2025-07-14 22:18:50.169
"2025    ","",ADM003,"4157000000",GRF002,427404.5115747456,4.839400000,system,2025-07-14 22:18:50.169,system,2025-07-14 22:18:50.169
"2025    ","",ADM003,"4157000000",GRF003,925980.2933721549,13.866400000,system,2025-07-14 22:18:50.169,system,2025-07-14 22:18:50.169
"2025    ","",ADM003,"4159000000",GRF002,2340733.8612041470,26.265200000,system,2025-07-14 22:18:50.169,system,2025-07-14 22:18:50.169
"2025    ","",ADM003,"4159000000",GRF003,1899363.6706585874,28.281400000,system,2025-07-14 22:18:50.169,system,2025-07-14 22:18:50.169
"2025    ","",ADM003,"4161000000",GRF002,22852.3163833618,0.262300000,system,2025-07-14 22:18:50.169,system,2025-07-14 22:18:50.169
"2025    ","",ADM003,"4161000000",GRF003,13989.2429194450,0.212600000,system,2025-07-14 22:18:50.169,system,2025-07-14 22:18:50.169
"2025    ","",ADM003,"4163000000",GRF002,880691.1376161584,10.175000000,system,2025-07-14 22:18:50.169,system,2025-07-14 22:18:50.169
"2025    ","",ADM003,"4163000000",GRF003,326044.7964782717,4.974200000,system,2025-07-14 22:18:50.169,system,2025-07-14 22:18:50.169
"2025    ","",ADM003,"4165000000",GRF002,3816489.2730550772,44.570400000,system,2025-07-14 22:18:50.169,system,2025-07-14 22:18:50.169
"2025    ","",ADM003,"4165000000",GRF003,248919.9237642286,3.806200000,system,2025-07-14 22:18:50.169,system,2025-07-14 22:18:50.169
"2025    ","",ADM003,"4167000000",GRF002,2414869.5131301882,27.848100000,system,2025-07-14 22:18:50.169,system,2025-07-14 22:18:50.169
"2025    ","",ADM003,"4167000000",GRF003,272033.0025577548,4.150300000,system,2025-07-14 22:18:50.169,system,2025-07-14 22:18:50.169
"2025    ","",ADM003,"4180000000",GRF002,6685187.8226146610,76.911200000,system,2025-07-14 22:18:50.169,system,2025-07-14 22:18:50.169
"2025    ","",ADM003,"4180000000",GRF003,202194.6630249023,3.071100000,system,2025-07-14 22:18:50.169,system,2025-07-14 22:18:50.169
"2025    ","",ADM003,"4182000000",GRF002,1848580.1752033220,21.376500000,system,2025-07-14 22:18:50.169,system,2025-07-14 22:18:50.169
"2025    ","",ADM003,"4182000000",GRF003,173303.9138140678,2.630000000,system,2025-07-14 22:18:50.169,system,2025-07-14 22:18:50.169
"2025    ","",ADM003,"4183000000",GRF002,2087870.4199953080,24.028200000,system,2025-07-14 22:18:50.169,system,2025-07-14 22:18:50.169
"2025    ","",ADM003,"4183000000",GRF003,147280.9440765381,2.233800000,system,2025-07-14 22:18:50.169,system,2025-07-14 22:18:50.169
"2025    ",경기도,ADM001,"41000",GRF001,49615451.7416143365,209.019200000,system,2025-07-14 22:18:49.603,system,2025-07-14 22:18:49.603
"2025    ",수원시,ADM002,"4111000000",GRF001,877904.9899044036,0.270300000,system,2025-07-14 22:18:49.603,system,2025-07-14 22:18:49.603
"2025    ",성남시,ADM002,"4113000000",GRF001,742368.3926429755,0.855400000,system,2025-07-14 22:18:49.603,system,2025-07-14 22:18:49.603
"2025    ",의정부시,ADM002,"4115000000",GRF001,859758.3016223908,1.110300000,system,2025-07-14 22:18:49.603,system,2025-07-14 22:18:49.603
"2025    ",안양시,ADM002,"4117000000",GRF001,381326.9889535903,0.196300000,system,2025-07-14 22:18:49.603,system,2025-07-14 22:18:49.603
"2025    ",부천시,ADM002,"4119000000",GRF001,546906.8131566047,0.074800000,system,2025-07-14 22:18:49.603,system,2025-07-14 22:18:49.603
"2025    ",광명시,ADM002,"4121000000",GRF001,426662.5037326812,0.129200000,system,2025-07-14 22:18:49.603,system,2025-07-14 22:18:49.603
"2025    ",평택시,ADM002,"4122000000",GRF001,3277850.4257860178,2.258200000,system,2025-07-14 22:18:49.603,system,2025-07-14 22:18:49.603
"2025    ",동두천시,ADM002,"4125000000",GRF001,571309.4484691620,1.237400000,system,2025-07-14 22:18:49.603,system,2025-07-14 22:18:49.603
"2025    ",안산시,ADM002,"4127000000",GRF001,1446588.5779652594,2.440900000,system,2025-07-14 22:18:49.603,system,2025-07-14 22:18:49.603
"2025    ",고양시,ADM002,"4128000000",GRF001,1181880.3575563432,0.408700000,system,2025-07-14 22:18:49.603,system,2025-07-14 22:18:49.603
"2025    ",과천시,ADM002,"4129000000",GRF001,242506.8478221892,0.027800000,system,2025-07-14 22:18:49.603,system,2025-07-14 22:18:49.603
"2025    ",구리시,ADM002,"4131000000",GRF001,360097.0430870056,0.140800000,system,2025-07-14 22:18:49.603,system,2025-07-14 22:18:49.603
"2025    ",남양주시,ADM002,"4136000000",GRF001,2856004.3386917128,3.937700000,system,2025-07-14 22:18:49.603,system,2025-07-14 22:18:49.603
